Date,SPY,SHY,XLK,XLF,XLE,XLV,XLI,XLP,XLU,XLY,XLB,TLT,HYG,IEF,DBC,BIL,GLD,SLV,FXY,UUP,VIXY,BTC,SMH,EEM,TIP,EMB,EFA
2005-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0,0.0,0.0,0.7550787870510576,0.0,4.217067248088964,0.7550787870510576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-07,0.0,6.022195197388683,0.0,0.0,0.0,0.04482920393584484,0.0,0.24075353248550682,0.04482920393584484,0.0,0.0,0.0,0.0,1.0456702524536206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-08,0.0,6.351054179465168,0.0,0.0,0.0,0.04165939157771375,0.0,0.21594056343395487,0.04165939157771375,0.0,0.0,0.0,0.0,0.7536138651807269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-11,0.0,6.386943516898954,0.0,0.0,0.0,0.037953511722251546,0.0,0.19851784750331686,0.037953511722251546,0.0,0.0,0.0,0.0,0.7484036420262762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-12,0.0,6.485153793409324,0.0,0.0,0.0,0.03753454647662297,0.0,0.19766736924876782,0.03753454647662297,0.0,0.0,0.0,0.0,0.6528778352601003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-13,0.0,6.488355156140743,0.0,0.0,0.0,0.0424309823500595,0.0,0.22968261553652425,0.0424309823500595,0.0,0.0,0.0,0.0,0.5940987166560192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-14,0.0,5.957542796289488,0.0,0.0,0.0,0.06511796939944733,0.0,0.3352895352468127,0.06511796939944733,0.0,0.0,0.0,0.0,0.9232160708762871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-15,0.0,5.8900740320235965,0.0,0.0,0.0,0.0672069627023152,0.0,0.3563999848132954,0.0672069627023152,0.0,0.0,0.0,0.0,0.9555313944128523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-18,0.0,5.840681724372141,0.0,0.0,0.0,0.07734392489032903,0.0,0.36928967645311606,0.07734392489032903,0.0,0.0,0.0,0.0,0.9500819385730721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-19,0.0,5.851676946592951,0.0,0.0,0.0,0.07825552600179761,0.0,0.35733799660041654,0.07825552600179761,0.0,0.0,0.0,0.0,0.9507107555957419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-20,0.0,5.831971647597237,0.0,0.0,0.0,0.08249851129073979,0.0,0.39216689113407033,0.08249851129073979,0.0,0.0,0.0,0.0,0.9214133940983372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-21,0.0,5.906797516568234,0.0,0.0,0.0,0.07294111870039272,0.0,0.32199376445009487,0.07294111870039272,0.0,0.0,0.0,0.0,0.9426590319241881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-22,0.0,5.906586440977214,0.0,0.0,0.0,0.07423674540905988,0.0,0.2927364944278497,0.07423674540905988,0.0,0.0,0.0,0.0,0.9453846380884713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-25,0.0,5.94794610447882,0.0,0.0,0.0,0.07442260377520359,0.0,0.2813051138545541,0.07442260377520359,0.0,0.0,0.0,0.0,0.9170357099678287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-26,0.0,5.9643453584676625,0.0,0.0,0.0,0.07256640898915051,0.0,0.26541474775120155,0.07256640898915051,0.0,0.0,0.0,0.0,0.9207434251806048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-27,0.0,5.975601629917463,0.0,0.0,0.0,0.06894155538889465,0.0,0.2573671048495463,0.06894155538889465,0.0,0.0,0.0,0.0,0.9251813533869591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-28,0.0,5.970507851904526,0.0,0.0,0.0,0.0686090554739644,0.0,0.25896774114048016,0.0686090554739644,0.0,0.0,0.0,0.0,0.9260859659685263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-29,0.0,5.992634979786708,0.0,0.0,0.0,0.06984797460166595,0.0,0.2665951021078683,0.06984797460166595,0.0,0.0,0.0,0.0,0.889399719113781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-02,0.0,5.974395536116662,0.0,0.0,0.0,0.06824529755854884,0.0,0.27209725820825864,0.06824529755854884,0.0,0.0,0.0,0.0,0.4489482337324383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4489482337324383,0.0,0.0
2005-05-03,0.0,5.986710049526771,0.0,0.0,0.0,0.0676631000173723,0.0,0.2655587785019654,0.0676631000173723,0.0,0.0,0.0,0.0,0.44960337980381426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4435158420995865,0.0,0.0
2005-05-04,0.0,5.976602783037092,0.0,0.0,0.0,0.06826873490564506,0.0,0.2657485410482291,0.06826873490564506,0.0,0.0,0.0,0.0,0.4529372510973765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4470178714359853,0.0,0.0
2005-05-05,0.0,5.9841338551235665,0.0,0.0,0.0,0.06774112556206835,0.0,0.2641551591150655,0.06774112556206835,0.0,0.0,0.0,0.0,0.4544829074323673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44321487877284305,0.0,0.0
2005-05-06,0.0,5.957115887410792,0.0,0.0,0.0,0.06906932888303041,0.0,0.2697208373024792,0.06906932888303041,0.0,0.0,0.0,0.0,0.45872715614272047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529758787508219,0.0,0.0
2005-05-09,0.0,5.808284668389365,0.0,0.0,0.0,0.07868718379961817,0.0,0.3064645212346747,0.07868718379961817,0.0,0.0,0.0,0.0,0.4754496931363909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5027344375306168,0.0,0.0
2005-05-10,0.0,5.806236649935313,0.0,0.0,0.0,0.07731612860797817,0.0,0.3023882242957634,0.07731612860797817,0.0,0.0,0.0,0.0,0.47886457365750684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064319726654657,0.0,0.0
2005-05-11,0.0,5.811099645555711,0.0,0.0,0.0,0.07640900920797168,0.0,0.3004961061333792,0.07640900920797168,0.0,0.0,0.0,0.0,0.47751496051656744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504356940910454,0.0,0.0
2005-05-12,0.0,5.805035296432565,0.0,0.0,0.0,0.07742651100618377,0.0,0.30482061052261084,0.07742651100618377,0.0,0.0,0.0,0.0,0.47981097612497425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069013233751698,0.0,0.0
2005-05-13,0.0,5.8060478438916245,0.0,0.0,0.0,0.076175858167035,0.0,0.3017345018399969,0.076175858167035,0.0,0.0,0.0,0.0,0.48160880870913403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5087304244606545,0.0,0.0
2005-05-16,0.0,5.79442241544173,0.0,0.0,0.0,0.07379324670048314,0.0,0.29740786782105727,0.07379324670048314,0.0,0.0,0.0,0.0,0.48884852439817594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196704280441365,0.0,0.0
2005-05-17,0.0,5.804696730236556,0.0,0.0,0.0,0.071483393016495,0.0,0.28593510097578073,0.071483393016495,0.0,0.0,0.0,0.0,0.4910265588353726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215863951059552,0.0,0.0
2005-05-18,0.0,5.81054990274748,0.0,0.0,0.0,0.07077808616176925,0.0,0.28291668610999576,0.07077808616176925,0.0,0.0,0.0,0.0,0.4912395989140149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519439892077155,0.0,0.0
2005-05-19,0.0,5.801598404433253,0.0,0.0,0.0,0.07145929278854299,0.0,0.2787102592206656,0.07145929278854299,0.0,0.0,0.0,0.0,0.4935062047000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5244610042491835,0.0,0.0
2005-05-20,0.0,5.743513041034454,0.0,0.0,0.0,0.07431372854173858,0.0,0.2888720481795413,0.07431372854173858,0.0,0.0,0.0,0.0,0.5057388655666194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545127600722108,0.0,0.0
2005-05-23,0.0,5.7508470125181645,0.0,0.0,0.0,0.07436490652020436,0.0,0.2890570142286034,0.07436490652020436,0.0,0.0,0.0,0.0,0.5062960445341881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5366996224899458,0.0,0.0
2005-05-24,0.0,5.752748273965556,0.0,0.0,0.0,0.07891710288430596,0.0,0.3043053021251057,0.07891710288430596,0.0,0.0,0.0,0.0,0.4984150029821739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390834624767582,0.0,0.0
2005-05-25,0.0,5.75313312008838,0.0,0.0,0.0,0.07945344124708906,0.0,0.3056820303018767,0.07945344124708906,0.0,0.0,0.0,0.0,0.49819399631513817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359956677415201,0.0,0.0
2005-05-26,0.0,5.771361977547076,0.0,0.0,0.0,0.08001936943664126,0.0,0.3066386765933106,0.08001936943664126,0.0,0.0,0.0,0.0,0.48961046521616136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256066011270808,0.0,0.0
2005-05-27,0.0,5.7731702418755795,0.0,0.0,0.0,0.0817990036970869,0.0,0.309919343770366,0.0817990036970869,0.0,0.0,0.0,0.0,0.4920496546649251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184630124294447,0.0,0.0
2005-05-31,0.0,5.775316341227461,0.0,0.0,0.0,0.08303199161479191,0.0,0.3105775412153349,0.08303199161479191,0.0,0.0,0.0,0.0,0.4927337643133699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158615882659354,0.0,0.0
2005-06-01,0.0,5.785788701725564,0.0,0.0,0.0,0.08398655109748265,0.0,0.3151665483377666,0.08398655109748265,0.0,0.0,0.0,0.0,0.9941895226102174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-02,0.0,5.731828048454998,0.0,0.0,0.0,0.08603093466835324,0.0,0.3240175754142913,0.08603093466835324,0.0,0.0,0.0,0.0,1.0221970089473402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-03,0.0,5.726863924638855,0.0,0.0,0.0,0.08650850437953918,0.0,0.3269510400652935,0.08650850437953918,0.0,0.0,0.0,0.0,1.025011341274603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-06,0.0,5.726938268535599,0.0,0.0,0.0,0.09039455059902812,0.0,0.33189605284995743,0.09039455059902812,0.0,0.0,0.0,0.0,1.0100217959863316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-07,0.0,5.728360673668547,0.0,0.0,0.0,0.09061947748119134,0.0,0.3329238836053845,0.09061947748119134,0.0,0.0,0.0,0.0,1.0072443132352966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-08,0.0,5.733768096493538,0.0,0.0,0.0,0.09130719642905445,0.0,0.3333239365084522,0.09130719642905445,0.0,0.0,0.0,0.0,1.0026680792424976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
