date,NOVA21,NOVA21_LO
2017-03-02,-0.008561616182111716,-0.011341077526734654
2017-03-03,0.005661802416066963,0.0014409381752619856
2017-03-06,0.004169391850759263,-0.00018174762911011817
2017-03-07,-0.004062404196812598,-0.0020680341447844365
2017-03-08,-0.0040020909316208384,-0.00446098084479808
2017-03-09,-0.0007762029726243402,-0.0016557646660432582
2017-03-10,0.0004218858881116839,0.004726393712057586
2017-03-13,-0.0009935032741311247,-0.0009921883873015517
2017-03-14,-0.002054890499392237,-0.004945722112646977
2017-03-15,0.004042663723466522,0.00833435574484842
2017-03-16,-0.004596555594533669,-0.0028579133411076544
2017-03-17,0.0018262529360223879,0.0014808687978776548
2017-03-20,0.0010105738466587135,0.0010105915412216729
2017-03-21,-0.0017675539067228407,-0.015929967002308032
2017-03-22,-0.0011511533434312438,0.0031966125860490857
2017-03-23,-0.0025584753114622385,-0.0037453511166991808
2017-03-24,0.0017884187331631885,-0.0009071892953601112
2017-03-27,0.0002966908552868295,3.7334580950387655e-05
2017-03-28,0.0004361856137063084,0.007361659389707609
2017-03-29,-0.0037511654354313697,0.0015180305538703086
2017-03-30,0.0030211602313914617,0.0038889830436738553
2017-03-31,-0.000996941599425716,-0.0027164544968664274
2017-04-03,7.013309184955574e-06,-0.0021062564628951735
2017-04-04,-0.0012155745925330691,0.000899302762107037
2017-04-05,-0.002655770619802789,-0.004288312766443359
2017-04-06,0.0028101542397221293,0.004093071673797067
2017-04-07,-0.0017067177470391213,7.04164578412937e-05
2017-04-10,-0.00042000941249367165,-0.0011177925053263205
2017-04-11,-0.002303090235584371,-0.00217495265370562
2017-04-12,0.0010690702432615165,-0.005412991847287608
2017-04-13,-0.003515436594810428,-0.009211976599171869
2017-04-17,-0.0006154426765314413,0.009492012862144539
2017-04-18,-0.007116568025054304,-0.005349579242772329
2017-04-19,-0.0054252523643643635,-0.002154612382782095
2017-04-20,-0.0016657962516418488,0.009018985830453042
2017-04-21,-0.004454974973165837,-0.002478266436842203
2017-04-24,0.005918334832397332,0.016556430577771872
2017-04-25,-0.0032319118383194578,0.006775077975723264
2017-04-26,8.02194912384094e-05,1.0876842312235527e-05
2017-04-27,-0.0031653906610558226,-0.0008147593408833087
2017-04-28,0.00308657941779541,-0.004079428050167267
2017-05-01,-0.004635753316164271,0.0006477731512693707
2017-05-02,-0.006162708668471269,-0.0007374421032299329
2017-05-03,0.003385000454515297,0.00291899353306937
2017-05-04,-0.0030511704903764757,0.0009257050249088627
2017-05-05,0.0037964927590085854,0.006519097600925972
2017-05-08,0.0022725348513743856,0.0008510882321951852
2017-05-09,-0.002104780504444337,0.0006100628007356227
2017-05-10,0.0017198124640628093,6.919686395467936e-05
2017-05-11,-0.002479849835856541,-0.001872119626382829
2017-05-12,0.0059705470503560116,0.003226795106927649
2017-05-15,5.2342414915673144e-05,0.004882609973899433
2017-05-16,0.0016815448912886773,0.002851981499862433
2017-05-17,-0.0076183731109998555,-0.023388681847935633
2017-05-18,-0.0004433674803343999,0.007435543610476282
2017-05-19,-0.0017908973860206842,0.004789569747519284
2017-05-22,0.005016240231432411,0.010144372706511619
2017-05-23,-0.0011556574031082569,0.0029558361721578772
2017-05-24,0.0004888894706464027,0.003645008477658674
2017-05-25,-0.0003889956683902911,0.006174221251504142
2017-05-26,-0.0007660267464718707,0.0011122424543496211
2017-05-30,-0.002773459733526329,-0.001397141116698408
2017-05-31,0.0013803290652646403,-0.0016515715942234557
2017-06-01,-0.0034834710624700458,0.006845690331056175
2017-06-02,-0.004295085429496475,0.0027719399190543363
2017-06-05,0.002432368949173403,-0.0013576350124099967
2017-06-06,0.0011510222475991652,-0.004073719377974006
2017-06-07,0.0028890975549481167,0.0007775149375873311
2017-06-08,-0.0035274963978629177,0.00028826346121699773
2017-06-09,-0.0017298416367629286,-0.01075709765413303
2017-06-12,0.0017648141962266503,-0.0004007081191510944
2017-06-13,0.0026365430824999755,0.005788453528713423
2017-06-14,-0.0004244393992408279,-0.0025228461013773076
2017-06-15,-0.004169732914420522,-0.0032052845630999092
2017-06-16,-0.0045860878674991445,-0.001292528908725199
2017-06-19,0.00048472551452630706,0.01009459651772079
2017-06-20,-0.002528272842646805,-0.00835425887359802
2017-06-21,-0.001010326199777956,-0.0008409731411318845
2017-06-22,-0.007323105956990917,-0.004300613381575258
2017-06-23,-0.0018941137553058047,0.00019490254617851024
2017-06-26,0.0005670466245287554,-0.00013165869607808525
2017-06-27,-0.0016652134060174293,-0.012343731921145495
2017-06-28,0.00021804500931709228,0.011544035647766793
2017-06-29,-0.0001369406298041061,-0.014076838779937983
2017-06-30,-0.0041480952527526704,0.0013148910727955876
2017-07-03,-0.0019366784515189143,-0.0027382498918793966
2017-07-05,-0.005477516414023527,0.002305514226135288
2017-07-06,0.002102811939829618,-0.005463624945725232
2017-07-07,0.0030713888131165615,0.008780706068773125
2017-07-10,0.0008035582318719138,-4.3478479060011285e-05
2017-07-11,0.004673602610329309,0.004150364995801514
2017-07-12,-0.0004918446294722937,0.0062043218390708255
2017-07-13,0.0012779348121906506,0.004680425223177987
2017-07-14,0.003247444934426003,0.007167607268569621
2017-07-17,0.003634690846368871,-0.0005512971094491336
2017-07-18,0.0010150097298324834,0.0014268417999945607
2017-07-19,-0.0016452268350459435,0.00666505782654272
2017-07-20,-0.006591544752730316,-0.005307466538380578
2017-07-21,0.0028428313005867353,-0.0014941610113798692
2017-07-24,0.0016109601166931942,0.004242444610618556
2017-07-25,0.003463502944664787,0.005872149158523054
2017-07-26,0.007765861124895778,0.003783384628693654
2017-07-27,0.007364306939856182,-0.0016366091981020012
2017-07-28,-0.0018260474726814694,-0.006768235219142483
2017-07-31,0.005048494127480406,0.0010152566040614202
2017-08-01,-0.001325324514595105,0.001769059037254739
2017-08-02,0.00462180681475351,-0.003672114345060437
2017-08-03,0.013767855029151788,0.007006969882050819
2017-08-04,0.002941715374447629,0.005003552838935988
2017-08-07,-0.004572902174130655,0.003672656587269485
2017-08-08,0.0014997921934307495,-0.0017702505134175152
2017-08-09,0.0028104680657395687,0.003488505262181818
2017-08-10,0.00025609163665661974,-0.012680623050505392
2017-08-11,0.0029008186529475124,0.005634757155548864
2017-08-14,0.0004497915485279009,0.012729163286023536
2017-08-15,-0.002576530282667855,0.0012501368338130316
2017-08-16,0.002180497378868185,0.004162730598178555
2017-08-17,0.001795095602889085,-0.018081961693882147
2017-08-18,-0.003706211067333909,-0.0019139265378293026
2017-08-21,0.0004007441891838883,0.0001759080709260786
2017-08-22,-0.003612590313586807,0.009508619948658925
2017-08-23,-0.0031853089731690206,-0.005801748375800953
2017-08-24,-0.0022564901925253063,-0.002265783392080822
2017-08-25,-0.00037161067216836554,0.0008799842507250852
2017-08-28,-0.004294646894273113,0.0004567942220545904
2017-08-29,-0.003213264278279371,0.001814946651922467
2017-08-30,-0.006899997864970731,0.006837099048443873
2017-08-31,-0.005296338374990228,0.004400705155076257
2017-09-01,0.0017214907195596593,0.0017047418829956307
2017-09-05,-0.005491344515044723,-0.008283235786273376
2017-09-06,0.003580126012403306,0.005580786447444985
2017-09-07,-0.013283450133644415,-0.003142497247414477
2017-09-08,0.004328544513857014,0.00406411033698323
2017-09-11,0.001289964296644464,0.010326435841332693
2017-09-12,0.0020042773810061815,0.0019144863455761389
2017-09-13,0.0025918404438661446,-0.0008080731310131984
2017-09-14,-0.003099653846088346,-0.0006013221620575827
2017-09-15,-0.008221794415551665,-0.004422846427774163
2017-09-18,-0.002445239160651547,0.0005514083340949607
2017-09-19,0.00487798243382973,0.0021327638250520087
2017-09-20,-0.0021808978870536673,-0.0016827626160722422
2017-09-21,0.001243914736129104,-0.0008693127582727334
2017-09-22,-0.00012697118776404653,0.0004219026726578923
2017-09-25,0.00334543319853633,-0.0013611317376316825
2017-09-26,-0.002082415298329743,-0.0015055255333839446
2017-09-27,-0.00037979284849675127,0.004248548131311492
2017-09-28,0.0020299435527994184,0.0010607823942346724
2017-09-29,0.0018268335852000155,0.006687433948995646
2017-10-02,0.0066851877649864565,0.010730181775254111
2017-10-03,-0.0018643515234339231,0.0003274175086893892
2017-10-04,0.0022515097559986596,0.0017777387717167526
2017-10-05,0.00245777884181716,0.005187779649655333
2017-10-06,3.147337205598993e-05,0.001124851773567781
2017-10-09,-0.0036631030532304544,0.00021314552415986404
2017-10-10,0.002628987844579811,0.0026772474080367314
2017-10-11,-0.0030660636112676666,0.0006797832155793436
2017-10-12,-0.006691072942613663,-0.006981619566631503
2017-10-13,-0.0007136801707176345,0.001990148307764117
2017-10-16,0.0017250441340394993,0.006608221741698206
2017-10-17,-0.0014339354721094378,-0.0010024618819776789
2017-10-18,-0.00048064306163907427,0.001904945952942572
2017-10-19,-0.0041903490376901786,-0.002157471028885017
2017-10-20,0.003674214781478978,0.007899821992496848
2017-10-23,-0.007475133944397638,-0.0051777152466393256
2017-10-24,0.003503146443379013,0.0034570860928891728
2017-10-25,0.0028425398807642274,-0.004497933920464004
2017-10-26,-0.009635080556302822,0.00045824973892507617
2017-10-27,0.0019353175882741316,0.009360992063619922
2017-10-30,0.009796617276151609,0.003002805331701308
2017-10-31,-0.006562357732586622,-0.00021400870730265992
2017-11-01,-0.0046982723218701675,-0.0032640881032424906
2017-11-02,-0.01554772547197943,-0.006318843281091723
2017-11-03,-0.002495456108018935,-0.0011117072386389705
2017-11-06,-0.003920385918470748,-0.006339712934776087
2017-11-07,0.0035371513514273027,0.0031764792326335126
2017-11-08,-0.0014622462365791117,0.002770012021170953
2017-11-09,0.00834736383769442,0.00013464652988695033
2017-11-10,0.00564811037206745,0.004734510369197264
2017-11-13,-0.007842411428072916,-0.004356453946624795
2017-11-14,-0.010666048868559319,-0.01085830685164818
2017-11-15,0.00589229736057606,-0.00042460639760499895
2017-11-16,-0.012791668451361763,0.004086250247414524
2017-11-17,0.0018042974077043922,-0.005085368266434543
2017-11-20,-0.006401427764815692,-0.003231932808480487
2017-11-21,5.273096003814953e-05,0.004268974294127892
2017-11-22,0.002301510290725328,0.0009868279529689492
2017-11-24,-0.004335847794878922,-0.0016384716977944859
2017-11-27,-9.983097638610605e-06,-0.0005950566573633138
2017-11-28,-0.0006384070803808989,0.009727400557888056
2017-11-29,0.018002953785539046,0.010163983244682484
2017-11-30,0.00028627441884607717,0.010107543106758954
2017-12-01,0.0058316075334944205,0.0034750924826036146
2017-12-04,-0.013152623953453218,-0.006545490281323583
2017-12-05,0.002376547205336378,-0.0026970152251171494
2017-12-06,0.0038738275746304394,0.0036068224289715904
2017-12-07,0.00020935745626062842,0.0033211792331257705
2017-12-08,0.0025903931024027,0.0034953457623927765
2017-12-11,-0.006138208318359796,-0.00041927864967724595
2017-12-12,0.0009252178682510159,0.0011757708581593307
2017-12-13,0.0010718576744854886,0.0007077922220430691
2017-12-14,-0.00406010026476804,-0.004820803270368813
2017-12-15,0.0016782473330406947,0.011399413917172842
2017-12-18,-0.004396788669428831,0.002320283419778913
2017-12-19,0.00046896995103751205,-0.0025799432921296385
2017-12-20,0.0014720306248933723,-0.0028648053236644995
2017-12-21,0.00016363934420050548,0.00012312065421650177
2017-12-22,-0.0016503964778125102,-0.0024842280444750233
2017-12-26,-0.0028609403389627253,-0.002556051268792403
2017-12-27,-0.00032463074678573656,0.0005444020747986778
2017-12-28,0.005064131035193754,0.006303808819837076
2017-12-29,0.0051830699845872635,-0.0012058513567999583
2018-01-02,-0.004224084602278577,0.00796606214647454
2018-01-03,0.003940512595026298,0.007887374274838491
2018-01-04,0.005232225209150954,0.005971250924048644
2018-01-05,-0.005401761139050299,0.004358248118684782
2018-01-08,0.005298770725703794,0.007704669611263604
2018-01-09,-0.002669394254455725,0.0011591808230332456
2018-01-10,0.00748138419221156,0.004840100605481746
2018-01-11,-0.014806088450458312,-0.0020487614151664226
2018-01-12,-0.0028714404359528544,0.0008837471296541887
2018-01-16,-0.0039035850401727863,-0.006628270652772428
2018-01-17,-0.006754350011603871,0.009642333133736438
2018-01-18,0.0004144046345334277,-0.00019015601245394578
2018-01-19,-0.006017984754917916,0.0001756967294539003
2018-01-22,-0.007213824713596607,0.0022853324059247558
2018-01-23,0.008553171085696388,0.008806562629705795
2018-01-24,0.004828006833144372,-0.0031730289267073663
2018-01-25,0.004012078949311493,0.002642044305987678
2018-01-26,-0.0161775808124085,0.009101700060877006
2018-01-29,-0.005168282159136993,-0.013345728681510682
2018-01-30,0.006132516766837248,-0.002277254866087819
2018-01-31,0.012504947665016954,0.009782826315792326
2018-02-01,-0.015660583284596,-0.01349085850794346
2018-02-02,-0.0026177132696811045,-0.017966540937943243
2018-02-05,0.007290997128766529,-0.035434928354021
2018-02-06,0.00495877593343608,0.021097521033419442
2018-02-07,-0.0018335259164043447,-0.007388765385135965
2018-02-08,0.0071287400316767955,-0.029536819251447223
2018-02-09,0.014258034079120255,0.023229621867103582
2018-02-12,-0.0013621411404971307,0.011226364729062523
2018-02-13,-0.0014116585274989157,0.0025937335957109233
2018-02-14,-0.007179870879441242,0.008672420882966315
2018-02-15,0.007181765312189692,0.017488688705907453
2018-02-16,-0.0015374356694985772,-0.0008027750489111975
2018-02-20,-0.00046708345563113447,-0.010216519283297476
2018-02-21,0.00018537252192858374,-0.002842850101644379
2018-02-22,0.0011102500671766767,0.0030852102101455617
2018-02-23,0.005964217717294518,0.017570830234424475
2018-02-26,-0.005910348985731718,0.009206126391583792
2018-02-27,0.003129613207683346,-0.011466510010578836
2018-02-28,0.0033273653550507155,-0.014077684785828916
2018-03-01,0.0011099425059386543,-0.011380302295761879
2018-03-02,-0.011126304151513628,-3.246061972020592e-05
2018-03-05,0.002069555762234443,0.012430293495091949
2018-03-06,0.01384865085210989,0.010892208502376023
2018-03-07,-0.0012242056105747027,-0.002182480315527202
2018-03-08,-0.014912134936257284,-0.009079296242832248
2018-03-09,0.0012628303433733774,0.017652580596770086
2018-03-12,-0.004817666242845022,-0.006761956772679711
2018-03-13,0.004409169364296483,-0.007664026983180117
2018-03-14,0.0014731716872674048,-0.0007859794644724637
2018-03-15,0.0026771517971642903,0.0013808769777062023
2018-03-16,0.0028652695623667237,0.005461505633175912
2018-03-19,-0.0031894583691091665,-0.017603994910756805
2018-03-20,-0.0036429051250769454,0.0014405031278070138
2018-03-21,0.007266689111542889,0.0031837836095125584
2018-03-22,0.0004927465554964159,-0.01952769306261106
2018-03-23,-0.0012998748500512407,-0.022738230837941832
2018-03-26,-0.0005464922991815571,0.03551528428045179
2018-03-27,-0.007043479468564475,-0.025208557888262175
2018-03-28,0.004227992898973212,-0.004208678735757466
2018-03-29,-0.00856113915811646,0.011089796625191242
2018-04-02,-0.002544410119104821,-0.02681601716680765
2018-04-03,-0.009044937672152881,0.007965262273518507
2018-04-04,0.003900431262367455,0.01111923807434544
2018-04-05,0.002637403460355259,0.005126617045913795
2018-04-06,-0.0032715785315613364,-0.022285320819396992
2018-04-09,-0.0024119827163967657,0.0014851110700539903
2018-04-10,0.0030956679267834207,0.02110991872917053
2018-04-11,0.0013903490069731791,-0.004028411951898758
2018-04-12,-0.011395993399923546,0.0031463410210528673
2018-04-13,0.0038361330782511133,0.0010338535676001847
2018-04-16,-0.007118730891985448,0.007020084017255568
2018-04-17,-0.002218945619872947,0.008663478772591205
2018-04-18,-0.002237096814422956,-0.002993625970665204
2018-04-19,-0.018971147074604462,-0.031004381486492098
2018-04-20,-0.005524137208090851,-0.010749927702574014
2018-04-23,-0.00014553794924304642,-0.000539944930258862
2018-04-24,0.008769260223558683,-0.004374870424652056
2018-04-25,-0.001228877061119826,1.9290303993146993e-05
2018-04-26,0.005566878233258977,0.018322313396537608
2018-04-27,-0.0021560883644914488,0.0003579315491575759
2018-04-30,0.0021273328304114106,-0.00826211802537824
2018-05-01,0.0026954097429720773,0.008033985504269658
2018-05-02,-0.022333938571763298,-0.023576830934474623
2018-05-03,0.004021105199370189,0.00047452731499826313
2018-05-04,-3.0113268490972525e-05,0.011832125031042652
2018-05-07,-0.0017506337974854676,0.00034624590306961997
2018-05-08,-0.009389105445964907,-0.008412442705945756
2018-05-09,-0.006677787912863511,0.008035368746693562
2018-05-10,-0.0034374649229033777,0.00758333108702165
2018-05-11,-0.005395228686623487,0.0027459921806356484
2018-05-14,-0.0018285320308908397,0.0007031901987244132
2018-05-15,0.004112917303496676,-0.003965880248769216
2018-05-16,0.00015472538074548037,0.004201152242509743
2018-05-17,0.0006000974426783822,0.002422126643653344
2018-05-18,0.010967678036515206,0.009062969617306493
2018-05-21,-0.0024418541646874957,0.005579675101321368
2018-05-22,-0.00035033926674208336,-0.00661881483685366
2018-05-23,0.008291990279780892,0.005651450696792549
2018-05-24,1.307722621484114e-05,5.910305706022766e-05
2018-05-25,0.0065463236077405226,0.0020365205295965194
2018-05-29,5.3383613814838964e-05,-0.010353803105378444
2018-05-30,-0.009797961459966854,0.007317436341870432
2018-05-31,-0.009139486989285663,-0.013292607972797311
2018-06-01,-0.0011925490822553226,0.008195225280891696
2018-06-04,-0.00104224465877077,0.006668462185625037
2018-06-05,0.008400773566907448,0.005710557339073852
2018-06-06,0.0018508556243856948,0.009661440749621443
2018-06-07,0.0033671406458247078,-0.0002195262761273244
2018-06-08,-0.004160111060336358,-0.0004763212079902601
2018-06-11,0.0024972051525372846,8.50133509930906e-05
2018-06-12,-0.0015348695111070296,0.0033678430492642183
2018-06-13,-0.0005881913677174943,-0.004312607250531742
2018-06-14,-0.0020923539419811957,0.0024638323708728316
2018-06-15,-0.0033981630386896496,-0.005168219293395871
2018-06-18,-0.002507219847562559,-0.006833479353509642
2018-06-19,0.002072323816301936,0.0007466917996392433
2018-06-20,-0.0008843455742926442,0.0003220108639312765
2018-06-21,-0.0016742670296685188,-0.004447005986836439
2018-06-22,0.002800960507746731,6.664136972561762e-05
2018-06-25,0.0032039468991699512,-0.011476768299758501
2018-06-26,0.0038962088865437837,0.0042033937788625965
2018-06-27,0.0017929662644609618,-0.011682202501488628
2018-06-28,0.001641544614754642,0.00659108226769647
2018-06-29,0.001484054636160515,0.0025235304012893984
2018-07-02,-0.0043573945137332926,-0.0012487804025769437
2018-07-03,-0.0050988149524568375,-0.008724946768112349
