Date,s1_eq_regime,s2_sector_top3,s3_bond_dur,s4_credit,s5_curve_carry,s6_cmdty,s7_gld_slv,s8_fx_carry,s9_usd_reg,s10_vix_carry,s12_btc,s13_xa_gem,s15_defensive,s17_semi,s18_spy_rev,s19_em,s20_infl
2005-03-15,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2005-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2005-03-21,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2005-03-22,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
2005-03-23,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2005-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2005-04-05,0.00037120242111410295,0.0,0.00037120242111410295,0.00037120242111410295,0.00017984342366994532,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.013266753096492565,0.0,0.0,0.0,0.00017984342366994532
2005-04-06,0.0011148069188835485,0.0,0.0011148069188835485,0.0011148069188835485,0.004488722463429906,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0019193919425160892,0.0,0.0,0.0,0.004488722463429906
2005-04-07,-0.0005582529945292181,0.0,-0.0005582529945292181,-0.0005582529945292181,-0.005729014601371707,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.010135560730740456,0.0,0.0,0.0,-0.005729014601371707
2005-04-08,-0.00018601317175487297,0.0,-0.00018601317175487297,-0.00018601317175487297,0.0016173581584404406,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.007429405238563318,0.0,0.0,0.0,0.0016173581584404406
2005-04-11,0.0,0.0,0.0,0.0,0.004486452786975792,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004275776863832963,0.0,0.0,0.0,0.004486452786975792
2005-04-12,0.0009307079258390472,0.0,0.0009307079258390472,0.0009307079258390472,0.00787462934216221,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007394104103956734,0.0,0.0,0.0,0.00787462934216221
2005-04-13,0.0022270500356681433,0.0,0.0022270500356681433,0.0022270500356681433,0.0007129894264040759,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0026388545730074613,0.0,0.0,0.0,0.0007129894264040759
2005-04-14,0.0012963631330529246,0.0,0.0012963631330529246,0.0012963631330529246,0.003913289974154077,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.005685981979295318,0.0,0.0,0.0,0.003913289974154077
2005-04-15,0.002407313190605831,0.0,0.002407313190605831,0.002407313190605831,0.00976072697681507,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.008121532075663247,0.0,0.0,0.0,0.00976072697681507
2005-04-18,-0.0007399120913967883,0.0,-0.0007399120913967883,-0.0007399120913967883,-0.0031728482701878225,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0034498383930020855,0.0,0.0,0.0,-0.0031728482701878225
2005-04-19,0.0018499587266057604,0.0,0.0018499587266057604,0.0018499587266057604,0.008657692909541104,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.005765543416376104,0.0,0.0,0.0,0.008657692909541104
2005-04-20,-0.0005553623236190797,0.0,-0.0005553623236190797,-0.0005553623236190797,-0.0008789014676710005,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.012119001890399562,0.0,0.0,0.0,-0.0008789014676710005
2005-04-21,-0.0025867456565589197,0.0,-0.0025867456565589197,-0.0025867456565589197,-0.010722507324760766,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.013623989530438372,0.0,0.0,0.0,-0.010722507324760766
2005-04-22,0.0003708784920015695,0.0,0.0003708784920015695,0.0003708784920015695,0.0063739171070811285,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0025601559059805525,0.0,0.0,0.0,0.0063739171070811285
2005-04-25,0.0003713117104946484,0.0,0.0003713117104946484,0.0003713117104946484,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.00655219569406688,0.0,0.0,0.0,0.0
2005-04-26,-0.0003712198183176141,0.0,-0.0003712198183176141,-0.0003712198183176141,-0.0007052947306641633,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.008728386051567595,0.0,0.0,0.0,-0.0007052947306641633
2005-04-27,0.0011101558774332387,0.0,0.0011101558774332387,0.0011101558774332387,0.004585807783369922,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.006042256925016091,0.0,0.0,0.0,0.004585807783369922
2005-04-28,0.0012945911524976372,0.0,0.0012945911524976372,0.0012945911524976372,0.009146124093185826,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.003711671291978702,0.0,0.0,0.0,0.009146124093185826
2005-04-29,-0.001478256920158405,0.0,-0.001478256920158405,-0.001478256920158405,-0.0054209653708592875,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.010193353259259502,0.0,0.0,0.0,-0.0054209653708592875
2005-05-02,0.00018601354405189952,0.0,0.00018601354405189952,0.00018601354405189952,0.0015320554857459756,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004536989113011615,0.0,0.0,0.0,-0.003668863234301319
2005-05-03,0.0009264906460320077,0.0,0.0009264906460320077,0.0009264906460320077,0.0019348217748333951,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0003993579897499682,0.0,0.0,0.0,-0.0005625945353732176
2005-05-04,0.0005565786463765932,0.0,0.0005565786463765932,0.0005565786463765932,-0.0003521071146330712,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.005526717938935071,0.0,0.0,0.0,-0.0035213889276438093
2005-05-05,0.0014812139233129074,0.0,0.0014812139233129074,0.0014812139233129074,0.0047420131014133116,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0019058690600777862,0.0,0.0,0.0,0.0015523039451371679
2005-05-06,-0.00333096165290081,0.0,-0.00333096165290081,-0.00333096165290081,-0.010679718000333238,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0033718825595639695,0.0,0.0,0.0,-0.005216973174233364
2005-05-09,-0.0007413131529202532,0.0,-0.0007413131529202532,-0.0007413131529202532,-0.0001759197127902401,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.006934358558067415,0.0,0.0,0.0,0.0007069689577851035
2005-05-10,0.0011134118714799524,0.0,0.0011134118714799524,0.0011134118714799524,0.005289697522480319,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.006076236166000088,0.0,0.0,0.0,0.005092453924098628
2005-05-11,0.0009264906460320077,0.0,0.0009264906460320077,0.0009264906460320077,0.0019339158402620349,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0038552520693915086,0.0,0.0,0.0,0.001550320002997263
2005-05-12,0.0007407769288561017,0.0,0.0007407769288561017,0.0007407769288561017,0.0014033370257935385,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.005497247650029659,0.0,0.0,0.0,-0.00028142757651350436
2005-05-13,0.0016659777630720907,0.0,0.0016659777630720907,0.0016659777630720907,0.003856909968761424,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0099257548048441,0.0,0.0,0.0,0.0004227821125357689
2005-05-16,-0.0003686435675150923,0.0,-0.0003686435675150923,-0.0003686435675150923,0.00017599521379818572,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.008677773851062455,0.0,0.0,0.0,-0.000562598010656945
2005-05-17,0.0,0.0,0.0,0.0,0.001922353605200322,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004932321916528153,0.0,0.0,0.0,0.0032391134082119244
2005-05-18,0.0014799620921991385,0.0,0.0014799620921991385,0.0014799620921991385,0.004890103269564294,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0036652775021418496,0.0,0.0,0.0,-0.0022492383501862
2005-05-19,-0.0022194284710210788,0.0,-0.0022194284710210788,-0.0022194284710210788,-0.004525823517065375,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0034559122292679443,0.0,0.0,0.0,-0.0015482399234136857
2005-05-20,0.0,0.0,0.0,0.0,-0.00017408360841120185,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0006813646949129502,0.0,0.0,0.0,0.005495684459888128
2005-05-23,0.000927109818153582,0.0,0.000927109818153582,0.000927109818153582,0.006808735894882734,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-2.288471040983855e-05,0.0,0.0,0.0,0.0018257843494253745
2005-05-24,0.000924548199297881,0.0,0.000924548199297881,0.000924548199297881,0.003997732242026153,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.00013752017394499203,0.0,0.0,0.0,0.00462752419882595
2005-05-25,0.0005536339709470983,0.0,0.0005536339709470983,0.0005536339709470983,-0.005374566783420298,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.002263866529763381,0.0,0.0,0.0,-0.005452146201788688
2005-05-26,-0.0005534297059565096,0.0,-0.0005534297059565096,-0.0005534297059565096,0.000870743862059653,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0023764415963213655,0.0,0.0,0.0,-0.004911539337505488
2005-05-27,0.0005536339709470983,0.0,0.0005536339709470983,0.0005536339709470983,0.0015639792458840285,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0007064240790949887,0.0,0.0,0.0,0.0038007540148491392
2005-05-31,0.0011085326687714225,0.0,0.0011085326687714225,0.0011085326687714225,0.007816023471625022,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.002314861666385463,0.0,0.0,0.0,0.006600208488704906
2005-06-01,0.002962717062314546,0.0,0.002962717062314546,0.002962717062314546,0.009256245090915383,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007515486024700827,0.0,0.0,0.0,0.004756245090915382
2005-06-02,-0.0005550597278476399,0.0,-0.0005550597278476399,-0.0005550597278476399,-0.000517379947759744,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.00041248304779525056,0.0,0.0,0.0,-0.000517379947759744
2005-06-03,-0.0018461889665613018,0.0,-0.0018461889665613018,-0.0018461889665613018,-0.00861451624347881,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0027590725654960003,0.0,0.0,0.0,-0.00861451624347881
2005-06-06,0.0007388633044734805,0.0,0.0007388633044734805,0.0007388633044734805,0.003985775670469649,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-8.001854488952663e-05,0.0,0.0,0.0,0.003985775670469649
2005-06-07,0.0003699284408251735,0.0,0.0003699284408251735,0.0003699284408251735,0.0043207141338457156,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0021933526838470376,0.0,0.0,0.0,0.0043207141338457156
2005-06-08,-0.00036983723195155305,0.0,-0.00036983723195155305,-0.00036983723195155305,-0.0027572141468304445,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0026040257322035945,0.0,0.0,0.0,-0.0027572141468304445
2005-06-09,-0.0009248733076008264,0.0,-0.0009248733076008264,-0.0009248733076008264,-0.0008632018306943823,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0019558807036096763,0.0,0.0,0.0,-0.0008632018306943823
2005-06-10,-0.00129539164170972,0.0,-0.00129539164170972,-0.00129539164170972,-0.009502176021896458,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0001732516101054365,0.0,0.0,0.0,-0.009502176021896458
2005-06-13,0.0,0.0,0.0,0.0,-0.003999288318888683,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0041955195717228895,0.0,0.0,0.0,-0.003999288318888683
2005-06-14,0.0003705811801784087,0.0,0.0003705811801784087,0.0003705811801784087,-0.0017439818338114144,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.003399064002030119,0.0,0.0,0.0,-0.0017439818338114144
2005-06-15,-0.00037048964918412475,0.0,-0.00037048964918412475,-0.00037048964918412475,-0.0005216982515821034,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.002974850655038571,0.0,0.0,0.0,-0.0005216982515821034
2005-06-16,0.00129651130164532,0.0,0.00129651130164532,0.00129651130164532,0.004712886673173378,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0006424224966115155,0.0,0.0,0.0,0.004712886673173378
2005-06-17,-0.0001850260986747676,0.0,-0.0001850260986747676,-0.0001850260986747676,-0.0017414948178504086,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007478852421819039,0.0,0.0,0.0,-0.0017414948178504086
2005-06-20,-0.00036988887242611623,0.0,-0.00036988887242611623,-0.00036988887242611623,-0.0022652928342835055,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,9.179839946858841e-05,0.0,0.0,0.0,-0.0022652928342835055
2005-06-21,0.00018404942599770102,0.0,0.00018404942599770102,0.00018404942599770102,0.0047115100797514575,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0008915861022761236,0.0,0.0,0.0,0.0047115100797514575
2005-06-22,0.0033330699899760674,0.0,0.0033330699899760674,0.0033330699899760674,0.011309575374378156,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0024007734958636285,0.0,0.0,0.0,0.011309575374378156
2005-06-23,-0.0005534632500610037,0.0,-0.0005534632500610037,-0.0005534632500610037,-0.0015539463952006227,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.006098260591631516,0.0,0.0,0.0,-0.0015539463952006227
2005-06-24,0.0007374584601576029,0.0,0.0007374584601576029,0.0007374584601576029,0.0036290241282733726,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.008117363952974828,0.0,0.0,0.0,0.0036290241282733726
2005-06-27,0.0005544380377439095,0.0,0.0005544380377439095,0.0005544380377439095,0.0012081645962369603,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0003824196435820354,0.0,0.0,0.0,0.0012081645962369603
2005-06-28,-0.0016617615721796763,0.0,-0.0016617615721796763,-0.0016617615721796763,-0.006375555551664636,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.012090945324380608,0.0,0.0,0.0,-0.006375555551664636
2005-06-29,0.00037111580412885203,0.0,0.00037111580412885203,0.00037111580412885203,-0.0005187901654325477,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.002557345416281298,0.0,0.0,0.0,-0.0005187901654325477
2005-06-30,0.0009233355430431356,0.0,0.0009233355430431356,0.0009233355430431356,0.005191531999802046,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.005501330827643003,0.0,0.0,0.0,0.005191531999802046
2005-07-01,-0.004146094990014504,0.0,-0.004146094990014504,-0.004146094990014504,-0.008646094990014504,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004337303243996752,0.0,0.0,0.0,-0.012906514017619553
2005-07-05,0.000370778177713027,0.0,0.000370778177713027,0.000370778177713027,0.000370778177713027,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004233288787066509,0.0,0.0,0.0,-0.006108154614919481
2005-07-06,0.0009275001764426083,0.0,0.0009275001764426083,0.0009275001764426083,0.0009275001764426083,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.012874574127498966,0.0,0.0,0.0,0.0031541543438415864
2005-07-07,0.0012982200494472407,0.0,0.0012982200494472407,0.0012982200494472407,0.0012982200494472407,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0022231264528608,0.0,0.0,0.0,0.0034976214587333354
2005-07-08,-0.0016655649396754568,0.0,-0.0016655649396754568,-0.0016655649396754568,-0.0016655649396754568,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.014185123772348426,0.0,0.0,0.0,-0.005408171287229424
2005-07-11,-0.0011125859694658402,0.0,-0.0011125859694658402,-0.0011125859694658402,-0.0011125859694658402,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.005436814223900274,0.0,0.0,0.0,-0.0007007230971845524
2005-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0011338852153334534,0.0,0.0,0.0,-0.003853174056614117
2005-07-13,0.00018389590425471614,0.0,0.00018389590425471614,0.00018389590425471614,0.00018389590425471614,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.00047375606055259124,0.0,0.0,0.0,-0.0014055961129285643
2005-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.000681773517191492,0.0,0.0,0.0,-0.001934347707614914
2005-07-15,0.000186068552672225,0.0,0.000186068552672225,0.000186068552672225,0.000186068552672225,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0015470747103922488,0.0,0.0,0.0,0.0003530841012370223
2005-07-18,-0.0003698960305423826,0.0,-0.0003698960305423826,-0.0003698960305423826,-0.0003698960305423826,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.004428489314259328,0.0,0.0,0.0,-0.002463565668303247
2005-07-19,0.000554719538359727,0.0,0.000554719538359727,0.000554719538359727,0.000554719538359727,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.00018036785179311146,0.0,0.0,0.0,0.002114036705261224
2005-07-20,-0.00018466397879152163,0.0,-0.00018466397879152163,-0.00018466397879152163,-0.00018466397879152163,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.009214520887626153,0.0,0.0,0.0,0.0028169970685643086
2005-07-21,-0.0014846010787851749,0.0,-0.0014846010787851749,-0.0014846010787851749,-0.0014846010787851749,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.013125589043013749,0.0,0.0,0.0,-0.011067869607480851
2005-07-22,0.0014860718947440343,0.0,0.0014860718947440343,0.0014860718947440343,0.0014860718947440343,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0030073275645353995,0.0,0.0,0.0,0.0070793214722501
2005-07-25,-0.0005560460250025878,0.0,-0.0005560460250025878,-0.0005560460250025878,-0.0005560460250025878,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0037185982035193924,0.0,0.0,0.0,-0.002642042419025381
