Date,raw_ret,dd_mult,vol_mult,total_mult,gross_ret,tc_drag,net_ret
1999-04-22,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-23,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-26,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-27,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-28,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-29,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-04-30,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-03,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-04,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-05,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-06,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-07,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-10,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-11,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-12,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-13,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-14,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-18,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-19,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-20,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-21,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-24,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-25,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-26,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-27,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-05-28,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-01,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-02,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-03,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-04,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-07,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-08,-0.0007164862272564742,1.0,100.87599005582948,100.87599005582948,-0.0007164862272564742,7.930529351506168e-06,-0.0007244167566079803
1999-06-09,0.0,1.0,1.0,1.0,0.0,7.930529351506168e-06,-7.930529351506168e-06
1999-06-10,-0.00047896200552440985,1.0,3.0,3.0,-0.00047896200552440985,8.479111871706903e-06,-0.0004874411173961168
1999-06-11,0.0,1.0,1.0,1.0,0.0,8.479111871706903e-06,-8.479111871706903e-06
1999-06-14,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-15,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-16,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-18,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-06-21,0.0007981687086390588,1.0,3.0,3.0,0.0007981687086390588,8.492512886628864e-06,0.0007896761957524299
1999-06-22,-0.001517318734933384,1.0,3.0,3.0,-0.004551956204800152,3.919689339040267e-05,-0.004591153098190554
1999-06-23,0.0006627653231200983,1.0,3.0,3.0,0.001988295969360295,5.634063254235016e-07,0.001987732563034871
1999-06-24,-0.0012276566703888349,1.0,3.0,3.0,-0.003682970011166505,1.0705404335909412e-06,-0.003684040551600096
1999-06-25,-5.039361821246511e-06,1.0,3.0,3.0,-1.5118085463739547e-05,3.970521937242316e-07,-1.551513765746378e-05
1999-06-28,0.0011836008212041385,1.0,3.0,3.0,0.003550802463612416,1.9185447990583414e-07,0.00355061060913251
1999-06-29,0.0007797216105421417,1.0,3.0,3.0,0.002339164831626425,5.7527113126393246e-08,0.0023391073045132987
1999-06-30,0.000929934398181811,1.0,3.0,3.0,0.002789803194545433,9.858699208817519e-07,0.0027888173246245515
1999-07-01,0.0009837674477555449,1.0,3.0,3.0,0.0029513023432666346,3.2887682643809724e-05,0.002918414660622825
1999-07-02,0.0007666645954336207,1.0,3.0,3.0,0.0022999937863008623,8.212777265893784e-07,0.002299172508574273
1999-07-06,-2.8309716974333923e-05,1.0,3.0,3.0,-8.492915092300182e-05,4.7447375364416956e-07,-8.540362467664599e-05
1999-07-07,0.00026459956315100545,1.0,3.0,3.0,0.0007937986894530165,1.107705300553291e-07,0.0007936879189229611
1999-07-08,0.0008093190732506193,1.0,3.0,3.0,0.002427957219751858,3.389224884468053e-05,0.002394064970907177
1999-07-09,0.0006262790881888036,1.0,3.0,3.0,0.0018788372645664108,1.2717862131541303e-07,0.0018787100859450955
1999-07-12,-0.00011089216584105199,1.0,3.0,3.0,-0.00033267649752315593,9.089623288086601e-07,-0.00033358545985196457
1999-07-13,-0.00029177284363348033,1.0,3.0,3.0,-0.0008753185309004409,5.275322317437326e-08,-0.0008753712841236153
1999-07-14,0.0009156173183814602,1.0,3.0,3.0,0.0027468519551443805,9.378214402028657e-07,0.002745914133704178
1999-07-15,0.0005374906325065236,1.0,3.0,3.0,0.0016124718975195707,3.004347909078134e-06,0.0016094675496104926
1999-07-16,0.0006088159314876227,1.0,3.0,3.0,0.001826447794462868,5.572819089273317e-07,0.0018258905125539406
1999-07-19,-0.0007944974704747007,1.0,3.0,3.0,-0.0023834924114241023,1.5890924951029617e-06,-0.0023850815039192052
1999-07-20,-0.0029129339079011045,1.0,3.0,3.0,-0.008738801723703313,1.8825043990030321e-06,-0.008740684228102317
1999-07-21,0.00046514345110734153,1.0,3.0,3.0,0.0013954303533220247,2.6651230296097283e-06,0.001392765230292415
1999-07-22,-0.001995804928835966,1.0,3.0,3.0,-0.005987414786507899,7.357643780680656e-07,-0.005988150550885966
1999-07-23,0.00013861074306921402,1.0,3.0,3.0,0.00041583222920764206,5.609473235619777e-07,0.0004152712818840801
1999-07-26,-0.0016634746831619158,1.0,3.0,3.0,-0.004990424049485747,8.882675960283027e-07,-0.004991312317081775
1999-07-27,0.0,1.0,1.0,1.0,0.0,5.6201791111441594e-05,-5.6201791111441594e-05
1999-07-28,0.00033262130519558887,1.0,3.0,3.0,0.00033262130519558887,9.792120323930377e-06,0.00032282918487165846
1999-07-29,-0.0013013413370448214,1.0,3.0,3.0,-0.0039040240111344647,4.49453226416664e-05,-0.003948969333776131
1999-07-30,-0.00038765925339178574,1.0,3.0,3.0,-0.0011629777601753573,2.5416565917545778e-05,-0.001188394326092903
1999-08-02,0.0,1.0,1.0,1.0,0.0,2.9320877048050996e-05,-2.9320877048050996e-05
1999-08-03,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-04,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-05,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-06,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-09,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-10,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-11,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-12,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-13,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-16,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-18,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-19,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-20,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-23,0.0010755780339558806,1.0,3.0,3.0,0.0010755780339558806,9.058797863681707e-06,0.0010665192360921989
1999-08-24,0.00022127461933733902,1.0,3.0,3.0,0.0006638238580120171,1.7567492514201643e-05,0.0006462563654978155
1999-08-25,0.001493494654133266,1.0,3.0,3.0,0.004480483962399797,3.027631764664579e-05,0.004450207644753151
1999-08-26,-0.0010318848831190608,1.0,3.0,3.0,-0.0030956546493571824,4.5042234054838983e-07,-0.0030961050716977307
1999-08-27,-0.0005548332737062993,1.0,3.0,3.0,-0.001664499821118898,2.6946881396122667e-07,-0.0016647692899328592
1999-08-30,-0.0011075503276253638,1.0,3.0,3.0,-0.003322650982876091,1.0182084623322485e-07,-0.0033227528037223244
1999-08-31,0.0007037359578518182,1.0,3.0,3.0,0.002111207873555455,7.391167550652943e-07,0.0021104687568003896
1999-09-01,0.00043978082974153234,1.0,3.0,3.0,0.001319342489224597,3.956995553278608e-07,0.0013189467896692693
1999-09-02,-0.0002814372526911235,1.0,3.0,3.0,-0.0008443117580733705,1.1202809325098151e-06,-0.0008454320390058804
1999-09-03,0.00304459946607789,1.0,3.0,3.0,0.00913379839823367,2.7914699845498213e-07,0.009133519251235215
1999-09-07,-0.0001477059870766868,1.0,3.0,3.0,-0.0004431179612300605,2.0605613161699174e-06,-0.0004451785225462304
1999-09-08,-0.0007362342434740145,1.0,3.0,3.0,-0.0022087027304220435,4.3333241389276743e-07,-0.002209136062835936
1999-09-09,0.006893711717319515,1.0,3.0,3.0,0.020681135151958546,0.0004291969852497252,0.02025193816670882
1999-09-10,0.006727005151712064,1.0,3.0,3.0,0.02018101545513619,2.0287727304069137e-08,0.020180995167408886
1999-09-13,-0.007981867098935773,1.0,3.0,3.0,-0.023945601296807322,4.782252830990696e-06,-0.023950383549638313
1999-09-14,0.004971430098760296,1.0,3.0,3.0,0.014914290296280887,4.4691335541280354e-07,0.014913843382925474
1999-09-15,-0.012439964240815792,1.0,3.0,3.0,-0.03731989272244737,6.073721800068377e-08,-0.03731995345966537
1999-09-16,-0.0016164882028753883,1.0,3.0,3.0,-0.0048494646086261655,5.085298787734782e-07,-0.004849973138504939
1999-09-17,0.015298475656565521,1.0,3.0,3.0,0.04589542696969656,2.1079037830080693e-06,0.045893319065913554
1999-09-20,0.001973081454671186,1.0,3.0,3.0,0.005919244364013558,1.3000887270507632e-06,0.005917944275286507
1999-09-21,-0.011960240308298158,1.0,3.0,3.0,-0.03588072092489448,6.573550921600457e-05,-0.035946456434110485
1999-09-22,0.0031922982386854695,1.0,3.0,3.0,0.00957689471605641,2.6477123238753285e-06,0.009574247003732534
1999-09-23,-0.018639129343766124,1.0,3.0,3.0,-0.05591738803129837,4.4069498736385145e-05,-0.05596145753003476
1999-09-24,0.0006467586876920321,1.0,3.0,3.0,0.0019402760630760963,6.628964441951295e-05,0.0018739864186565834
1999-09-27,0.0026113837582778096,1.0,3.0,3.0,0.007834151274833428,6.851324228256434e-05,0.007765638032550863
1999-09-28,0.001360266174627275,1.0,3.0,3.0,0.004080798523881825,1.2568697531902818e-07,0.004080672836906506
1999-09-29,-0.006602702410316284,1.0,3.0,3.0,-0.019808107230948852,2.842723013791526e-05,-0.01983653446108677
1999-09-30,0.002549749151411374,1.0,3.0,3.0,0.007649247454234122,4.514510981774915e-05,0.007604102344416373
1999-10-01,-0.0007529865219448656,1.0,3.0,3.0,-0.0022589595658345967,9.617399302816665e-06,-0.002268576965137413
1999-10-04,0.005838308358686995,1.0,3.0,3.0,0.017514925076060988,1.625536679369275e-05,0.017498669709267296
1999-10-05,0.002076981203436763,1.0,3.0,3.0,0.006230943610310289,5.735053846015934e-05,0.00617359307185013
1999-10-06,0.004105962703931715,1.0,3.0,3.0,0.012317888111795145,5.5807888283518155e-05,0.012262080223511627
1999-10-07,-0.0010388822034702989,1.0,3.0,3.0,-0.003116646610410897,2.7574964418607316e-05,-0.0031442215748295043
1999-10-08,0.0016257405308716946,1.0,3.0,3.0,0.004877221592615083,4.537107181817757e-06,0.004872684485433265
1999-10-11,0.0034310191526432817,1.0,3.0,3.0,0.010293057457929845,3.277632569804734e-07,0.010292729694672865
1999-10-12,-0.005836853074601148,1.0,3.0,3.0,-0.017510559223803443,4.855733504781523e-07,-0.017511044797153923
1999-10-13,-0.007854467994026101,1.0,3.0,3.0,-0.023563403982078308,2.812620929878695e-06,-0.023566216603008186
1999-10-14,2.5545076579036705e-05,1.0,3.0,3.0,7.663522973711e-05,4.822012338977717e-05,2.8415106347332834e-05
1999-10-15,-0.005408265338255832,1.0,3.0,3.0,-0.0162247960147675,1.0970206068174848e-05,-0.016235766220835675
1999-10-18,-0.002219787372844127,1.0,3.0,3.0,-0.00665936211853238,1.2896839409748396e-09,-0.006659363408216322
1999-10-19,-0.0010275642913146854,1.0,3.0,3.0,-0.0030826928739440566,8.042544713528388e-06,-0.003090735418657585
1999-10-20,0.006709719500334901,1.0,3.0,3.0,0.020129158501004704,1.0851182472872977e-06,0.020128073382757416
1999-10-21,0.00026093313870707694,1.0,3.0,3.0,0.000782799416121231,1.3849170097185737e-05,0.0007689502460240453
1999-10-22,-0.0002966629621394175,1.0,3.0,3.0,-0.0008899888864182525,1.20860350389966e-05,-0.000902074921457249
1999-10-25,0.000277037950854437,1.0,3.0,3.0,0.000831113852563311,2.8306938484720834e-05,0.0008028069140785903
1999-10-26,-0.0011323051300575718,1.0,3.0,3.0,-0.0033969153901727152,4.680979885739456e-08,-0.0033969621999715726
1999-10-27,-0.00035062110971297863,1.0,3.0,3.0,-0.0010518633291389358,1.1382442677813076e-07,-0.001051977153565714
1999-10-28,0.007081812321881808,1.0,3.0,3.0,0.021245436965645424,6.257022002352786e-08,0.0212453743954254
1999-10-29,0.007995096779515123,1.0,3.0,3.0,0.02398529033854537,1.187035162441131e-05,0.02397341998692096
1999-11-01,-0.001120836270913288,1.0,3.0,3.0,-0.003362508812739864,4.6202780756415895e-05,-0.00340871159349628
1999-11-02,-0.0005785806321010627,1.0,3.0,3.0,-0.0017357418963031882,8.140117426507735e-06,-0.001743882013729696
1999-11-03,0.003912279279998348,1.0,3.0,3.0,0.011736837839995042,3.0390415210275374e-05,0.011706447424784766
1999-11-04,0.0026084137936785924,1.0,3.0,3.0,0.007825241381035776,3.0736214955048476e-05,0.0077945051660807275
1999-11-05,0.0030942553716732353,1.0,3.0,3.0,0.009282766115019705,6.045600234455787e-07,0.00928216155499626
1999-11-08,0.0038443648146493127,1.0,3.0,3.0,0.011533094443947938,1.1388662709766323e-07,0.01153298055732084
1999-11-09,-0.002707144553573872,1.0,3.0,3.0,-0.008121433660721615,2.589576135144502e-06,-0.00812402323685676
1999-11-10,0.003833111099200508,1.0,3.0,3.0,0.011499333297601524,1.447345950150919e-06,0.011497885951651373
1999-11-11,0.0040455283956228535,1.0,3.0,3.0,0.01213658518686856,1.2790858928686088e-06,0.012135306100975692
1999-11-12,0.0024036236897624153,1.0,3.0,3.0,0.007210871069287247,1.2512852456711726e-05,0.007198358216830535
1999-11-15,-0.0009051142316032718,1.0,3.0,3.0,-0.002715342694809815,1.1849875568988954e-05,-0.002727192570378804
1999-11-16,0.006439344199016171,1.0,3.0,3.0,0.019318032597048514,2.3540586257781992e-07,0.019317797191185936
1999-11-17,-0.0033633560700481757,1.0,2.9899267347177774,2.9899267347177774,-0.01009006821014453,4.120928884594449e-07,-0.010090480303032988
1999-11-18,0.008330387368372971,1.0,2.976929913592705,2.976929913592705,0.024907247903253618,3.226963990440186e-06,0.024904020939263177
1999-11-19,0.002091949859618529,1.0,2.923456021187795,2.923456021187795,0.0062275881148344606,3.364511926422298e-06,0.006224223602908039
1999-11-22,-0.0011277022640508224,1.0,2.9234932031944862,2.9234932031944862,-0.0032967879739464853,1.7912617308970197e-05,-0.0033147005912554555
1999-11-23,-0.0006066245161855659,1.0,2.9221251371137553,2.9221251371137553,-0.0017734626499596455,2.804734353106575e-07,-0.001773743123394956
1999-11-24,0.006051819005176791,1.0,2.923334306932389,2.923334306932389,0.01768417244028986,4.7633433066074374e-07,0.017683696105959202
1999-11-26,0.001362648511731059,1.0,2.898353722217627,2.898353722217627,0.003983477142633767,1.0935188274942776e-06,0.003982383623806272
1999-11-29,-0.003159512177901087,1.0,2.8979813429136363,2.8979813429136363,-0.009157383881211536,3.4399158928619885e-06,-0.009160823797104398
1999-11-30,-0.008468432364495073,1.0,2.886736363508711,2.886736363508711,-0.02454135899603273,5.629498380373188e-07,-0.02454192194587077
1999-12-01,0.003819926853042108,1.0,2.827400847048398,2.827400847048398,0.01102712175262005,1.2843006628438513e-06,0.011025837451957206
1999-12-02,0.0066589871753641346,1.0,2.8190020978638897,2.8190020978638897,0.018827625980108974,8.819943373038718e-06,0.018818806036735934
1999-12-03,0.005952241547003013,1.0,2.792138669851203,2.792138669851203,0.0167793814079941,2.176034131484772e-06,0.016777205373862614
1999-12-06,0.001845067659108476,1.0,2.8003183537144736,2.8003183537144736,0.005151684759488613,4.631937758206084e-06,0.005147052821730407
1999-12-07,0.0002648473181435029,1.0,2.828025778279996,2.828025778279996,0.0007416568059293075,5.388931116138917e-07,0.0007411179128176936
1999-12-08,-0.002706183006161104,1.0,2.886461091219685,2.886461091219685,-0.007653155302166856,2.456649054810822e-06,-0.007655611951221666
1999-12-09,0.00020454453363079978,1.0,2.893303300062694,2.893303300062694,0.0005904098377469799,4.0019929048708766e-06,0.0005864078448421091
1999-12-10,0.0015322412267070725,1.0,3.0,3.0,0.004433238597723684,1.204538265866717e-06,0.004432034059457817
1999-12-13,0.0023531544072021896,1.0,3.0,3.0,0.007059463221606568,8.49743367780238e-06,0.007050965787928766
1999-12-14,-0.004498484271666338,1.0,3.0,3.0,-0.013495452814999016,1.1783845105834746e-06,-0.0134966311995096
1999-12-15,0.004732961812593537,1.0,3.0,3.0,0.014198885437780612,1.674831491670581e-07,0.014198717954631445
1999-12-16,0.005150326680001784,1.0,3.0,3.0,0.015450980040005353,5.469121051130066e-07,0.01545043312790024
1999-12-17,0.0023383983068966914,1.0,3.0,3.0,0.007015194920690073,4.5655979059827656e-07,0.007014738360899475
1999-12-20,0.002748766143686786,1.0,3.0,3.0,0.008246298431060358,4.287788221374156e-06,0.008242010642838984
1999-12-21,0.009121268422106275,1.0,3.0,3.0,0.02736380526631883,6.40121333462369e-06,0.027357404052984206
1999-12-22,-0.0009005436867725746,1.0,3.0,3.0,-0.002701631060317724,0.00011495408154086362,-0.0028165851418585873
1999-12-23,0.003766289688944106,1.0,3.0,3.0,0.011298869066832317,3.923364817743624e-06,0.011294945702014574
1999-12-27,-0.0006649192596911544,1.0,3.0,3.0,-0.001994757779073464,3.772708039425243e-06,-0.001998530487112889
1999-12-28,-0.0029492739864150526,1.0,3.0,3.0,-0.008847821959245158,1.4742264245764637e-06,-0.008849296185669734
1999-12-29,0.01217241371397394,1.0,3.0,3.0,0.03651724114192182,7.578422169710164e-07,0.03651648329970485
1999-12-30,-0.003025678908918569,1.0,3.0,3.0,-0.009077036726755704,3.522739209723858e-06,-0.009080559465965428
1999-12-31,-0.0008654823776675341,1.0,3.0,3.0,-0.002596447133002602,1.8066847786425199e-06,-0.0025982538177812447
2000-01-03,0.013370344677872724,1.0,3.0,3.0,0.040111034033618174,4.7329455595273014e-07,0.040110560739062225
2000-01-04,-0.024271396437715632,1.0,3.0,3.0,-0.0728141893131469,4.040236315772083e-06,-0.07281822954946267
2000-01-05,-0.00783449971847117,1.0,2.846753477335791,2.846753477335791,-0.02350349915541351,2.455423373934683e-05,-0.023528053389152856
2000-01-06,-0.019236346405776608,1.0,2.7920521719123004,2.7920521719123004,-0.054761136021880395,2.8057196912492333e-05,-0.054789193218792887
2000-01-07,0.024015877841563563,1.0,2.559592105651471,2.559592105651471,0.06705358388791804,6.387823592888915e-05,0.06698970565198915
2000-01-10,0.009193689019746994,1.0,2.332283276987472,2.332283276987472,0.023532093836759013,3.004573501412743e-05,0.023502048101744884
2000-01-11,-0.010641966121818117,1.0,2.3061024365580334,2.3061024365580334,-0.024820079620183618,3.730481889719521e-05,-0.024857384439080813
2000-01-12,-0.0038728083962974633,1.0,2.2662871872951866,2.2662871872951866,-0.00893109287902399,4.512657979540924e-06,-0.008935605537003531
2000-01-13,0.010015112976048311,1.0,2.260678651089817,2.260678651089817,0.022697122216932052,4.939101835080439e-06,0.02269218311509697
2000-01-14,0.00575910688595942,1.0,2.233447861371218,2.233447861371218,0.01301948998643282,2.3994523538466653e-06,0.013017090534078972
2000-01-18,0.0008087951471808937,1.0,2.2369570514742216,2.2369570514742216,0.0018064017917585864,1.1348729721599802e-05,0.0017950530620369867
2000-01-19,0.0034474153332471748,1.0,2.237317181528989,2.237317181528989,0.007711720039067622,9.694788241221683e-06,0.0077020252508264
2000-01-20,-0.0008491803328379214,1.0,2.236899943656449,2.236899943656449,-0.0018998857488747873,4.8133275190354035e-08,-0.0018999338821499775
2000-01-21,0.0018990211842438258,1.0,2.2354045751026916,2.2354045751026916,0.004247920380037417,2.982004443443098e-07,0.0042476221795930726
2000-01-24,-0.009205512624169089,1.0,2.237917356629226,2.237917356629226,-0.020578045036233165,2.2377426552047877e-05,-0.020600422462785213
2000-01-25,0.0032128613803486827,1.0,2.1970352501640815,2.1970352501640815,0.0071901182475260506,1.452545620898314e-05,0.007175592791317067
2000-01-26,-0.006946116426182213,1.0,2.207866578846689,2.207866578846689,-0.015260862640066073,4.427167562660406e-06,-0.015265289807628734
2000-01-27,0.0010801755092503347,1.0,2.2009580906866044,2.2009580906866044,0.0023848834061625168,3.644284133344111e-07,0.0023845189777491824
2000-01-28,-0.008221208527072584,1.0,2.2026765003696736,2.2026765003696736,-0.018094535422882106,1.5000050915728092e-06,-0.01809603542797368
2000-01-31,0.007019719769552765,1.0,2.1731163839488037,2.1731163839488037,0.015462171775574296,1.4667162476766193e-06,0.01546070505932662
2000-02-01,0.004266342282895821,1.0,2.163377064041031,2.163377064041031,0.009271258314494449,4.4501716172184575e-06,0.00926680814287723
2000-02-02,0.001349300430111044,1.0,2.1605938027416576,2.1605938027416576,0.00291904560300293,1.801086675269792e-06,0.00291724451632766
2000-02-03,0.0060061387253860865,1.0,2.1620578165982223,2.1620578165982223,0.012976826108475857,5.174167078500658e-07,0.012976308691768006
2000-02-04,0.0019352412651200883,1.0,2.1562345652641164,2.1562345652641164,0.00418410350425632,3.0248180487788346e-05,0.004153855323768532
2000-02-07,0.0028162654582183184,1.0,2.1608672751296574,2.1608672751296574,0.006072528925969723,1.0005310081652174e-06,0.006071528394961558
2000-02-08,0.006198740733806216,1.0,2.162431486025436,2.162431486025436,0.013394655998695052,4.7587591294429027e-07,0.013394180122782108
2000-02-09,-0.005710812899699451,1.0,2.15647988541935,2.15647988541935,-0.012349241625110315,5.259305848433593e-07,-0.012349767555695158
2000-02-10,0.006309004650059305,1.0,2.141567793952725,2.141567793952725,0.013605241624870038,1.681103901623504e-06,0.013603560520968415
2000-02-11,-0.005378226010423196,1.0,2.1336058296094507,2.1336058296094507,-0.01151783561252117,2.148766139264857e-06,-0.011519984378660435
2000-02-14,-0.0001374061238822602,1.0,2.129854225811734,2.129854225811734,-0.0002931705069392287,1.484957335631687e-06,-0.00029465546427486037
2000-02-15,0.0011156110397428512,1.0,2.13560470102267,2.13560470102267,0.002376088887358534,4.5535087908105123e-07,0.002375633536479453
2000-02-16,-0.001089754433300011,1.0,2.1541783481166026,2.1541783481166026,-0.0023272846907157994,1.3453471983638555e-06,-0.0023286300379141635
2000-02-17,0.004690754043619943,1.0,2.1534885142435534,2.1534885142435534,0.010104720797106483,1.5671950951802072e-06,0.010103153602011302
2000-02-18,-0.007647327067028837,1.0,2.1497617473133195,2.1497617473133195,-0.01646843100351044,3.1222476138176303e-07,-0.016468743228271823
2000-02-22,0.00022388129810896456,1.0,2.1264487139423958,2.1264487139423958,0.0004812914506135017,2.0253728117897763e-05,0.00046103772249560395
2000-02-23,0.00854208086948495,1.0,2.1357566084954307,2.1357566084954307,0.018164296879308216,2.0061893540079258e-06,0.01816229068995421
2000-02-24,0.003693450073343069,1.0,2.1158766119223045,2.1158766119223045,0.007888310402290393,1.866296914677201e-05,0.00786964743314362
2000-02-25,-0.003614495185884971,1.0,2.1184739561767945,2.1184739561767945,-0.007647825827719773,2.3877347294347982e-06,-0.007650213562449208
2000-02-28,-0.0011731372814449148,1.0,2.1408703721976075,2.1408703721976075,-0.002485260777761098,1.1022427574490234e-06,-0.002486363020518547
2000-02-29,0.005222445320456973,1.0,2.1421291343648563,2.1421291343648563,0.011180578456988374,1.7918222842118526e-06,0.011178786634704162
2000-03-01,0.001864576418004968,1.0,2.1470156616534095,2.1470156616534095,0.003994163468258106,1.9000923669394432e-07,0.0039939734590214125
2000-03-02,-0.0019289582642233027,1.0,2.155526716027465,2.155526716027465,-0.004141503603963207,7.670404370089147e-07,-0.004142270644400216
2000-03-03,0.009298479095513689,1.0,2.1533999162555766,2.1533999162555766,0.020043120108802652,4.3599209835122334e-07,0.0200426841167043
2000-03-06,0.0007574746331119747,1.0,2.1294241780355034,2.1294241780355034,0.0016311458115090501,1.549083008895702e-06,0.0016295967285001544
2000-03-07,-0.004282534966585828,1.0,2.1337914723429248,2.1337914723429248,-0.009119333501130329,2.392020602708911e-06,-0.009121725521733038
2000-03-08,0.0025984117100847385,1.0,2.1250243795650636,2.1250243795650636,0.005544468748614811,4.1743068975043097e-07,0.005544051317925061
2000-03-09,0.00738154997053513,1.0,2.1242055945833114,2.1242055945833114,0.015685973646364926,1.3224381049797317e-05,0.015672749265315127
2000-03-10,-0.00036982835806812674,1.0,2.111401067335266,2.111401067335266,-0.0007855914672438749,8.953344486600901e-07,-0.0007864868016925349
2000-03-13,-0.004852086730945366,1.0,2.1206365284340554,2.1206365284340554,-0.01024470110252133,7.654815153094185e-07,-0.01024546658403664
