Date,raw_ret,regime_mult,dd_mult,vol_mult,total_mult,gross_ret,tc_drag,net_ret
2007-08-10,-0.0008023070205499643,0.5,1.0,1.0707250833022344,1.0707250833022344,-0.0008648150754745017,2.980589655775241e-06,-0.0008677956651302769
2007-08-13,0.0023451500026847334,0.5,1.0,1.0722174008641274,1.0722174008641274,0.0025110109319808464,4.492578849127279e-05,0.0024660851434895738
2007-08-14,-0.007541055530752545,0.5,1.0,1.076775825135865,1.076775825135865,-0.008085650960955548,4.6668606670668443e-07,-0.008086117647022254
2007-08-15,-0.005978357015575536,0.5,1.0,1.0742476907755705,1.0742476907755705,-0.006437350308403133,6.486980096976769e-05,-0.006502220109372901
2007-08-16,-0.00217498423284,0.5,1.0,1.0721269045499944,1.0721269045499944,-0.0023364717896016455,7.929138617560127e-05,-0.002415763175777247
2007-08-17,0.0023848220668962225,0.5,1.0,1.0718193105019176,1.0718193105019176,0.0025568319004839668,1.3595074435692107e-06,0.0025554723930403976
2007-08-20,0.0010802797585851211,0.5,1.0,1.0773431575333337,1.0773431575333337,0.0011578647059958824,9.773300867003578e-05,0.0010601316973258466
2007-08-21,0.00040009429913477786,0.5,1.0,1.0929890274045535,1.0929890274045535,0.00043103885554094767,2.276779064603679e-05,0.0004082710648949109
2007-08-22,0.009975125173005263,0.5,1.0,1.0955048601033348,1.0955048601033348,0.0109027023610817,6.3527442383578e-05,0.010839174918698121
2007-08-23,0.0005045401127826722,0.5,1.0,1.0909834040467739,1.0909834040467739,0.0005527261456705019,5.191321942586712e-07,0.0005522070134762433
2007-08-24,0.008809881704894747,0.5,1.0,1.0980394351535672,1.0980394351535672,0.009611434731655467,7.740822404476615e-06,0.00960369390925099
2007-08-27,0.005895055389443375,0.5,1.0,1.0941404608427596,1.0941404608427596,0.006473003290023394,1.3872787814341817e-06,0.00647161601124196
2007-08-28,-0.010953189603564933,0.5,1.0,1.092586346249322,1.092586346249322,-0.01198432792054266,5.681495483290181e-06,-0.011990009416025951
2007-08-29,0.004813710268433571,0.5,1.0,1.0861643243213448,1.0861643243213448,0.0052593941140906784,0.000100961796040557,0.005158432318050121
2007-08-30,0.0009980186939223404,0.5,1.0,1.0869039822664481,1.0869039822664481,0.00108401230034423,7.232959574767384e-05,0.0010116827045965563
2007-08-31,0.0059820766433267185,0.5,1.0,1.10339320852982,1.10339320852982,0.006501942925854917,1.5360629333452918e-06,0.006500406862921572
2007-09-04,0.006889219662539617,0.5,1.0,1.1719718388355607,1.1719718388355607,0.007601518187716313,3.8252395908194384e-05,0.007563265791808119
2007-09-05,-0.0016556015697573412,0.5,1.0,1.1936828810076359,1.1936828810076359,-0.0019403184160875515,1.3614259414150651e-05,-0.001953932675501702
2007-09-06,0.004896425211569497,1.0,1.0,1.1930313086345308,1.1930313086345308,0.005844778953184701,9.719934605905105e-05,0.005747579607125649
2007-09-07,-0.0030633216200159044,1.0,1.0,1.235595832769139,1.235595832769139,-0.0036546386010960245,4.2387171409144974e-05,-0.0036970257725051697
2007-09-10,0.0034789385713838083,1.0,1.0,1.2861337512295032,1.2861337512295032,0.004298562001261655,0.00019575792236420746,0.004102804078897448
2007-09-11,0.011924902774286768,0.5,1.0,1.3027945225440651,1.3027945225440651,0.015337019938140552,0.00013178607077533668,0.015205233867365215
2007-09-12,-0.0026742444268173238,0.5,1.0,1.331254895160838,1.331254895160838,-0.003483990991201602,6.216443319906284e-06,-0.003490207434521508
2007-09-13,-0.0008163751866381799,0.5,1.0,1.3299858384727128,1.3299858384727128,-0.0010868034634999198,0.000234067165512983,-0.0013208706290129028
2007-09-14,-0.0020435950862567353,1.0,1.0,1.3309395673198647,1.3309395673198647,-0.0027179525242938796,3.122521952495488e-05,-0.0027491777438188344
2007-09-17,-0.0004860598196519412,1.0,1.0,1.3717982038329029,1.3717982038329029,-0.000646916246059126,5.0356631422542186e-05,-0.0006972728774816681
2007-09-18,0.027323337731088564,0.5,1.0,1.393454465842964,1.393454465842964,0.03748210562222708,0.00027404154070010436,0.03720806408152697
2007-09-19,0.0033720372866175847,0.5,1.0,1.3450773101257825,1.3450773101257825,0.004698780416026263,0.00010667716346590747,0.004592103252560356
2007-09-20,0.001508393651944355,0.5,1.0,1.3556042484320643,1.3556042484320643,0.0020289060759681194,0.00040202482522356424,0.001626881250744555
2007-09-21,0.0020536038905579783,0.5,1.0,1.386589203606771,1.386589203606771,0.0027838741586370115,4.832147200541083e-05,0.0027355526866316006
2007-09-24,0.0007450814888743048,0.5,1.0,1.4325761054474724,1.4325761054474724,0.0010331219482803697,5.881985032115891e-06,0.0010272399632482538
2007-09-25,0.0002711969256150556,0.5,1.0,1.4325781196964567,1.4325781196964567,0.00038851023550694436,7.670231985020918e-06,0.00038084000352192344
2007-09-26,0.0007988791773964444,1.0,1.0,1.4323580148786315,1.4323580148786315,0.0011444568298192507,5.194060388190888e-05,0.0010925162259373417
2007-09-27,0.0053934320499587915,1.0,1.0,1.478197183817214,1.478197183817214,0.0077253256244617634,8.120137931583078e-05,0.007644124245145933
2007-09-28,-0.0006468509722218152,1.0,1.0,1.480606701166515,1.480606701166515,-0.0009561732854877136,0.0002793036850179377,-0.0012354769705056512
2007-10-01,0.014117880743775318,0.5,1.0,1.4803226474863052,1.4803226474863052,0.02090302883550344,0.00011106210286555212,0.02079196673263789
2007-10-02,-0.004726372307787413,0.5,1.0,1.4657240879039601,1.4657240879039601,-0.0069965559676698225,0.00010994250629607256,-0.007106498473965895
2007-10-03,-0.005951326468723721,1.0,1.0,1.4641165637477045,1.4641165637477045,-0.008723002560188774,0.0002720529589023627,-0.008995055519091136
2007-10-04,0.004247626932392429,1.0,1.0,1.4735322032106957,1.4735322032106957,0.006219020948336606,0.00017771580888400738,0.006041305139452598
2007-10-05,0.020050996941895428,1.0,1.0,1.476228894905194,1.476228894905194,0.029545789700362087,0.0002539943494632827,0.029291795350898805
2007-10-08,-0.010087301868341485,1.0,1.0,1.563067340629606,1.563067340629606,-0.01489116648967685,1.909541817370332e-06,-0.01489307603149422
2007-10-09,0.010398247028754004,1.0,1.0,1.5469408615486167,1.5469408615486167,0.016253160330444223,0.00017506538015663587,0.016078094950287586
2007-10-10,0.00517244548203119,1.0,1.0,1.5330989003002709,1.5330989003002709,0.00800146727028658,0.00012466561902352795,0.007876801651263051
2007-10-11,-0.006666256355319089,1.0,1.0,1.5355714886518312,1.5355714886518312,-0.010220030287459384,0.0004192749354443571,-0.01063930522290374
2007-10-12,0.010122353828624421,1.0,1.0,1.5320157797751248,1.5320157797751248,0.015543597937281366,0.00011645945927041267,0.015427138478010954
2007-10-15,-0.005425868003741124,1.0,1.0,1.5268311299624957,1.5268311299624957,-0.008312515400708358,7.5182815090705945e-06,-0.00832003368221743
2007-10-16,-0.009232504328365648,1.0,1.0,1.5340734043917554,1.5340734043917554,-0.01409647501606216,0.0003010419948142103,-0.01439751701087637
2007-10-17,0.021023143602584858,1.0,1.0,1.5206233086352485,1.5206233086352485,0.032251045477434105,0.00014682782260040794,0.0321042176548337
2007-10-18,0.005303967966172369,1.0,1.0,1.5581746759743882,1.5581746759743882,0.008065337317616399,0.0002100403616311774,0.007855296955985221
2007-10-19,-0.027777525549434353,1.0,1.0,1.5570978277716276,1.5570978277716276,-0.043282236872360165,1.6224487504510565e-05,-0.043298461359864676
2007-10-22,0.005137112076028542,1.0,1.0,1.515776083106576,1.515776083106576,0.007998986054603443,0.00011435636242660582,0.007884629692176837
2007-10-23,0.01093239106337904,1.0,1.0,1.5595991544341505,1.5595991544341505,0.016571056905038017,2.5076483139627015e-05,0.01654598042189839
2007-10-24,-0.0031979728125630202,1.0,1.0,1.5616289422168481,1.5616289422168481,-0.004987555694376688,1.4398492720290627e-05,-0.005001954187096979
2007-10-25,0.002457939331919283,1.0,1.0,1.5733592219367418,1.5733592219367418,0.0038383891989382966,0.00015709751776563275,0.003681291681172664
2007-10-26,0.016282023535912547,1.0,1.0,1.574522225784168,1.574522225784168,0.02561747188201908,0.00012484755293129456,0.025492624329087783
2007-10-29,0.002853733295943699,1.0,1.0,1.5405198578220016,1.5405198578220016,0.004493266500923663,1.4520282045405214e-06,0.004491814472719123
2007-10-30,-0.0024389281460453823,1.0,1.0,1.6029139804650678,1.6029139804650678,-0.0037572172407839095,1.8966517187150922e-05,-0.0037761837579710603
2007-10-31,0.013244858218320594,1.0,1.0,1.6036104032477894,1.6036104032477894,0.021230368407423726,0.000129275470449674,0.021101092936974052
2007-11-01,-0.0038163438665692914,1.0,1.0,1.5820298668869812,1.5820298668869812,-0.006119928726801411,0.0003768107032087665,-0.006496739430010177
2007-11-02,0.008404036935611432,1.0,1.0,1.5865763563425068,1.5865763563425068,0.013295437434558627,9.641846716015736e-06,0.013285795587842611
2007-11-05,-0.008898543281802524,1.0,1.0,1.6188463058734242,1.6188463058734242,-0.014118218376798341,0.00012425629402060905,-0.01424247467081895
2007-11-06,0.013663519302221587,1.0,1.0,1.5975308676199957,1.5975308676199957,0.02211913774763164,3.505479853467789e-05,0.022084082949096962
2007-11-07,-0.013540960466653141,1.0,1.0,1.5749911132117236,1.5749911132117236,-0.02163210232270045,1.3334178004753581e-05,-0.021645436500705204
2007-11-08,-0.008078301680578864,1.0,1.0,1.5488959432690557,1.5488959432690557,-0.012723253356755044,0.0002748084686261874,-0.012998061825381232
2007-11-09,0.0015478186090014808,1.0,1.0,1.5424937461610688,1.5424937461610688,0.0023974099643987463,8.429746629961694e-05,0.002313112498099129
2007-11-12,-0.012299056009376237,1.0,1.0,1.545703601332584,1.545703601332584,-0.018971216978147555,8.62703090613628e-06,-0.01897984400905369
2007-11-13,-0.0010991659736706255,1.0,1.0,1.5123318407485662,1.5123318407485662,-0.001698984803964922,0.0002459765086501431,-0.001944961312615065
2007-11-14,-0.0036331802631156705,1.0,1.0,1.5109248477834876,1.5109248477834876,-0.00549457419508908,0.00040415572971180965,-0.00589872992480089
2007-11-15,-0.0047540828728076445,1.0,1.0,1.5064353303840408,1.5064353303840408,-0.007183061940946976,0.00018069047184844528,-0.007363752412795421
2007-11-16,0.0034951424744315267,1.0,1.0,1.5096010281034358,1.5096010281034358,0.00526520610820955,7.149610752041482e-05,0.005193710000689135
2007-11-19,-0.0048615922080226855,1.0,1.0,1.509421907688886,1.509421907688886,-0.0073390645954507,5.60286638997986e-06,-0.00734466746184068
2007-11-20,0.003911414832648363,1.0,1.0,1.510504450935378,1.510504450935378,0.005903975238458698,9.187279620215669e-07,0.0059030565104966765
2007-11-21,-0.005771995471714141,1.0,1.0,1.5125115044114423,1.5125115044114423,-0.008718624850803058,5.178469480652532e-06,-0.00872380332028371
2007-11-23,0.0049123936120296745,1.0,1.0,1.5285397179433124,1.5285397179433124,0.007430051852392164,9.055961866684093e-05,0.0073394922337253225
2007-11-26,0.0034063484261363393,1.0,1.0,1.5284399129677402,1.5284399129677402,0.0052067388625030905,2.244568744264251e-05,0.005184293175060448
2007-11-27,0.0008990736754287782,1.0,1.0,1.528039698553357,1.528039698553357,0.0013741800902239483,3.853897008484361e-07,0.0013737947005230998
2007-11-28,0.008460869917217262,0.5,1.0,1.5309097100530213,1.5309097100530213,0.012928545117803829,5.379215405900639e-07,0.012928007196263238
2007-11-29,0.003730338854496133,0.5,1.0,1.5279069003146912,1.5279069003146912,0.005710811974136195,2.9003277727432244e-07,0.005710521941358921
2007-11-30,-0.000345514909214348,0.5,1.0,1.5289992753010335,1.5289992753010335,-0.0005279146139502064,0.0002519357862523192,-0.0007798504002025256
2007-12-03,0.0010653845823086216,0.5,1.0,1.5299811634006313,1.5299811634006313,0.0016289722542667767,2.812523819465234e-05,0.0016008470160721244
2007-12-04,-0.0009558667376561021,0.5,1.0,1.533479689683187,1.533479689683187,-0.0014624581033350482,6.006017174941131e-05,-0.0015225182750844596
2007-12-05,0.00042281860486251754,0.5,1.0,1.5329030060041846,1.5329030060041846,0.000648383742976851,8.362589012842538e-05,0.0005647578528484257
2007-12-06,0.002578337722645598,0.5,1.0,1.550140365003081,1.550140365003081,0.00395234164553742,8.471979097940402e-05,0.0038676218545580163
2007-12-07,-0.004614853595603866,0.5,1.0,1.5527948221797494,1.5527948221797494,-0.007153670837125159,8.192228110967699e-05,-0.007235593118234836
2007-12-10,0.0006945731804424921,0.5,1.0,1.547533928212934,1.547533928212934,0.0010785296382160227,5.941375744610224e-05,0.0010191158807699204
2007-12-11,-0.0005696993164548507,0.5,1.0,1.5494748888155323,1.5494748888155323,-0.0008816290210935994,2.323165914822712e-06,-0.0008839521870084221
2007-12-12,0.0040181467726032255,0.5,1.0,1.5494189108962815,1.5494189108962815,0.006226017523723874,4.703445581332385e-07,0.00622554717916574
2007-12-13,-0.005472990941736413,0.5,1.0,1.672482571709022,1.672482571709022,-0.008479955664290448,1.730822301394465e-06,-0.008481686486591842
2007-12-14,-0.003137452672196106,0.5,1.0,1.6648716688753475,1.6648716688753475,-0.005247334913809886,0.0001529072325980894,-0.005400242146407975
2007-12-17,-0.0038399366144532534,0.5,1.0,1.6615702406951256,1.6615702406951256,-0.00639300167968034,3.53708650133413e-05,-0.0064283725446936816
2007-12-18,0.0040147057350993645,0.5,1.0,1.6574320656957686,1.6574320656957686,0.006670715574589153,5.334398360817436e-07,0.006670182134753071
2007-12-19,0.0019143638403574853,0.5,1.0,1.6553943770155093,1.6553943770155093,0.0031729280144169917,6.168876113022571e-06,0.0031667591383039693
2007-12-20,0.0011136234885044706,0.5,1.0,1.6552458176639535,1.6552458176639535,0.0018434860609826958,1.4486779780875897e-06,0.0018420373830046082
2007-12-21,0.005196873686504701,0.5,1.0,1.6552366184753842,1.6552366184753842,0.008602103434514759,4.641500272138743e-05,0.008555688431793372
2007-12-24,0.0012038226687678824,0.5,1.0,1.6555837095111101,1.6555837095111101,0.0019926113634953623,2.9673032890943433e-05,0.001962938330604419
2007-12-26,0.003936233263082714,0.5,1.0,1.6560430252575504,1.6560430252575504,0.006516763667195503,4.014447369726902e-06,0.006512749219825776
2007-12-27,-0.0018451595591451894,0.5,1.0,1.6905479242864834,1.6905479242864834,-0.0030556636184096873,2.521641064491459e-07,-0.0030559157825161363
2007-12-28,0.003650323791326033,0.5,1.0,1.6955495886641367,1.6955495886641367,0.006171047308399792,3.8918269214082295e-06,0.006167155481478384
2007-12-31,-0.0009155685599604945,0.5,1.0,1.7039643108606701,1.7039643108606701,-0.0015523918952348324,0.00011791882004062828,-0.0016703107152754608
2008-01-02,0.0028066491011998302,0.5,1.0,1.7056740060260247,1.7056740060260247,0.004782429901553687,2.3345949989575592e-06,0.004780095306554729
2008-01-03,0.0011637022901538506,1.0,1.0,1.7927717891537207,1.7927717891537207,0.0019848967470683775,1.3057365711089772e-06,0.0019835910104972687
2008-01-04,-0.005574416839525285,0.5,1.0,1.8228845154564528,1.8228845154564528,-0.009993657250884375,1.488403269444553e-05,-0.010008541283578821
2008-01-07,4.4610090731729253e-05,0.5,1.0,1.8382679285162211,1.8382679285162211,8.131904362797563e-05,0.00022978414242647634,-0.0001484650987985007
2008-01-08,-0.00033340799861901645,0.5,1.0,1.844346263635988,1.844346263635988,-0.0006128932309721179,0.0002316246823441553,-0.0008445179133162732
2008-01-09,0.002760948202313527,0.5,1.0,1.8584135940677842,1.8584135940677842,0.005092144501029451,6.828175652223962e-07,0.005091461683464229
2008-01-10,0.00041117509847176867,0.5,1.0,1.8838752364545055,1.8838752364545055,0.0007641333925420941,1.6824554820154616e-06,0.0007624509370600786
2008-01-11,-0.0006755385077570797,0.5,1.0,1.8941281984902765,1.8941281984902765,-0.0012726302660349925,8.908256467967365e-06,-0.0012815385225029598
2008-01-14,0.0029772295143541926,0.5,1.0,1.9231041596919707,1.9231041596919707,0.005639254376515787,1.238901888628513e-06,0.0056380154746271584
2008-01-15,-0.005036924240886904,0.5,1.0,2.06847861942915,2.06847861942915,-0.009686529959702926,6.25458280709862e-05,-0.009749075787773911
2008-01-16,-0.0052692556133021855,0.5,1.0,2.067538812772468,2.067538812772468,-0.010899342576422605,0.00014446570149491362,-0.01104380827791752
2008-01-17,0.0017631380379655279,0.5,1.0,2.4477994787168322,2.4477994787168322,0.0036453563257692256,7.135172254117144e-06,0.0036382211535151083
2008-01-18,0.0004119918757520346,0.5,1.0,2.4607369826920715,2.4607369826920715,0.0010084734987014,6.0975427535544895e-05,0.0009474980711658551
2008-01-22,0.000954338213752624,0.5,1.0,2.5371564238448028,2.5371564238448028,0.002348375336577373,1.2315992647376178e-06,0.0023471437373126353
2008-01-23,0.009513579239139567,0.5,1.0,2.54596217137416,2.54596217137416,0.0241374386803395,0.0004910813406333755,0.023646357339706124
2008-01-24,0.0019735868207934213,0.5,1.0,2.4907775474925127,2.4907775474925127,0.0050246773876626415,0.0001565638238194075,0.004868113563843234
2008-01-25,-0.002722914921973004,0.5,1.0,2.6814108966014616,2.6814108966014616,-0.006782175351382682,3.919703806804804e-05,-0.00682137238945073
2008-01-28,0.005792614323884474,0.5,1.0,2.6800475736543095,2.6800475736543095,0.015532379167873537,2.812086382836176e-05,0.015504258304045174
2008-01-29,0.0005855631100343289,0.5,1.0,2.6600603300110364,2.6600603300110364,0.0015693369922689748,1.3272595983690052e-05,0.0015560643962852848
2008-01-30,-0.001859611771997731,0.5,1.0,2.8137428863438894,2.8137428863438894,-0.004946679503912692,0.0002005372636064662,-0.005147216767519158
2008-01-31,0.0036409108499480666,0.5,1.0,2.8251333765104305,2.8251333765104305,0.010244587003853658,2.392353128929474e-05,0.010220663472564364
2008-02-01,0.0025051590699905132,0.5,1.0,2.8831790433767526,2.8831790433767526,0.0070774085020980275,2.3986959653644724e-06,0.007075009806132663
2008-02-04,-0.0044604633671081854,0.5,1.0,2.967118404954948,2.967118404954948,-0.012860314503796027,7.216757670333422e-06,-0.01286753126146636
2008-02-05,-0.006103587305335717,0.5,1.0,3.0,3.0,-0.018110066229910984,9.57054254320055e-06,-0.018119636772454185
2008-02-06,-0.0006983540556715402,0.5,1.0,3.0,3.0,-0.002095062167014621,0.0003095388385438779,-0.0024046010055584987
2008-02-07,-0.0014958619902632176,0.5,1.0,3.0,3.0,-0.0044875859707896515,6.3719306904070155e-06,-0.004493957901480059
2008-02-08,0.005750637525164478,1.0,1.0,3.0,3.0,0.017251912575493435,4.7162813366117544e-07,0.017251440947359774
2008-02-11,0.002481002956632575,1.0,1.0,3.0,3.0,0.007443008869897726,2.613063737023397e-06,0.007440395806160702
2008-02-12,-0.007624990685771082,1.0,1.0,3.0,3.0,-0.022874972057313248,0.0003498793203226181,-0.023224851377635865
2008-02-13,-0.0001692520598541653,1.0,1.0,3.0,3.0,-0.0005077561795624971,0.0004332711363227484,-0.0009410273158852455
2008-02-14,-0.008700324807170208,1.0,1.0,3.0,3.0,-0.026100974421510617,1.1913302411652671e-05,-0.02611288772392227
2008-02-15,0.0028132645188211217,1.0,1.0,3.0,3.0,0.008439793556463362,0.00037369866083139243,0.00806609489563197
2008-02-19,0.004755995722865778,1.0,1.0,3.0,3.0,0.014267987168597333,7.5232333961880284e-06,0.014260463935201145
2008-02-20,0.00562003184762013,1.0,1.0,3.0,3.0,0.016860095542860387,4.7863438010779755e-06,0.01685530919905931
2008-02-21,0.004874568670959182,1.0,1.0,3.0,3.0,0.014623706012877545,0.0005889815734061085,0.014034724439471437
2008-02-22,-0.0009074716343692218,1.0,1.0,3.0,3.0,-0.002722414903107666,4.335663986172833e-06,-0.002726750567093839
2008-02-25,-0.005331640722973048,1.0,1.0,3.0,3.0,-0.015994922168919144,3.6189617820511333e-06,-0.015998541130701194
2008-02-26,0.0032173845726649946,1.0,1.0,3.0,3.0,0.009652153717994983,3.676477228710218e-06,0.009648477240766272
2008-02-27,0.004065982182422812,1.0,1.0,3.0,3.0,0.012197946547268437,4.193015001878126e-06,0.012193753532266559
2008-02-28,0.009185210513179635,1.0,1.0,3.0,3.0,0.027555631539538904,4.622319351953902e-06,0.02755100922018695
2008-02-29,0.005394268327885492,1.0,1.0,3.0,3.0,0.016182804983656478,9.360229442262059e-07,0.01618186896071225
2008-03-03,0.00029630558319149614,1.0,1.0,3.0,3.0,0.0008889167495744876,1.0857723992303569e-05,0.000878059025582184
2008-03-04,-0.008759526211928942,1.0,1.0,3.0,3.0,-0.026278578635786826,6.0291980317675185e-06,-0.026284607833818596
2008-03-05,0.0005397399862112086,1.0,1.0,3.0,3.0,0.0016192199586336255,5.104793338448266e-07,0.0016187094792997807
2008-03-06,-0.00024376065603560928,1.0,1.0,3.0,3.0,-0.0007312819681068292,0.00018489813252973354,-0.0009161801006365627
2008-03-07,0.00010012755500435821,1.0,1.0,3.0,3.0,0.0003003826650130753,2.261123389511116e-06,0.0002981215416235642
2008-03-10,0.0045187426025764255,1.0,1.0,3.0,3.0,0.013556227807729276,5.316253639507795e-06,0.01355091155408977
2008-03-11,0.0014737841150437242,1.0,1.0,3.0,3.0,0.004421352345131172,1.1188775433189633e-07,0.00442124045737684
2008-03-12,0.0060610030592467366,1.0,1.0,3.0,3.0,0.01818300917774021,3.6923614375211465e-06,0.01817931681630269
2008-03-13,-0.0032629143503496577,1.0,1.0,3.0,3.0,-0.009788743051048973,0.0001895316393544592,-0.009978274690403433
2008-03-14,0.004078829730934972,1.0,1.0,3.0,3.0,0.012236489192804918,4.696065566656099e-06,0.012231793127238261
2008-03-17,0.00276499348769987,1.0,1.0,3.0,3.0,0.00829498046309961,0.0003168380907698816,0.007978142372329728
2008-03-18,-0.0031387798581368367,1.0,1.0,3.0,3.0,-0.009416339574410511,2.0453352590379295e-06,-0.00941838490966955
2008-03-19,-0.0030546515490462306,0.5,1.0,3.0,3.0,-0.009163954647138688,0.00031442797842474806,-0.009478382625563437
2008-03-20,-0.0028541113673996,0.5,1.0,3.0,3.0,-0.008562334102198801,9.298682794394498e-07,-0.008563263970478241
2008-03-24,-0.004316927407513782,0.5,1.0,3.0,3.0,-0.012950782222541347,0.0003449266704132524,-0.013295708892954599
2008-03-25,0.004740763317403224,0.5,1.0,3.0,3.0,0.014222289952209668,1.2113509271669488e-06,0.014221078601282501
2008-03-26,-0.0003667738871282872,0.5,1.0,3.0,3.0,-0.0011003216613848614,6.572029958071152e-06,-0.0011068936913429326
2008-03-27,-0.0016794824845842258,0.5,1.0,3.0,3.0,-0.0050384474537526775,4.0593022842179505e-06,-0.005042506756036896
2008-03-28,-4.8316530989926144e-05,0.5,1.0,3.0,3.0,-0.0001449495929697793,8.896993783514762e-05,-0.00023391953080492692
2008-03-31,-0.0015633962484071342,0.5,1.0,3.0,3.0,-0.0046901887452214025,3.082704452295776e-07,-0.004690497015666632
2008-04-01,-0.005709321529951718,0.5,1.0,3.0,3.0,-0.017127964589855153,6.438571577545266e-07,-0.01712860844701291
2008-04-02,0.0030569711147904214,0.5,1.0,3.0,3.0,0.009170913344371263,7.675854578171604e-07,0.009170145758913447
2008-04-03,0.0013804191513270296,0.5,1.0,3.0,3.0,0.004141257453981089,1.3846269354237258e-05,0.004127411184626851
2008-04-04,0.0028152373512074927,0.5,1.0,3.0,3.0,0.008445712053622479,7.790520338900238e-05,0.008367806850233476
2008-04-07,0.001873436450670671,0.5,1.0,3.0,3.0,0.005620309352012012,3.916156396531575e-07,0.005619917736372359
2008-04-08,-0.0018003416682615182,0.5,1.0,3.0,3.0,-0.005401025004784555,1.5961913033516419e-06,-0.005402621196087907
2008-04-09,0.003747664040596342,1.0,1.0,3.0,3.0,0.011242992121789025,1.9846590949433333e-06,0.011241007462694082
2008-04-10,-0.0007677885883192299,1.0,1.0,3.0,3.0,-0.00230336576495769,1.5251993585631867e-06,-0.002304890964316253
2008-04-11,-0.00027122190539720706,1.0,1.0,3.0,3.0,-0.0008136657161916219,0.0003760033569232559,-0.0011896690731148778
2008-04-14,-0.003071971235336014,1.0,1.0,3.0,3.0,-0.009215913706008041,2.3843569010005843e-06,-0.009218298062909042
2008-04-15,-0.0012332301288335717,1.0,1.0,3.0,3.0,-0.0036996903865007145,1.5273813427473525e-05,-0.003714964199928188
2008-04-16,0.0033623719564160426,1.0,1.0,3.0,3.0,0.010087115869248127,8.535691237501261e-06,0.010078580178010626
2008-04-17,-0.0037450628275994117,1.0,1.0,3.0,3.0,-0.011235188482798236,0.0003258677055218677,-0.011561056188320103
2008-04-18,-0.003697577564608972,1.0,1.0,3.0,3.0,-0.011092732693826915,7.875063031198671e-07,-0.011093520200130035
2008-04-21,0.00024395440009515005,1.0,1.0,3.0,3.0,0.0007318632002854498,7.215664219420237e-06,0.0007246475360660296
2008-04-22,4.127655958878807e-05,1.0,1.0,3.0,3.0,0.0001238296787663641,2.650144212380458e-05,9.732823664255953e-05
2008-04-23,-0.0002506805525819664,1.0,1.0,3.0,3.0,-0.0007520416577458996,2.7533261422458764e-06,-0.0007547949838881455
2008-04-24,-0.00918632960220461,1.0,1.0,2.9965924814280833,2.9965924814280833,-0.02752768621788658,1.8057661922930313e-05,-0.02754574387980951
2008-04-25,-0.0010896513325313521,1.0,1.0,3.0,3.0,-0.0032652409904415413,7.930270933149977e-05,-0.003344543699773041
2008-04-28,0.002147766994778702,1.0,1.0,3.0,3.0,0.006443300984336105,3.975694731967482e-06,0.006439325289604138
2008-04-29,-0.003907745965169962,1.0,1.0,3.0,3.0,-0.011723237895509884,1.6739658847288175e-06,-0.011724911861394613
2008-04-30,0.004345006814610185,1.0,1.0,3.0,3.0,0.013035020443830553,5.646603343708423e-06,0.013029373840486845
2008-05-01,-0.0073767354294903675,1.0,1.0,3.0,3.0,-0.0221302062884711,4.785061016888154e-06,-0.02213499134948799
2008-05-02,-0.005230007402344061,1.0,1.0,2.8688249122903136,2.8688249122903136,-0.015003975527307397,0.00030034404972184033,-0.015304319577029237
2008-05-05,0.002860583858330809,1.0,1.0,2.7847656651769204,2.7847656651769204,0.007966055711038957,9.367386093652919e-06,0.007956688324945303
2008-05-06,-0.002013818737716658,1.0,1.0,2.7969911450873344,2.7969911450873344,-0.0056080132766832755,6.411531389031372e-06,-0.005614424808072307
2008-05-07,-0.010116048273762397,1.0,1.0,1.7881241073691172,1.7881241073691172,-0.018088749789624284,0.0004728873851655935,-0.018561637174789876
2008-05-08,0.008977410176380568,1.0,1.0,2.713012065993717,2.713012065993717,0.01605272355812693,0.0002267833546909818,0.01582594020343595
2008-05-09,0.0018019701647354314,1.0,1.0,2.9701753618620157,2.9701753618620157,0.004888766799487913,0.0002715949385981905,0.004617171860889722
2008-05-12,-0.0019503160386825712,1.0,1.0,2.9561349807283523,2.9561349807283523,-0.0057653974654251,6.281890314561852e-05,-0.005828216368570718
2008-05-13,-0.009620740235923821,1.0,1.0,2.9489034693776985,2.9489034693776985,-0.02837063425969738,1.2613871740348615e-06,-0.028371895646871415
2008-05-14,-0.0003996483071506679,1.0,1.0,2.898491510697783,2.898491510697783,-0.001158377225540951,3.7356071102606244e-06,-0.0011621128326512117
2008-05-15,0.008100833466859067,1.0,1.0,2.9383109006801247,2.9383109006801247,0.0234801970332675,9.877630819917599e-06,0.023470319402447582
2008-05-16,0.016310456519577517,1.0,1.0,1.7929228279205673,1.7929228279205673,0.029243389827756372,0.0005069971975936122,0.02873639263016276
2008-05-19,0.004282776522862363,1.0,1.0,1.794914713953921,1.794914713953921,0.007678687794722203,2.516030901567137e-06,0.007676171763820636
2008-05-20,0.008329668354598346,1.0,1.0,1.785618725176018,1.785618725176018,0.014873611788476914,3.121664757300902e-06,0.014870490123719613
2008-05-21,-0.0060037484204245525,1.0,1.0,1.7832037467564077,1.7832037467564077,-0.010705906677883927,6.428341956055684e-07,-0.010706549512079533
2008-05-22,-0.008034666931959231,1.0,1.0,2.7581363163550274,2.7581363163550274,-0.01432744817700951,0.00021631269223550213,-0.014543760869245012
2008-05-23,0.00014146954454985808,1.0,1.0,2.638186408496005,2.638186408496005,0.00037322302964755525,0.0005640245835740634,-0.00019080155392650817
