Date,V1_MOM_LEV,V2_RISK_SAFE,V3_SECTOR,V4_ML5,V5_ML63,V6_SHORT_MR,V7_CALENDAR,V9_VOL_REG
1999-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-07,0.24652031156003334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-10,0.05530827882706846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-11,-0.035138954246648604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,-0.015454047131459746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-13,0.038859010796601715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-14,0.014742980981361816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-18,0.003048704101954111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-19,0.013060040741814716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-20,-0.005737402459770368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-21,0.00711614726524155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-24,-0.027627351083727353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-25,0.008521090974192487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-26,-0.021967417252212462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-27,0.007894604963425419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-28,-0.02643156563499071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-31,0.022311045550945055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-01,0.013287382232256232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.004045426041218541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-03,0.018689521046289525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-04,0.0032030685098950675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.006452564453398447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-08,0.01967257258055949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-09,-0.016685603413753733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-10,0.015078462548448907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-11,-0.010550871902079104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-14,-0.0006192340141091745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-15,0.003128791710212674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-16,-0.0021224799484173534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-17,0.009343509467097347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-18,-0.016020774383979124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-22,0.0013402646428126673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-23,0.02398873709799911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-24,0.009263874556954162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-25,-0.009639416017710331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-28,-0.00030611013905942913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-29,0.010886737367861131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-01,0.003336234320476691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-02,-0.009590379262652604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-03,0.023173266204166335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-06,0.003161272051794417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-07,-0.006045135135667467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-08,0.003551054866582338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-09,0.013284499366935671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-10,-0.0017737579331590441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-13,-0.010347589915544889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-14,-0.014576206536680103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-15,-0.016339180579019143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-16,0.021754327422917125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-17,0.007042721779201929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-20,-0.010350636878982921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-21,0.01371109966005139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-22,0.007223501207478853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-23,0.0062351042379055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-24,0.004770196300230544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-27,0.0005222297060071519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-28,-0.009155482333339024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-29,-0.014847521034456544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-30,-0.008912582833651966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-31,0.007256480236846238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-03,-0.020765844205848764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-04,-0.0033994983886827977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-05,-0.005990966286631772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-06,0.008849189807478949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-07,0.015106394439299474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-10,-0.023488645741965863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-11,-0.009109020309204003,-0.024606547158622195,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-12,-0.022339259880712413,-0.06196050601748743,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-13,-0.016497550538406933,-0.03144196977309656,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-14,-0.03179327237713396,-0.06966454557795433,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-17,-0.00010989558442764635,-0.0002666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-18,0.008902903502798536,0.036487601666990915,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-19,-0.010505306099424053,-0.028197751972320675,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-20,-0.0075583518546416305,-0.012475612724978411,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-24,-0.00990990926775285,-0.023292865462728712,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-25,0.023379825378903617,0.04849036715878254,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-26,-0.011879245802959654,-0.020226919880422967,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-27,0.015021261390474659,0.0246357131715231,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-28,0.013069511625677113,0.013200738543036399,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-01,0.0030774800903213967,0.007137354745177929,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-02,-0.01930954507278532,-0.02333538499676288,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-03,-0.003806960129518779,-0.016680946910047206,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-04,-0.00010160110448003681,-0.00016225024170393824,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-08,-0.013266614373463622,-0.021908232447331786,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-09,-0.0001010065393405801,-0.011702158795709468,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-10,0.0,-0.034507126540186984,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-11,0.0,0.02513979443710469,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-12,0.0,0.003332923552382154,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.015743846065529466,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-16,0.0,0.014713356777143527,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-17,0.0,-0.008779605980086987,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-18,0.0,-0.015059303264098354,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-19,0.0,-0.021157304829398264,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-22,0.0,-0.0013590088019009882,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-23,0.0,-0.031221608676952554,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-24,0.0,0.024005935244187915,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-25,0.0,-0.008686913359712447,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-26,0.0,0.0006346045047636174,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.03548167031085161,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-31,0.0,-0.010344323525285028,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-01,0.0,0.018907830314114887,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-02,0.0,0.022953399273795815,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-05,0.0,0.0009620953557317361,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-06,0.0,-0.007783150069091844,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-07,0.0,0.008344823907286275,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-08,-0.00195163743818248,-0.0017792566047590138,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-09,0.001995476794409277,0.0013393716556372678,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-12,-0.012425735684659215,-0.009746418999909457,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-13,0.015037385558659445,0.010893012492569203,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-14,-0.009184364413627737,-0.0075505890851875895,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-15,0.006973249986438089,0.006735908552041013,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-16,0.0020726177009166313,0.0015183248448223535,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-19,0.016070754667437903,0.012754463198055366,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-20,-0.0016218701723007874,-0.000253306680457767,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-21,0.005075943069790955,0.0037816709130583923,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-22,-0.01482708026146447,-0.012040015510396667,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-23,-0.0158678527898498,-0.010816209699049235,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-26,0.010846158940025007,0.005908222773509347,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-27,-0.004843117457461913,-0.0038665829497552895,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-28,0.00474746637632248,0.00376779279665577,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-29,-0.010087675914854717,-0.007843123091721157,0.0,0.0,0.0,0.0,0.0,0.0
