Date,VANGUARD,ORION,HELIOS,PAA,TREND,RPAR_CF,MREV,CALENDAR,ML
1999-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-09,0.0,0.0,0.0,0.016623937351351436,0.0,0.0,0.0,0.0,0.0
1999-09-10,0.0,0.0,0.0,0.016570816935064903,0.0,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,-0.019450861420970883,0.0,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0,0.0,0.0120903903176659,0.0,0.0,0.0,0.0,0.0
1999-09-15,0.0,0.0,0.0,-0.030354542685289948,0.0,0.0,0.0,0.0,0.0
1999-09-16,0.0,0.0,0.0,-0.003912369894365331,0.0,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.0,0.0,0.037215672527978694,0.0,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0047892548590059425,0.0,0.0,0.0,0.0,0.0
1999-09-21,0.0,0.0,0.0,-0.033629127494247235,0.0,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.0,0.0,0.009100366035009688,0.0,0.0,0.0,0.0,0.0
1999-09-23,0.0,0.0,0.0,-0.0588362151999986,0.0,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0,0.0,0.002466708300943976,0.0,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.0,0.0,0.010227403025129965,0.0,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0,0.0,0.005373779329231532,0.0,0.0,0.0,0.0,0.0
1999-09-29,0.0,0.0,0.0,-0.02321135438087754,0.0,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0,0.010653465948737442,0.0,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,-0.003421772315624096,0.0,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0,0.026269076928270862,0.0,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0,0.0071976610727375635,0.0,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0,0.016896485482127948,0.0,0.0,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0,-0.004092923292540501,0.0,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0,0.010386726961885983,0.0,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0,0.014301305204660972,0.0,0.0,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0,-0.023233606498354622,0.0,0.0,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0,-0.029778328677771578,0.0,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0,0.005782514672382888,0.0,0.0,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0,-0.026291120699042558,0.0,0.0,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0,-0.011312998875336705,0.0,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0,0.0043720753463499795,0.0,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0,0.025021885371646423,0.0,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0,0.013308597285531899,0.0,0.0,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0,-0.003636138767343423,0.0,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0,0.0002679961920946825,0.0,0.0,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0,-0.006274608728317904,0.0,0.0,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0,-0.0012784714798789458,0.0,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.0,0.0,0.02622609687941692,0.0,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0,0.0,0.026465855513772837,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,-0.0038654046211004725,0.0,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.0,0.0,0.00028963086624089415,0.0,0.0,0.0,0.0,0.0
1999-11-03,0.0,0.0,0.0,0.013393539640654623,0.0,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0,0.0,0.0075032477222660866,0.0,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0,0.0,0.006686408951428138,0.0,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.0,0.0,0.009743221408555698,0.0,0.0,0.0,0.0,0.0
1999-11-09,0.0,0.0,0.0,-0.00597064414468982,0.0,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.0,0.0,0.00998026881010258,0.0,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.0,0.0,0.010235798327377161,0.0,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0,0.0,0.005978919629309991,0.0,0.0,0.0,0.0,0.0
1999-11-15,0.0,0.0,0.0,-0.002177753730499717,0.0,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.0,0.0,0.014883820280414664,0.0,0.0,0.0,0.0,0.0
1999-11-17,0.0,0.0,0.0,-0.007514242816406599,0.0,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.0,0.0,0.02034494552877614,0.0,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.0,0.0,0.0056284190089930615,0.0,0.0,0.0,0.0,0.0
1999-11-22,0.0,0.0,0.0,-0.002843806631480326,0.0,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.0,0.0,-0.0013754695551307674,0.0,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.0,0.0,0.014604829885673977,0.0,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0,0.0,0.00324790505093834,0.0,0.0,0.0,0.0,0.0
1999-11-29,0.0,0.0,0.0,-0.00762457949797723,0.0,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,-0.02040296973025395,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.009218541595521745,0.0,0.0,0.0,0.0,0.0
1999-12-02,0.0,0.0,0.0,0.015694192690959133,0.0,0.0,0.0,0.0,0.0
1999-12-03,0.0,0.0,0.0,0.013978666187577659,0.0,0.0,0.0,0.0,0.0
1999-12-06,0.0,0.0,0.0,0.004358504399326754,0.0,0.0,0.0,0.0,0.0
1999-12-07,0.0,0.0,0.0,0.0006015007721296645,0.0,0.0,0.0,0.0,0.0
1999-12-08,0.0,0.0,0.0,-0.006332191391187131,0.0,0.0,0.0,0.0,0.0
1999-12-09,0.0,0.0,0.0,0.0005327618606950498,0.0,0.0,0.0,0.0,0.0
1999-12-10,0.0,0.0,0.0,0.00358690903816188,0.0,0.0,0.0,0.0,0.0
1999-12-13,0.0,0.0,0.0,0.0055632260218019085,0.0,0.0,0.0,0.0,0.0
1999-12-14,0.0,0.0,0.0,-0.010476249333440466,0.0,0.0,0.0,0.0,0.0
1999-12-15,0.0,0.0,0.0,0.011150532497999835,0.0,0.0,0.0,0.0,0.0
1999-12-16,0.0,0.0,0.0,0.012037187854615584,0.0,0.0,0.0,0.0,0.0
1999-12-17,0.0,0.0,0.0,0.005487145926446,0.0,0.0,0.0,0.0,0.0
1999-12-20,0.0,0.0,0.0,0.006293734723730232,0.0,0.0,0.0,0.0,0.0
1999-12-21,0.0,0.0,0.0,0.021633502228198265,0.0,0.0,0.0,0.0,0.0
1999-12-22,0.0,0.0,0.0,-0.0010264096013496342,-0.0028525889572825485,0.0,0.0,0.0,0.0
1999-12-23,0.0,0.0,0.017247017833896216,0.004876705340994234,0.0124830489481334,0.0,0.0,0.0,0.0
1999-12-27,0.0,0.0,-0.0090610439042772,0.0004097105646622636,0.0018982334574467478,0.0,0.0,0.0,0.0
1999-12-28,0.0,0.0,-0.009635676301606333,-0.004671769547446752,-0.012472596456898478,0.0,0.0,0.0,0.0
1999-12-29,0.0,0.0,0.056573226367852336,0.015779664102855747,0.04009864696208734,0.0,0.0,0.0,0.0
1999-12-30,0.0,0.0,-0.01644406657329789,-0.0035081513554047353,-0.008503164426141185,0.0,0.0,0.0,0.0
1999-12-31,0.0,0.0,-0.0022776656430204545,-0.0014984585116071386,-0.004091911078419216,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.0,0.05517592547364358,0.0190436715460111,0.049749303137238965,0.0,0.0,0.0,0.0
2000-01-04,0.0,0.0,-0.10313124666705403,-0.03476153075365112,-0.08862957307002738,0.0,0.0,0.0,0.0
2000-01-05,0.0,0.0,-0.03377928137011901,-0.01157684039473004,-0.026669002938830823,0.0,0.0,0.0,0.0
2000-01-06,0.0,0.0,-0.056572609923040265,-0.02591640890084576,-0.042828834689117794,0.0,0.0,0.0,0.0
2000-01-07,0.24652031156003334,0.0,0.09738715391584235,0.035257431753872616,0.007834854512358843,0.0,0.0,0.0,0.0
2000-01-10,0.05530827882706846,0.0,0.01750642477289872,0.015548328167649792,0.022411624297226283,0.0,0.0,0.0,0.0
2000-01-11,-0.02938246187220717,0.0,-0.021041674388503177,-0.017249930001651332,-0.023557836257146553,0.0,0.0,0.0,0.0
2000-01-12,-0.012878372609549788,0.0,-0.009415465075723719,-0.005849845327834156,-0.006889928481882602,0.0,0.0,0.0,0.0
2000-01-13,0.03238250899716809,0.0,0.0245301767832185,0.015013520007956131,0.01675380306260783,0.0,0.0,0.0,0.0
2000-01-14,0.01228581748446818,0.0,0.009368762041876236,0.009979705963620304,0.013277609811016744,0.0,0.0,0.0,0.0
2000-01-18,0.0025405867516284262,0.0,0.001992503140771753,0.0022180645371768734,0.002965595309640955,0.0,0.0,0.0,0.0
2000-01-19,0.010883367284845595,0.0,0.008574945808325582,0.00518450430864797,0.005280742651402661,0.0,0.0,0.0,0.0
2000-01-20,-0.004781168716475308,0.0,-0.003781919386599061,-0.0009059112601308907,-2.1814938280806852e-05,0.0,0.0,0.0,0.0
2000-01-21,0.005930122721034625,0.0,0.004675837603704668,0.0028827100995546203,0.00246658819878233,0.0,0.0,0.0,0.0
2000-01-24,-0.0230227925697728,0.0,-0.018237393877196837,-0.017473236981080414,-0.010033432052584062,0.0,0.0,0.0,0.0
2000-01-25,0.007100909145160406,0.0,0.005610932231114351,0.007814570786033427,-5.550444595421351e-05,0.0,0.0,0.0,0.0
2000-01-26,-0.01830618104351038,0.0,-0.014811750882553413,-0.015324842911891262,0.0,0.0,0.0,0.0,0.0
2000-01-27,0.006578837469521182,0.0,0.005311481707364555,0.0009799686662168244,0.0,0.0,0.0,0.0,0.0
2000-01-28,-0.02202630469582559,0.0,-0.018063031567369447,-0.01799634685027741,0.0,0.0,0.0,0.0,0.0
2000-01-31,0.01859253795912088,0.0,0.015234016188582935,0.015806782950221886,0.0,0.0,0.0,0.0,0.0
2000-02-01,0.011072818526880194,0.0,0.00922357732558396,0.009562298995986427,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.003371188367682118,0.0,0.002819059286569807,0.0030606975224513264,0.0,0.0,0.0,0.0,0.0
2000-02-03,0.01557460087190794,0.0,0.013081328206981303,0.013346856568163588,0.007362279098801288,0.0,0.0,0.0,0.0
2000-02-04,0.0026692237582458898,0.0,0.0022325437069309934,0.0035884971801749227,0.0047789713650321,0.0,0.0,0.0,0.0
2000-02-07,0.0053771370444987065,0.0,0.004527974633179276,0.004895388935738912,0.006132599604832187,0.0,0.0,0.0,0.0
2000-02-08,0.016393810483799575,0.0,0.01382148091548294,0.009930907236495734,0.010647788141605307,0.0,0.0,0.0,0.0
2000-02-09,-0.013904669511461444,0.0,-0.011741285894793332,-0.009430225843037454,-0.010519813372983288,0.0,0.0,0.0,0.0
2000-02-10,0.012565385457040756,0.0,0.01063675180662872,0.01098452049430222,0.013159532190324954,0.0,0.0,0.0,0.0
2000-02-11,-0.008792393251732587,0.0,-0.007511913014260729,-0.00967523701899755,-0.012232692832892638,0.0,0.0,0.0,0.0
2000-02-14,-0.0005160283450909789,0.0,-0.00045102477988592603,-0.00019309289698487395,-0.00013020782315893297,0.0,0.0,0.0,0.0
2000-02-15,0.0026073264251772286,0.0,0.0022265671610819503,0.0018545400846474553,0.0020013788814900496,0.0,0.0,0.0,0.0
2000-02-16,-0.0017687332903477944,0.0,-0.0015272540737558747,-0.001937318442681925,-0.002417663935799266,0.0,0.0,0.0,0.0
2000-02-17,0.00778625788924779,0.0,0.006667031977026373,0.008370087205398226,0.010262560394778754,0.0,0.0,0.0,0.0
2000-02-18,-0.0133506453199826,0.0,-0.011463089597583813,-0.013542090433743763,-0.01626295848755347,0.0,0.0,0.0,0.0
2000-02-22,0.0011168872023438893,0.0,0.0009483680112057637,9.899168852771112e-05,0.0004316721622936537,0.0,0.0,0.0,0.0
2000-02-23,0.019990614248332594,0.0,0.0172533418066317,0.01614580478464935,0.017554423332801522,0.0,0.0,0.0,0.0
2000-02-24,0.00771989546412847,0.0,0.006655545826406277,0.0063877218277973,0.006851259152518779,0.0,0.0,0.0,0.0
2000-02-25,-0.008032846681425277,0.0,-0.0069871152548024295,-0.006074818256138608,-0.00623641625773316,0.0,0.0,0.0,0.0
2000-02-28,-0.0002550917825495243,0.0,-0.00023123747053156656,-0.002378254413424923,-0.0033650065722387987,0.0,0.0,0.0,0.0
2000-02-29,0.009072281139884276,0.0,0.007894298444480669,0.009230646980430138,0.010263063135979994,0.0,0.0,0.0,0.0
2000-03-01,0.0027801952670639092,0.0,0.002412314534721109,0.003378907615748159,0.0039274119594162405,0.0,0.0,0.0,0.0
2000-03-02,-0.00799198271887717,0.0,-0.006975373616555797,-0.0025531837555442514,-0.0010643191327035198,0.0,0.0,0.0,0.0
2000-03-03,0.019311055170138612,0.0,0.016816655283113796,0.01589939138228488,0.01621130071680217,0.0,0.0,0.0,0.0
2000-03-06,0.0026343933764953475,0.0,0.002292252989372514,0.0011270812292802036,0.0007201320329180322,0.0,0.0,0.0,0.0
2000-03-07,-0.0050376126130562224,0.0,-0.004431608337426199,-0.007986244311374282,-0.009473071018824058,0.0,0.0,0.0,0.0
2000-03-08,0.002959212388818615,0.0,0.0025877988131007804,0.0049113073426826906,0.005761583973130292,0.0,0.0,0.0,0.0
2000-03-09,0.011070416139113061,0.0,0.009720456709072055,0.011768803650090967,0.012530127755554659,0.0,0.0,0.0,0.0
2000-03-10,-0.0014781316109658703,0.0,-0.0013082204433000756,-0.00047782489199302633,-0.00019447102004599797,0.0,0.0,0.0,0.0
2000-03-13,-0.008622991596287407,0.0,-0.007591706355346549,-0.0075426216538120715,-0.00749708630699631,0.0,0.0,0.0,0.0
2000-03-14,-0.012146838780566752,0.0,-0.010693541824290456,-0.011089963442982262,-0.011045729032568246,0.0,0.0,0.0,0.0
2000-03-15,-0.013615983815849286,0.0,-0.012021066707824797,-0.01093554970032536,-0.010265889987134567,0.0,0.0,0.0,0.0
2000-03-16,0.01812860618576427,0.0,0.016060871004096543,0.016622508798044198,0.01615224007972707,0.0,0.0,0.0,0.0
2000-03-17,0.005868934816001607,0.0,0.005221805117731509,0.007548457625367679,0.007911131562925739,0.0,0.0,0.0,0.0
2000-03-20,-0.008625530732485768,0.0,-0.007722395105180441,-0.005740602902098498,-0.004784605334135523,0.0,0.0,0.0,0.0
2000-03-21,0.011425916383376158,0.0,0.010207481854217973,0.011259653332539164,0.010790998887804862,0.0,0.0,0.0,0.0
2000-03-22,0.006019584339565711,0.0,0.00538775982351003,0.0065529097968268675,0.006407962871801872,0.0,0.0,0.0,0.0
2000-03-23,0.0051959201982545835,0.0,0.004654140470768495,0.006337869366001346,0.0063741782952927385,0.0,0.0,0.0,0.0
2000-03-24,0.003975163583525455,0.0,0.0035597969961192544,0.0037905024133624817,0.003555186670481337,0.0,0.0,0.0,0.0
2000-03-27,0.0004351914216726265,0.0,0.00038210806146571916,0.0016224482693413293,0.0018980440044033269,0.0,0.0,0.0,0.0
2000-03-28,-0.007629568611115853,0.0,-0.006909098810578719,-0.008759658084813115,-0.008800768871482628,0.0,0.0,0.0,0.0
2000-03-29,-0.012372934195380453,0.0,-0.01121452666555643,-0.01244668865471629,-0.01193724392219241,0.0,0.0,0.0,0.0
2000-03-30,-0.007427152361376638,0.0,-0.006750631654164062,-0.00910855277085442,-0.00915987790669773,0.0,0.0,0.0,0.0
2000-03-31,0.006047066864038532,0.0,0.005546467885597322,0.0068269533710842,0.004218710830924913,0.0,0.0,0.0,0.0
2000-04-03,-0.017304870171540636,0.0,-0.016514804455895957,-0.018347861991354915,-0.010758573078782233,0.0,0.0,0.0,0.0
2000-04-04,-0.0028329153239023313,0.0,-0.002727214044637535,-0.003543794299445634,-0.0091563029658123,0.0,0.0,0.0,0.0
2000-04-05,-0.004992471905526477,0.0,-0.004996873095759325,-0.00207824865228192,-6.005255406152189e-05,0.0,0.0,0.0,0.0
2000-04-06,0.007374324839565792,0.0,0.007365189475973222,0.006898813536270727,0.0,0.0,0.0,0.0,0.0
2000-04-07,0.01258866203274956,0.0,0.012578425424151964,0.01423781991075153,0.0,0.0,0.0,0.0,0.0
2000-04-10,-0.019573871451638223,0.0,-0.01958412294159078,-0.01910807859616294,0.0,0.0,0.0,0.0,0.0
