Date,PX_VANGUARD,PX_ORION,PX_HELIOS,V3_SECTOR,V4_ML5,V6_SHORT_MR,CRYPTO
1999-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.0,0.04882531786205137,0.0,0.0,0.0,0.0
2000-01-04,-0.06902506391560223,0.0,-0.08972918445481978,0.0,0.0,0.0,0.0
2000-01-05,-0.025618849614152783,0.0,-0.03048403096972821,0.0,0.0,0.0,0.0
2000-01-06,-0.06879955874739996,0.0,-0.054509562228345985,0.0,0.0,0.0,0.0
2000-01-07,0.061630077890008336,0.0,0.03588053197867377,0.0,0.0,0.0,0.0
2000-01-10,-0.00015,0.0,-0.0001364358930872509,0.0,0.0,0.0,0.0
2000-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-13,0.01851769496349401,0.0,0.013230164478458097,0.0,0.0,0.0,0.0
2000-01-14,0.01424089253633913,0.0,0.017626472853324356,0.0,0.0,0.0,0.0
2000-01-18,0.0031203476732867557,0.0,0.003924158103581976,0.0,0.0,0.0,0.0
2000-01-19,0.013193212732548027,0.0,0.008857484489035977,0.0,0.0,0.0,0.0
2000-01-20,-0.005790020085250348,0.0,-0.001543317567144653,0.0,0.0,0.0,0.0
2000-01-21,0.007116798461522807,0.0,0.004865764448968991,0.0,0.0,0.0,0.0
2000-01-24,-0.02765387924402799,0.0,-0.0295128546901367,0.0,0.0,0.0,0.0
2000-01-25,0.008499511662510636,0.0,0.013119951443344862,0.0,0.0,0.0,0.0
2000-01-26,-0.021649529670294182,0.0,-0.024759589782752417,0.0,0.0,0.0,0.0
2000-01-27,0.007748395209493069,0.0,0.0015415440255817138,0.0,0.0,0.0,0.0
2000-01-28,-0.02580049607248464,0.0,-0.027284735478883364,0.0,0.0,0.0,0.0
2000-01-31,0.021700414830759844,0.0,0.023914459269854492,0.0,0.0,0.0,0.0
2000-02-01,0.012817262783616029,0.0,0.014080535254889554,0.0,0.0,0.0,0.0
2000-02-02,0.0018493948068682388,0.0,0.002094361434657896,0.0,0.0,0.0,0.0
2000-02-03,0.008824971890020879,0.0,0.009366392332926509,0.0,0.0,0.0,0.0
2000-02-04,0.0015123701061957968,0.0,0.0025162825526547465,0.0,0.0,0.0,0.0
2000-02-07,0.0030817093403111228,0.0,0.0034412774869852433,0.0,0.0,0.0,0.0
2000-02-08,0.0187133338078962,0.0,0.013845281867732415,0.0,0.0,0.0,0.0
2000-02-09,-0.015933843764756473,0.0,-0.013191547300569425,0.0,0.0,0.0,0.0
2000-02-10,0.014221367446143942,0.0,0.015157747986387284,0.0,0.0,0.0,0.0
2000-02-11,-0.009943905695406837,0.0,-0.013296033663601447,0.0,0.0,0.0,0.0
2000-02-14,-0.0005802461396378073,0.0,-0.0002636585769084542,0.0,0.0,0.0,0.0
2000-02-15,0.0029289522886688465,0.0,0.002490821740886767,0.0,0.0,0.0,0.0
2000-02-16,-0.0019871240632315544,0.0,-0.00259456447556509,0.0,0.0,0.0,0.0
2000-02-17,0.008739590648585312,0.0,0.011083491324033592,0.0,0.0,0.0,0.0
2000-02-18,-0.014991841554654996,0.0,-0.017931224666151557,0.0,0.0,0.0,0.0
2000-02-22,0.0012491314273083464,0.0,0.00012896686871469225,0.0,0.0,0.0,0.0
2000-02-23,0.022356657756017792,0.0,0.021025322838350027,0.0,0.0,0.0,0.0
2000-02-24,0.004254979165999035,0.0,0.004070610384169144,0.0,0.0,0.0,0.0
2000-02-25,-0.004429049423170019,0.0,-0.0038584899752800842,0.0,0.0,0.0,0.0
2000-02-28,-0.00014074648925915405,0.0,-0.0015058379058298682,0.0,0.0,0.0,0.0
2000-02-29,-5.760698255548472e-05,0.0,-6.274349463142206e-05,0.0,0.0,0.0,0.0
2000-03-01,0.0014875559996650083,0.0,0.0020429571899617032,0.0,0.0,0.0,0.0
2000-03-02,-0.008983328063926403,0.0,-0.003238504818108574,0.0,0.0,0.0,0.0
2000-03-03,0.02156115238231288,0.0,0.01966339501407241,0.0,0.0,0.0,0.0
2000-03-06,0.002943841319154215,0.0,0.001394161996479899,0.0,0.0,0.0,0.0
2000-03-07,-0.005557086806306946,0.0,-0.00973279775532584,0.0,0.0,0.0,0.0
2000-03-08,0.003260765742872966,0.0,0.005964551028427361,0.0,0.0,0.0,0.0
2000-03-09,0.012209011694133846,0.0,0.01427623033665697,0.0,0.0,0.0,0.0
2000-03-10,-0.001628611664177138,0.0,-0.0005787566668753369,0.0,0.0,0.0,0.0
2000-03-13,-0.009450593091270491,0.0,-0.009058435821675755,0.0,0.0,0.0,0.0
2000-03-14,-0.013316368617233398,0.0,-0.013227738751825613,0.0,0.0,0.0,0.0
2000-03-15,-0.014939587029665276,0.0,-0.012999452141069442,0.0,0.0,0.0,0.0
2000-03-16,0.019899492027854897,0.02276700341636166,0.0196315891427969,0.0,0.0,0.0,0.0
2000-03-17,0.006443272943899717,0.010534126486068773,0.008889560215330364,0.0,0.0,0.0,0.0
2000-03-20,-0.009374100222194677,-0.008177454972088799,-0.006678208093765002,0.0,0.0,0.0,0.0
2000-03-21,0.01239104784256245,0.015899305093262595,0.01289524933657729,0.0,0.0,0.0,0.0
2000-03-22,0.0065343264915500975,0.009291394542619697,0.007500326606571185,0.0,0.0,0.0,0.0
2000-03-23,0.005612125468539118,0.00907167402318032,0.007218444201417236,0.0,0.0,0.0,0.0
2000-03-24,0.004285107436115883,0.005439278474035691,0.004310177936510827,0.0,0.0,0.0,0.0
2000-03-27,0.0004682037151095764,0.0023300998621125224,0.0018391246466378868,0.0,0.0,0.0,0.0
2000-03-28,-0.00820149592685896,-0.01250902246489378,-0.00986521501455585,0.0,0.0,0.0,0.0
2000-03-29,-0.013298816266510692,-0.017755694014891944,-0.01400281147739691,0.0,0.0,0.0,0.0
2000-03-30,-0.00799056008213373,-0.013110665120650603,-0.010230563985634834,0.0,0.0,0.0,0.0
2000-03-31,0.006510570970385664,0.009893226878612344,0.007677448511978563,0.0,0.0,0.0,0.0
2000-04-03,-0.009817216356721909,-0.0128887162931128,-0.010450697441865503,0.0,0.0,0.0,0.0
2000-04-04,-4.880851955158907e-05,-6.666666666666666e-05,-5.408027467963432e-05,0.0,0.0,0.0,0.0
2000-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-21,0.0,0.001459798299134865,0.006231624050866817,0.0,0.0,0.0,0.0
2000-06-22,0.0,-0.006129221634796283,-0.02077040142626854,0.0,0.0,0.0,0.0
2000-06-23,0.0,-0.003357928645921166,-0.03747579176795222,0.0,0.0,0.0,0.0
2000-06-26,0.0,0.000272580115840406,0.02152721094459636,0.0,0.0,0.0,0.0
2000-06-27,0.0,-0.00369142274695447,-0.014957829314025796,0.0,0.0,0.0,0.0
2000-06-28,0.0,0.0009743148028647139,0.015491493187571119,0.0,0.0,0.0,0.0
2000-06-29,0.0,0.00024815674642552455,-0.03382547199009446,0.0,0.0,0.0,0.0
2000-06-30,0.0,-0.0022264926068969737,0.029428823693291972,0.0,0.0,0.0,0.0
2000-07-03,0.0,0.001005404584642692,0.019461447744545723,0.0,0.0,0.0,0.0
2000-07-05,0.0,-0.006933449226106826,-0.050188621519176434,0.0,0.0,0.0,0.0
2000-07-06,0.0,0.0016660455610282843,0.028403410444063002,0.0,0.0,0.0,0.0
2000-07-07,0.0,0.0007682106422739291,0.02077754816405163,0.0,0.0,0.0,0.0
2000-07-10,0.0,0.0007645210319557338,-0.014278835530524217,0.0,0.0,0.0,0.0
2000-07-11,0.0,0.0059090645630653724,-0.0015860670601388499,0.0,0.0,0.0,0.0
2000-07-12,0.0,-0.00221533015572431,0.025086728170411892,0.0,0.0,0.0,0.0
2000-07-13,0.0,-0.0025859697343094215,0.01630098595323282,0.0,0.0,0.0,0.0
2000-07-14,0.0,-0.00019802747285061853,0.019140652241561484,0.0,0.0,0.0,0.0
2000-07-17,0.0,-0.0021946738501424736,0.00899679400883308,0.0,0.0,0.0,0.0
2000-07-18,0.0,0.0014705217478305221,-0.019541415430896363,0.0,0.0,0.0,0.0
2000-07-19,0.0,-0.0004604237794478272,-0.020589080177580845,0.0,0.0,0.0,0.0
2000-07-20,0.0,-0.0016850659076260894,0.02317672133291791,0.0,0.0,0.0,0.0
2000-07-21,0.0,-0.0032025285034052164,-0.023592134069470406,0.0,0.0,0.0,0.0
2000-07-24,0.0,-0.0017343671865633625,-0.01841375331354522,0.0,0.0,0.0,0.0
2000-07-25,0.0,-0.0015703747842780724,0.009433543662582724,0.0,0.0,0.0,0.0
2000-07-26,0.0,0.001352090508923487,-0.005591791631417421,0.0,0.0,0.0,0.0
2000-07-27,0.0,-5e-05,-0.025583900395624436,0.0,0.0,0.0,0.0
2000-07-28,0.0,0.0,-0.03415956001749293,0.0,0.0,0.0,0.0
2000-07-31,0.0,0.0,0.017430649647169536,0.0,0.0,0.0,0.0
2000-08-01,0.0,0.0,-0.008149017419897028,0.0,0.0,0.0,0.0
2000-08-02,0.0,0.0,-0.007036196445848935,0.0,0.0,0.0,0.0
2000-08-03,0.0,0.0,0.019407436485949347,0.0,0.0,0.0,0.0
2000-08-04,0.0,0.0,-0.0011919060004981872,0.0,0.0,0.0,0.0
2000-08-07,0.0,0.0,0.0030617708012423096,0.0,0.0,0.0,0.0
2000-08-08,0.0,0.0,0.0003270103278016831,0.0,0.0,0.0,0.0
2000-08-09,0.0,0.0,0.0014809606354394497,0.0,0.0,0.0,0.0
2000-08-10,0.0,-0.0015282343427964547,3.116474831332688e-05,0.0,0.0,0.0,0.0
2000-08-11,0.0,0.003797941671527453,0.004323131011601991,0.0,0.0,0.0,0.0
