Date,PX_VANGUARD,PX_ORION,PX_HELIOS,PX_CRYPTO
1999-06-29,0.0,0.0,0.0,0.0
1999-06-30,0.0,0.0,0.0,0.0
1999-07-01,0.0,0.0,0.0,0.0
1999-07-02,0.0,0.0,0.0,0.0
1999-07-06,0.0,0.0,0.0,0.0
1999-07-07,0.0,0.0,0.0,0.0
1999-07-08,0.0,0.0,0.0,0.0
1999-07-09,0.0,0.0,0.0,0.0
1999-07-12,0.0,0.0,0.0,0.0
1999-07-13,0.0,0.0,0.0,0.0
1999-07-14,0.0,0.0,0.0,0.0
1999-07-15,0.0,0.0,0.0,0.0
1999-07-16,0.0,0.0,0.0,0.0
1999-07-19,0.0,0.0,0.0,0.0
1999-07-20,0.0,0.0,0.0,0.0
1999-07-21,0.0,0.0,0.0,0.0
1999-07-22,0.0,0.0,0.0,0.0
1999-07-23,0.0,0.0,0.0,0.0
1999-07-26,0.0,0.0,0.0,0.0
1999-07-27,0.0,0.0,0.0,0.0
1999-07-28,0.0,0.0,0.0,0.0
1999-07-29,0.0,0.0,0.0,0.0
1999-07-30,0.0,0.0,0.0,0.0
1999-08-02,0.0,0.0,0.0,0.0
1999-08-03,0.0,0.0,0.0,0.0
1999-08-04,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.0,0.0,0.0
1999-08-06,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0
1999-08-10,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.0,0.0,0.0
1999-08-12,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.0,0.0,0.0
1999-08-18,0.0,0.0,0.0,0.0
1999-08-19,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0
1999-08-24,0.0,0.0,0.0,0.0
1999-08-25,0.0,0.0,0.0,0.0
1999-08-26,0.0,0.0,0.0,0.0
1999-08-27,0.0,0.0,0.0,0.0
1999-08-30,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0
1999-09-02,0.0,0.0,0.0,0.0
1999-09-03,0.0,0.0,0.0,0.0
1999-09-07,0.0,0.0,0.0,0.0
1999-09-08,0.0,0.0,0.0,0.0
1999-09-09,0.0,0.0,0.0,0.0
1999-09-10,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0,0.0,0.0
1999-09-15,0.0,0.0,0.0,0.0
1999-09-16,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0
1999-09-21,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.0,0.0,0.0
1999-09-23,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0,0.0,0.0
1999-09-29,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.0,0.0,0.0
1999-11-03,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.0,0.0,0.0
1999-11-09,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0,0.0,0.0
1999-11-15,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.0,0.0,0.0
1999-11-17,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.0,0.0,0.0
1999-11-22,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0,0.0,0.0
1999-11-29,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0
1999-12-02,0.0,0.0,0.0,0.0
1999-12-03,0.0,0.0,0.0,0.0
1999-12-06,0.0,0.0,0.0,0.0
1999-12-07,0.0,0.0,0.0,0.0
1999-12-08,0.0,0.0,0.0,0.0
1999-12-09,0.0,0.0,0.0,0.0
1999-12-10,0.0,0.0,0.0,0.0
1999-12-13,0.0,0.0,0.0,0.0
1999-12-14,0.0,0.0,0.0,0.0
1999-12-15,0.0,0.0,0.0,0.0
1999-12-16,0.0,0.0,0.0,0.0
1999-12-17,0.0,0.0,0.0,0.0
1999-12-20,0.0,0.0,0.0,0.0
1999-12-21,0.0,0.0,0.0,0.0
1999-12-22,0.0,0.0,0.0,0.0
1999-12-23,0.0,0.0,0.0,0.0
1999-12-27,0.0,0.0,0.0,0.0
1999-12-28,0.0,0.0,0.0,0.0
1999-12-29,0.0,0.0,0.0,0.0
1999-12-30,0.0,0.0,0.0,0.0
1999-12-31,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.0,0.04882531786205137,0.0
2000-01-04,-0.06902506391560223,0.0,-0.08972918445481978,0.0
2000-01-05,-0.025618849614152783,0.0,-0.03048403096972821,0.0
2000-01-06,-0.06879955874739996,0.0,-0.07660004519256755,0.0
2000-01-07,0.061630077890008336,0.0,0.05261328072639291,0.0
2000-01-10,-0.00015,0.0,-0.0002,0.0
2000-01-11,0.0,0.0,0.0,0.0
2000-01-12,0.0,0.0,0.0,0.0
2000-01-13,0.02992633275720911,0.0,0.02572130755689373,0.0
2000-01-14,0.02301461870077846,0.0,0.034268351700524925,0.0
2000-01-18,0.005231870672837813,0.0,0.007777475777842435,0.0
2000-01-19,0.02251381634433569,0.0,0.018072145263880957,0.0
2000-01-20,-0.009888939882897074,0.0,-0.0031510810258677524,0.0
2000-01-21,0.012368612974610338,0.0,0.01001570386258227,0.0
2000-01-24,-0.04817511012211867,0.0,-0.06074278948653722,0.0
2000-01-25,0.014883813354637399,0.0,0.027066157008655556,0.0
2000-01-26,-0.0404453965277648,0.0,-0.05502032896838138,0.0
2000-01-27,0.014583018484470078,0.0,0.0034841857743158344,0.0
2000-01-28,-0.05050317727320913,0.0,-0.064798896300122,0.0
2000-01-31,0.04275557483548531,0.0,0.056834903218363375,0.0
2000-02-01,0.02669747201196937,0.0,0.03563669601721797,0.0
2000-02-02,0.004025894118287227,0.0,0.005582488514974954,0.0
2000-02-03,0.019449739632817153,0.0,0.025331538431483863,0.0
2000-02-04,0.0033344964875968164,0.0,0.00680837156953798,0.0
2000-02-07,0.006849411951439788,0.0,0.009394007827278728,0.0
2000-02-08,0.04159683307964755,0.0,0.03781273840220243,0.0
2000-02-09,-0.03545439438631437,0.0,-0.03606979349842382,0.0
2000-02-10,0.03269705749388918,0.0,0.042202548324985045,0.0
2000-02-11,-0.023359264530689428,0.0,-0.037595936967565496,0.0
2000-02-14,-0.0013828492471252285,0.0,-0.0007528158460826662,0.0
2000-02-15,0.007074037831710123,0.0,0.007312983579843169,0.0
2000-02-16,-0.004797591462377793,0.0,-0.0076108694969984625,0.0
2000-02-17,0.02111833288349907,0.0,0.032531836045126494,0.0
2000-02-18,-0.03623876820412475,0.0,-0.05266359715721314,0.0
2000-02-22,0.0030433066895479977,0.0,0.0003877006918658332,0.0
2000-02-23,0.055563918038886495,0.0,0.06430665942090175,0.0
2000-02-24,0.01057580093595038,0.0,0.012447886855121609,0.0
2000-02-25,-0.011509449835466673,0.0,-0.012274815758283847,0.0
2000-02-28,-0.00036627171042755147,0.0,-0.00479971663776857,0.0
2000-02-29,-0.00015,0.0,-0.0002,0.0
2000-03-01,0.0038814255372552177,0.0,0.006524112205087674,0.0
2000-03-02,-0.023439869803030994,0.0,-0.010342051666023139,0.0
2000-03-03,0.05626766513193926,0.0,0.06281606073888824,0.0
2000-03-06,0.007744899481502143,0.0,0.004458916993195755,0.0
2000-03-07,-0.015209203951473793,0.0,-0.03219491177388559,0.0
2000-03-08,0.008936425739081932,0.0,0.01973954014223006,0.0
2000-03-09,0.03357334285657387,0.0,0.047708656821040196,0.0
2000-03-10,-0.0044814708494684274,0.0,-0.0019383745455594237,0.0
2000-03-13,-0.02633529587540684,0.0,-0.030884362308978563,0.0
2000-03-14,-0.03712922765786758,0.0,-0.04511419830964372,0.0
2000-03-15,-0.04204308491246361,0.0,-0.04471855680603701,0.0
2000-03-16,0.05697461403001425,0.02276700341636166,0.06870101024908498,0.0
2000-03-17,0.01883134060678615,0.010534126486068773,0.03160237945820632,0.0
2000-03-20,-0.02833491268599625,-0.008177454972088799,-0.024532364916266397,0.0
2000-03-21,0.037591363568539204,0.015899305093262595,0.047697915279787784,0.0
2000-03-22,0.020000273000922553,0.009291394542619697,0.027874183627859095,0.0
2000-03-23,0.017410049385307658,0.00907167402318032,0.02721502206954096,0.0
2000-03-24,0.01333563742767474,0.005439278474035691,0.016317835422107074,0.0
2000-03-27,0.0014610941391624,0.0023300998621125224,0.006990299586337567,0.0
2000-03-28,-0.025611654168531006,-0.01250902246489378,-0.03752706739468134,0.0
2000-03-29,-0.041528387031315894,-0.017755694014891944,-0.05326708204467584,0.0
2000-03-30,-0.025133772352209927,-0.013110665120650603,-0.03933199536195181,0.0
2000-03-31,0.020845065280829855,0.009893226878612344,0.029679680635837036,0.0
2000-04-03,-0.030182569631464002,-0.0128887162931128,-0.0386661488793384,0.0
2000-04-04,-0.00015,-6.666666666666666e-05,-0.0002,0.0
2000-04-05,0.0,0.0,0.0,0.0
2000-04-06,0.0,0.0,0.0,0.0
2000-04-07,0.0,0.0,0.0,0.0
2000-04-10,0.0,0.0,0.0,0.0
2000-04-11,0.0,0.0,0.0,0.0
2000-04-12,0.0,0.0,0.0,0.0
2000-04-13,0.0,0.0,0.0,0.0
2000-04-14,0.0,0.0,0.0,0.0
2000-04-17,0.0,0.0,0.0,0.0
2000-04-18,0.0,0.0,0.0,0.0
2000-04-19,0.0,0.0,0.0,0.0
2000-04-20,0.0,0.0,0.0,0.0
2000-04-24,0.0,0.0,0.0,0.0
2000-04-25,0.0,0.0,0.0,0.0
2000-04-26,0.0,0.0,0.0,0.0
2000-04-27,0.0,0.0,0.0,0.0
2000-04-28,0.0,0.0,0.0,0.0
2000-05-01,0.0,0.0,0.0,0.0
2000-05-02,0.0,0.0,0.0,0.0
2000-05-03,0.0,0.0,0.0,0.0
2000-05-04,0.0,0.0,0.0,0.0
2000-05-05,0.0,0.0,0.0,0.0
2000-05-08,0.0,0.0,0.0,0.0
2000-05-09,0.0,0.0,0.0,0.0
2000-05-10,0.0,0.0,0.0,0.0
2000-05-11,0.0,0.0,0.0,0.0
2000-05-12,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.0,0.0,0.0
2000-05-16,0.0,0.0,0.0,0.0
2000-05-17,0.0,0.0,0.0,0.0
2000-05-18,0.0,0.0,0.0,0.0
2000-05-19,0.0,0.0,0.0,0.0
2000-05-22,0.0,0.0,0.0,0.0
2000-05-23,0.0,0.0,0.0,0.0
2000-05-24,0.0,0.0,0.0,0.0
2000-05-25,0.0,0.0,0.0,0.0
2000-05-26,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.0,0.0,0.0
2000-05-31,0.0,0.0,0.0,0.0
2000-06-01,0.0,0.0,0.0,0.0
2000-06-02,0.0,0.0,0.0,0.0
2000-06-05,0.0,0.0,0.0,0.0
2000-06-06,0.0,0.0,0.0,0.0
2000-06-07,0.0,0.0,0.0,0.0
2000-06-08,0.0,0.0,0.0,0.0
2000-06-09,0.0,0.0,0.0,0.0
2000-06-12,0.0,0.0,0.0,0.0
2000-06-13,0.0,0.0,0.0,0.0
2000-06-14,0.0,0.0,0.0,0.0
2000-06-15,0.0,0.0,0.0,0.0
2000-06-16,0.0,0.0,0.0,0.0
2000-06-19,0.0,0.0,0.0,0.0
2000-06-20,0.0,0.0,0.0,0.0
2000-06-21,0.0,0.001459798299134865,0.007796419399642685,0.0
2000-06-22,0.0,-0.006129221634796283,-0.025450795839985885,0.0
2000-06-23,0.0,-0.003357928645921166,-0.045984715084658505,0.0
2000-06-26,0.0,0.000272580115840406,0.02522271172459989,0.0
2000-06-27,0.0,-0.00369142274695447,-0.01660628262076949,0.0
2000-06-28,0.0,0.0009743148028647139,0.0162338494319601,0.0
2000-06-29,0.0,0.00024815674642552455,-0.0338077325054246,0.0
2000-06-30,0.0,-0.0022264926068969737,0.029428823693291972,0.0
2000-07-03,0.0,0.001005404584642692,0.019461447744545723,0.0
2000-07-05,0.0,-0.006933449226106826,-0.053367237354862845,0.0
2000-07-06,0.0,0.0016660455610282843,0.031227592330004383,0.0
2000-07-07,0.0,0.0007682106422739291,0.02741934488389114,0.0
2000-07-10,0.0,0.0007645210319557338,-0.01980782185024091,0.0
2000-07-11,0.0,0.0059090645630653724,-0.002270667128604492,0.0
2000-07-12,0.0,-0.00221533015572431,0.036772996030230654,0.0
2000-07-13,0.0,-0.0025859697343094215,0.02389251455578445,0.0
2000-07-14,0.0,-0.00019802747285061853,0.02973826371321081,0.0
2000-07-17,0.0,-0.0021946738501424736,0.014282574164886541,0.0
2000-07-18,0.0,0.0014705217478305221,-0.03196807230687154,0.0
2000-07-19,0.0,-0.0004604237794478272,-0.0339030285797996,0.0
2000-07-20,0.0,-0.0016850659076260894,0.039589904887288196,0.0
2000-07-21,0.0,-0.0032025285034052164,-0.041772083916387565,0.0
2000-07-24,0.0,-0.0017343671865633625,-0.0340851832062147,0.0
2000-07-25,0.0,-0.0015703747842780724,0.01832598089376941,0.0
2000-07-26,0.0,0.001352090508923487,-0.01114721286064893,0.0
2000-07-27,0.0,-5e-05,-0.05147781433618434,0.0
2000-07-28,0.0,0.0,-0.06892156564693774,0.0
2000-07-31,0.0,0.0,0.03722747042115798,0.0
2000-08-01,0.0,0.0,-0.018912676194834,0.0
2000-08-02,0.0,0.0,-0.01678937352777571,0.0
2000-08-03,0.0,0.0,0.0465560340461868,0.0
2000-08-04,0.0,0.0,-0.002867343183201726,0.0
2000-08-07,0.0,0.0,0.007664267598374659,0.0
2000-08-08,0.0,0.0,0.0008169412884005411,0.0
2000-08-09,0.0,0.0,0.0037058195054209264,0.0
2000-08-10,0.0,-0.0015282343427964547,7.799411499340159e-05,0.0
2000-08-11,0.0,0.003797941671527453,0.010821105824225824,0.0
2000-08-14,0.0,0.0031788955883264394,0.01646311950432594,0.0
2000-08-15,0.0,-0.004613954884812791,-0.015887880526671394,0.0
2000-08-16,0.0,-0.0030070753879479217,-0.002163794690549392,0.0
2000-08-17,0.0,0.0018492115169122239,0.010501648522647242,0.0
2000-08-18,0.0,-0.0009664381025185307,-0.005714745312784014,0.0
2000-08-21,0.0,-2.5e-05,-0.000175,0.0
2000-08-22,0.0,0.0,0.0,0.0
2000-08-23,0.0,0.0,0.0,0.0
2000-08-24,0.0,0.0,0.0,0.0
2000-08-25,0.0,0.0,0.0,0.0
2000-08-28,0.0,0.0,0.0,0.0
2000-08-29,0.0,0.0,0.0,0.0
2000-08-30,0.0,0.0,0.0,0.0
2000-08-31,0.0,0.0,0.0,0.0
2000-09-01,0.0,0.0,0.0,0.0
2000-09-05,0.0,0.0,0.0,0.0
2000-09-06,-0.017811441870024387,0.002702542040530704,-0.007977317101557404,0.0
2000-09-07,0.010993933640816411,-0.0014505807389093247,0.007026107014456398,0.0
2000-09-08,-0.030870679159193188,0.003567529697687683,-0.029188370262506473,0.0
2000-09-11,-0.02445689352225,0.010225947877726588,-0.0025220643731562187,0.0
2000-09-12,-0.01563597809642836,-0.0006975842908058156,-0.012519490569616598,0.0
2000-09-13,0.023109054403943063,-0.004427163312405511,0.008927547076108294,0.0
2000-09-14,-0.00549523841755678,-0.0014724945805428544,-0.0056298966885106605,0.0
2000-09-15,-0.018292560955018522,0.00019732496003246024,-0.0007940525756842398,0.0
2000-09-18,-0.015889731235791515,-0.008083501561810655,-0.02465050468543197,0.0
2000-09-19,0.03670953501430285,0.0008482820982795292,0.0025448462948385875,0.0
2000-09-20,0.015279213229404731,-0.00696688925188064,-0.020900667755641922,0.0
2000-09-21,-0.0728026326107094,-0.004157806153418098,-0.012473418460254293,0.0
2000-09-22,0.05896973136681205,0.0036961780580873167,0.01108853417426195,0.0
2000-09-25,-0.026711071715864898,0.001437472603515076,0.004312417810545227,0.0
2000-09-26,-0.011546040502439459,0.002255670024457932,0.006767010073373797,0.0
2000-09-27,0.000475104554540068,0.0015498760250063572,0.004649628075019072,0.0
2000-09-28,-0.00015,-5.833333333333333e-05,-0.000175,0.0
2000-09-29,0.0,0.0,0.0,0.0
2000-10-02,0.0,0.0,0.0,0.0
2000-10-03,0.0,0.0,0.0,0.0
2000-10-04,0.0,0.0,0.0,0.0
2000-10-05,0.0,0.0,0.0,0.0
2000-10-06,0.0,0.0,0.0,0.0
2000-10-09,0.0,0.0,0.0,0.0
2000-10-10,0.0,0.0,0.0,0.0
2000-10-11,0.0,0.0,0.0,0.0
2000-10-12,0.0,0.0,0.0,0.0
2000-10-13,0.0,0.0,0.0,0.0
2000-10-16,0.0,0.0,0.0,0.0
2000-10-17,0.0,0.0,0.0,0.0
2000-10-18,0.0,0.0,0.0,0.0
2000-10-19,0.0,0.0,0.0,0.0
2000-10-20,0.0,0.0,0.0,0.0
2000-10-23,0.0,0.0,0.0,0.0
2000-10-24,0.0,0.0,0.0,0.0
2000-10-25,0.0,0.0,0.0,0.0
2000-10-26,0.0,-0.0037618160886812224,-0.011285448266043668,0.0
2000-10-27,0.0,0.0034887094402731764,0.010466128320819529,0.0
2000-10-30,0.0,-5.833333333333333e-05,-0.000175,0.0
2000-10-31,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0
2000-11-02,0.0,0.0,0.0,0.0
2000-11-03,0.0,0.0,0.0,0.0
2000-11-06,0.0,0.0002921186407555093,0.005813522666076662,0.0
2000-11-07,0.0,0.001262831212947991,0.0011324837853518373,0.0
2000-11-08,0.0,0.0016030600892085003,-0.008671489838489005,0.0
2000-11-09,0.0,-0.0017975142202361627,-0.00017923182377821423,0.0
2000-11-10,0.0,0.0004642347018994908,-0.00691969436766704,0.0
2000-11-13,0.0,-0.0013241071335530947,-0.02187936073506286,0.0
2000-11-14,0.0,0.0004539464774986688,0.003309300645632127,0.0
2000-11-15,0.0,-2.5e-05,-0.000175,0.0
2000-11-16,0.0,0.0,0.0,0.0
2000-11-17,0.0,0.0,0.0,0.0
2000-11-20,0.0,-0.0004380951751500309,-0.012638968121152496,0.0
2000-11-21,0.0,0.0037365620994321436,0.012740319526508984,0.0
2000-11-22,0.0,-0.002702511572129677,-0.026333981898531894,0.0
2000-11-24,0.0,0.002377070419430434,0.012418321015576161,0.0
2000-11-27,0.0,-0.0013659865052137454,0.0060870184049794385,0.0
2000-11-28,0.0,-0.0001837276182326264,0.007280060115142067,0.0
2000-11-29,0.0,-0.007350480034589888,-0.0037898139815965293,0.0
2000-11-30,0.0,-0.005688395762933192,-0.020624244405397646,0.0
2000-12-01,0.0,0.0036834571023149167,0.0066189429471666394,0.0
2000-12-04,0.0,0.0028435943611347563,-0.0037421847570604403,0.0
2000-12-05,0.0,-0.003506755529271312,0.03111406251173854,0.0
2000-12-06,0.0,-0.0013791737201624223,-0.003469087722865194,0.0
2000-12-07,0.0,0.00039598603864560714,0.0015379581159368216,0.0
2000-12-08,0.0,0.007192989672457924,0.021578969017373772,0.0
2000-12-11,0.0,0.0019839764261194897,0.00724242759318598,0.0
2000-12-12,0.0,-0.002997600400354359,-0.0032835171899324445,0.0
2000-12-13,0.0,9.078547959192236e-05,0.0011937617620906282,0.0
2000-12-14,0.0,-0.007238845298137378,-0.03716563959296604,0.0
2000-12-15,0.0,-0.0010842206822514466,0.0025327299932765834,0.0
2000-12-18,0.0,0.007278600435810319,0.021685801307430957,0.0
2000-12-19,0.0,-0.002781993428063604,-0.008345980284190813,0.0
2000-12-20,0.0,-0.0023975040395671403,-0.007192512118701422,0.0
2000-12-21,0.0,0.006992874669821342,0.01746222785657009,0.0
2000-12-22,0.0,0.004204150271580035,0.006004986829647785,0.0
2000-12-26,0.0,0.005639650180236612,0.016918950540709833,0.0
2000-12-27,0.0,0.0006850411430131125,0.0020551234290393378,0.0
2000-12-28,0.0,-5.833333333333333e-05,-0.000175,0.0
2000-12-29,0.0,0.0,0.0,0.0
2001-01-02,0.0,-0.0034058539163152666,-0.0102175617489458,0.0
2001-01-03,0.0,0.008271410334244113,0.02481423100273234,0.0
2001-01-04,0.0,-0.004874565219319436,-0.01462369565795831,0.0
2001-01-05,0.0,-0.0018075081813575316,-0.005422524544072596,0.0
2001-01-08,0.0,-0.003194356756535334,-0.009583070269606003,0.0
2001-01-09,0.0,-0.007635229423739176,-0.022905688271217528,0.0
2001-01-10,0.0,0.0025217211778354757,0.007565163533506428,0.0
2001-01-11,0.0,0.0004398872683252351,0.006725392853376514,0.0
2001-01-12,0.0,-0.004790458974710254,-0.017645615719173335,0.0
2001-01-16,0.0,0.004377047014913056,0.012810793630622819,0.0
2001-01-17,0.0,0.0003621010614819157,-0.001466317784277249,0.0
2001-01-18,0.0,-0.0037057843653103455,-0.020661548539564756,0.0
2001-01-19,0.0,-0.0018340682691490768,-0.007861036966340162,0.0
2001-01-22,0.0,0.004389390557427338,0.013018171672282013,0.0
2001-01-23,0.0,0.0024054964925003808,0.007216489477501142,0.0
2001-01-24,0.0,0.001438086061707496,0.004314258185122488,0.0
2001-01-25,0.0,0.0022335115199583937,0.006700534559875182,0.0
2001-01-26,0.0,0.0008844888061109168,0.0026534664183327505,0.0
2001-01-29,0.0,0.00016106021163555156,-0.0038494942161271693,0.0
2001-01-30,0.0,0.0021554363261461944,0.010676900015033797,0.0
2001-01-31,0.0,-0.0031495882691136195,-0.004173577675531226,0.0
2001-02-01,0.0,0.0003006020504072911,-0.005541986531946597,0.0
2001-02-02,0.0,0.0006392871107824272,0.010208878635936558,0.0
2001-02-05,0.0,0.001652989132853296,0.014973197512238745,0.0
2001-02-06,0.0,-0.004913411724300737,-0.011612202892076123,0.0
2001-02-07,0.0,-0.0006392120664800345,-0.0006217481087908705,0.0
2001-02-08,0.0,0.00010591676110129904,0.0004677502833038971,0.0
2001-02-09,0.0,0.0036696174823415877,0.011008852447024764,0.0
2001-02-12,0.0,0.001245872116414637,0.0037376163492439107,0.0
2001-02-13,0.0,-0.0018471261658323799,-0.00554137849749714,0.0
2001-02-14,0.0,-0.004151098285005428,-0.012453294855016284,0.0
2001-02-15,0.0,-0.0022216045130683997,-0.0066648135392052,0.0
2001-02-16,0.0,0.001502299277372517,0.004506897832117551,0.0
2001-02-20,0.0,-0.01022782169748217,-0.0278925902737585,0.0
2001-02-21,0.0,-0.008593175309288196,-0.02236574128799962,0.0
2001-02-22,0.0,-0.0009055818098275991,0.005130578567462962,0.0
2001-02-23,0.0,-0.0021268423169629918,-0.0036839621898138164,0.0
2001-02-26,0.0,0.0017995245397387505,0.021668941614827835,0.0
2001-02-27,0.0,-0.0010503184411387867,0.004821499855975797,0.0
2001-02-28,0.0,-0.002351035990497176,-0.024780460972291668,0.0
2001-03-01,0.0,-5e-05,0.006314773148498709,0.0
2001-03-02,0.0,0.0,0.012286975338369588,0.0
