Date,crypto_apex_ret
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,-0.022267976231917508
2015-07-02,0.010766081051700988
2015-07-03,0.007729135147711504
2015-07-04,0.007024721274611558
2015-07-05,0.13769934988499924
2015-07-06,0.050790628425252574
2015-07-07,-0.011750879922248296
2015-07-08,0.04650166789813063
2015-07-09,0.034068837010395446
2015-07-10,-0.029645526122907388
2015-07-11,0.0021772349677714417
2015-07-12,0.03067919979568711
2015-07-13,-0.021985648733533213
2015-07-14,-0.007930596565163001
2015-07-15,-0.009527341354669944
2015-07-16,-0.020130651880436817
2015-07-17,0.0017777481930682034
2015-07-18,-0.002511671339501356
2015-07-19,-0.0059148743477844025
2015-07-20,0.007585382601271096
2015-07-21,-0.005926315742466065
2015-07-22,0.0020971153424944066
2015-07-23,-0.002164016459814594
2015-07-24,0.023690264884282164
2015-07-25,0.0007620825598563158
2015-07-26,0.0008630949521849036
2015-07-27,0.0002629409143881664
2015-07-28,0.002220112956082935
2015-07-29,-0.0036199851763284055
2015-07-30,-0.0019729889360700767
2015-07-31,-0.0013180617291040603
2015-08-01,-0.008281428704162612
2015-08-02,0.0003839804520725303
2015-08-03,-0.0007970608512774828
2015-08-04,0.0031613154932948508
2015-08-05,-0.0018621182173126764
2015-08-06,-0.005654482548806922
2015-08-07,0.0026222674524661316
2015-08-08,-0.029212572933601445
2015-08-09,0.00555662961143836
2015-08-10,-0.0003233172680998207
2015-08-11,0.005230096186831814
2015-08-12,-0.003858464279419729
2015-08-13,-0.002353763317253345
2015-08-14,0.0027716865062082444
2015-08-15,-0.002734616380651112
2015-08-16,-0.0013611007919492543
2015-08-17,-0.00010054093278332859
2015-08-18,-0.025817868079616692
2015-08-19,0.010820603830062659
2015-08-20,-0.00044407431271585536
2015-08-21,0.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,0.012912083227475854
2015-10-14,-0.002993730836018988
2015-10-15,-0.005263251336886481
2015-10-16,0.009429836048581922
2015-10-17,0.012439536644463697
2015-10-18,-0.03262272173849659
2015-10-19,0.006917303341960851
2015-10-20,0.021788002645262972
2015-10-21,-0.011016613104410853
2015-10-22,0.025897206676749867
2015-10-23,0.007005240214262721
2015-10-24,0.014205733196955114
2015-10-25,0.0037029156117047257
2015-10-26,0.006995875328986466
2015-10-27,0.023537633452265845
2015-10-28,0.0302801314744846
2015-10-29,0.06696592217991026
2015-10-30,0.04900710736369801
2015-10-31,-0.045195212687638806
2015-11-01,0.03597888777206694
2015-11-02,0.10488303507137066
2015-11-03,0.11533208693064373
2015-11-04,0.00337698634085668
2015-11-05,-0.022237600137304667
2015-11-06,-0.014049840091290552
2015-11-07,0.00945140136331467
2015-11-08,-0.011055740600425497
2015-11-09,0.004671597667757922
2015-11-10,-0.03266855919953285
2015-11-11,-0.021445577306798868
2015-11-12,0.021665193363779443
2015-11-13,-0.0013709394286319494
2015-11-14,-0.0024139806076159706
2015-11-15,-0.008146971869818715
2015-11-16,0.007182300064661698
2015-11-17,0.0024431365731888742
2015-11-18,-0.00041885771187145595
2015-11-19,-0.004932053204280607
2015-11-20,-0.002403808660579457
2015-11-21,0.002987924983943622
2015-11-22,-0.0010990682571230103
2015-11-23,-0.001133316788322377
2015-11-24,-0.0013300725258249915
2015-11-25,0.0048404578470748584
2015-11-26,0.010015374892813688
2015-11-27,0.00133701710305266
2015-11-28,-0.0018975378725345625
2015-11-29,0.002337234007537035
2015-11-30,-0.0008262089850127983
2015-12-01,-0.006084827252863532
2015-12-02,-0.00278013032945587
2015-12-03,0.0005593920291767831
2015-12-04,0.0008615693426731648
2015-12-05,0.013126476399223569
2015-12-06,-0.0004608254254321707
2015-12-07,0.004098675457173165
2015-12-08,0.008490915982556769
2015-12-09,0.0006479116296067658
2015-12-10,-0.0008385379108051086
2015-12-11,0.009172939168133182
2015-12-12,-0.005057201929773918
2015-12-13,-0.00011871462477678422
2015-12-14,0.002030340764860798
2015-12-15,0.005748995736111276
2015-12-16,-0.0028725033964131655
2015-12-17,0.0004980656819205081
2015-12-18,0.001556373388925743
2015-12-19,-0.0004990506927798421
2015-12-20,-0.005033584658681949
2015-12-21,-0.0013735374186890378
2015-12-22,-0.0007036783486660697
2015-12-23,0.0023422541357122433
2015-12-24,0.0029725842445690537
2015-12-25,-2.2503891553393322e-06
2015-12-26,-0.008801823378659902
2015-12-27,0.00156739319342782
2015-12-28,-0.00021208287191840384
2015-12-29,0.002355241052140693
2015-12-30,-0.0016278191813750994
2015-12-31,0.000989553284724753
2016-01-01,0.0010363848119939784
2016-01-02,-0.0002597003031223733
2016-01-03,-0.0012198939711234882
2016-01-04,0.0012216522880249142
2016-01-05,-0.000889460574215128
2016-01-06,-0.0015985642581373327
2016-01-07,0.016101049172238924
2016-01-08,-0.002781956977157879
2016-01-09,-0.002594426046897562
2016-01-10,-0.00030279796263847885
2016-01-11,0.0004956894744084937
2016-01-12,-0.009798333922191683
2016-01-13,-0.0034371517894357323
2016-01-14,-0.0038545203341920926
2016-01-15,-0.04061830922124198
2016-01-16,0.0135397906352995
2016-01-17,-0.004318816140573392
2016-01-18,0.004869315870029874
2016-01-19,-0.007818078233342145
2016-01-20,0.05362672849897873
2016-01-21,-0.014557240476179121
2016-01-22,-0.025037068763835584
2016-01-23,0.00468616462137061
2016-01-24,0.013270886909091107
2016-01-25,-0.009270283499632177
2016-01-26,0.0010886445782416362
2016-01-27,0.004080224351043354
2016-01-28,-0.008145276834690667
2016-01-29,-0.00045813135529670587
2016-01-30,-0.0005500231539021059
2016-01-31,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-06,-0.007097220733005626
2016-02-07,-0.00252033591753348
2016-02-08,-0.0020391767902896807
2016-02-09,0.001642657673832542
2016-02-10,0.0011532938243413423
2016-02-11,-0.0007783498808313326
2016-02-12,0.0
2016-02-13,0.0008303986948375894
2016-02-14,-0.000913723550563946
2016-02-15,-0.006569967328662348
2016-02-16,0.008513079734272585
2016-02-17,0.011019036880614385
2016-02-18,-0.0017484997371157596
2016-02-19,-0.0033107086647244798
2016-02-20,0.0264602585734005
2016-02-21,0.0019431665229899598
2016-02-22,-0.0003760095419340911
2016-02-23,-0.020188156688243808
2016-02-24,0.00348885003022434
2016-02-25,-0.0008313831181477369
2016-02-26,0.010605228730429388
2016-02-27,0.00023953863040305958
2016-02-28,0.0022834520106892156
2016-02-29,0.004841736597441877
2016-03-01,-0.00341537618796156
2016-03-02,-0.015279068247325191
2016-03-03,-0.004452160000951701
2016-03-04,-0.015248792729824344
2016-03-05,-0.014534292011808893
2016-03-06,0.005220497208558048
2016-03-07,0.002751232648864476
2016-03-08,-0.002273922146938862
2016-03-09,0.0012751543306530793
2016-03-10,-0.0002634284354521817
2016-03-11,0.016808515080246132
2016-03-12,-0.017723419918476323
2016-03-13,0.00041306122297463327
2016-03-14,-0.0008316596355929573
2016-03-15,-0.0007348981501990291
2016-03-16,-0.00045987621839908106
2016-03-17,0.004458300597672673
2016-03-18,-0.0233456742082672
2016-03-19,0.0017719287872825814
2016-03-20,0.0018824400999140852
2016-03-21,-0.0004196692440506586
2016-03-22,0.0052440972021808975
2016-03-23,-7.471219689365933e-05
2016-03-24,-0.005916857203501033
2016-03-25,0.0017252574324129306
2016-03-26,0.0014673431018811017
2016-03-27,0.021479160107229306
2016-03-28,-0.007545624087429429
2016-03-29,-0.01645406950030649
2016-03-30,-0.003584630749115925
2016-03-31,0.006559287080487261
2016-04-01,0.00068833508668228
2016-04-02,0.006932705609336256
2016-04-03,0.00010123745909973123
2016-04-04,-8.210034458165445e-05
2016-04-05,0.004545786868986666
2016-04-06,-0.0007123357312150657
2016-04-07,-0.0020409645150492577
2016-04-08,-0.006228011387831221
2016-04-09,-0.0019847241441469953
2016-04-10,0.004670208446771416
2016-04-11,0.0027967351849723966
2016-04-12,0.005989597112467379
2016-04-13,-0.004005906590920478
2016-04-14,0.0010100604737395271
2016-04-15,0.012594709568398435
2016-04-16,0.0010907317642404233
2016-04-17,-0.006784704314338572
2016-04-18,0.000822631155785919
2016-04-19,0.01557227512878309
2016-04-20,0.009833992380899399
2016-04-21,0.01874564957394948
2016-04-22,-0.008193406539029805
2016-04-23,0.008784447340266434
2016-04-24,0.03556750526277797
2016-04-25,0.03391309433940499
2016-04-26,0.045705038854948955
2016-04-27,-0.04097425647850784
2016-04-28,-0.014483145319789044
2016-04-29,0.007691708503468739
2016-04-30,-0.028321565150646124
2016-05-01,0.009604033581487072
2016-05-02,-0.008170824922813395
2016-05-03,0.012586411819957033
2016-05-04,-0.0013614406286724381
2016-05-05,-0.0041437618741520426
2016-05-06,0.0243121188982091
2016-05-07,0.01906657011713804
2016-05-08,-0.0022336050746804073
2016-05-09,0.016980065487221807
2016-05-10,-0.036580083560931495
2016-05-11,0.009499091749435853
2016-05-12,-0.0020468155236734093
2016-05-13,0.008633565028201798
2016-05-14,0.009820813745898715
2016-05-15,0.007077452971798297
2016-05-16,-0.008224516096199444
2016-05-17,-0.002841771578329621
2016-05-18,0.0001943495567809149
2016-05-19,-0.030352835833446938
2016-05-20,0.008230583340943986
2016-05-21,0.008010030460355817
2016-05-22,-0.004763455591623071
2016-05-23,0.006751102391759841
2016-05-24,-0.0007653673255403402
2016-05-25,0.011859261035377428
2016-05-26,0.005808442249225353
2016-05-27,0.05250925050869076
2016-05-28,0.04817877346950571
2016-05-29,-0.008326015191905083
2016-05-30,0.00563956703141248
2016-05-31,-0.0031384452682478208
2016-06-01,0.005930513468589983
2016-06-02,-0.0013543485814498319
2016-06-03,0.01665057735577042
2016-06-04,-0.0002488990932475435
2016-06-05,0.001297045563753896
2016-06-06,0.01418528124674426
2016-06-07,-0.013922724580951156
2016-06-08,0.0053839665190114515
2016-06-09,-0.009037918827021995
2016-06-10,0.006145240033223754
2016-06-11,0.036275850619451724
2016-06-12,0.07666444379326648
2016-06-13,0.027569634769109293
2016-06-14,-0.013216113584732618
2016-06-15,0.0057041675380940845
2016-06-16,0.046135057339589676
2016-06-17,-0.009746448454831696
2016-06-18,0.0024436676380246614
2016-06-19,0.0033998800324254227
2016-06-20,-0.013765663762645495
2016-06-21,-0.03457108732440378
2016-06-22,-0.041752537018358765
2016-06-23,0.010895294492380997
2016-06-24,0.017267250053382983
2016-06-25,-0.00043434793828621274
2016-06-26,-0.011905836011130294
2016-06-27,0.008663375086250267
2016-06-28,-0.0026935172130922755
2016-06-29,-0.002520727870367575
2016-06-30,0.011493656046690197
2016-07-01,0.0014052042615155542
2016-07-02,0.010740172116685966
2016-07-03,-0.01523956389013753
2016-07-04,0.00973294951183004
2016-07-05,-0.0029420066385976574
2016-07-06,0.0011705255851919192
2016-07-07,-0.008332926848955566
2016-07-08,0.005161858105992846
2016-07-09,-0.0028541155180176326
2016-07-10,-0.0007358024433480801
2016-07-11,-0.000402244296511094
2016-07-12,0.0033011894706624
2016-07-13,-0.0017236937600429894
2016-07-14,0.0006605949953437138
2016-07-15,0.0009523008510126147
2016-07-16,-0.0013286673897956144
2016-07-17,0.003206696796946542
2016-07-18,-0.0013132435870816062
2016-07-19,-0.00030131691687807833
2016-07-20,-0.002233028851395315
2016-07-21,-0.00023123643943473066
2016-07-22,-0.004761536391525802
2016-07-23,0.000730052946610899
2016-07-24,0.0010482197393122297
2016-07-25,-0.0014824008769490993
2016-07-26,-0.0014178134247912623
2016-07-27,5.174172260982376e-05
2016-07-28,0.00019423601666969625
2016-07-29,0.0013575162706030816
2016-07-30,-0.0010195567049244721
2016-07-31,-0.0063848836559919405
2016-08-01,-0.005158568969197686
2016-08-02,-0.006367076759012076
2016-08-03,0.002191573229801652
2016-08-04,-0.00023162888054156186
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,-0.0002874971504226421
2016-08-09,-0.0004699797556939911
2016-08-10,-8.292403151753308e-05
2016-08-11,-0.00023044389648122282
2016-08-12,-0.0006846692022002793
2016-08-13,-0.00024033568153820797
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.001530250420091373
2016-08-27,-0.01189755457428945
2016-08-28,-0.001315817797427103
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,-0.000443862718820165
2016-09-07,-0.003
2016-09-08,0.0010999755528496502
2016-09-09,-0.007058598947016324
2016-09-10,0.0003330505376105973
2016-09-11,-0.027815548285193836
2016-09-12,-0.0029277557181403013
2016-09-13,0.0006268964803531896
2016-09-14,-0.00042099366463947056
2016-09-15,-0.0038525015424098656
2016-09-16,-0.0001998466368062779
2016-09-17,-0.0010862796590915824
2016-09-18,0.004279556987222488
2016-09-19,-0.038993611351949856
2016-09-20,-0.002
2016-09-21,-0.01423388073586699
2016-09-22,-0.0009500847107194084
2016-09-23,-0.002
2016-09-24,0.0
2016-09-25,-0.003990194267268208
2016-09-26,0.008007910388391881
2016-09-27,-0.002057983912552445
2016-09-28,-0.001581512043657233
2016-09-29,0.0010638014409563763
2016-09-30,0.004448889930617797
2016-10-01,0.004644625333845612
2016-10-02,-0.0033561651574958162
2016-10-03,0.0013542674628282587
2016-10-04,-0.002100868195996345
2016-10-05,0.0025204761177919366
2016-10-06,0.000555102713267086
2016-10-07,0.004458765808526444
2016-10-08,0.0021465262111256913
2016-10-09,-0.0051969059338781536
2016-10-10,0.0020326524648479984
2016-10-11,0.030236055090568138
2016-10-12,-0.009120353198627243
2016-10-13,0.008280573792065355
2016-10-14,0.004143956162438535
2016-10-15,-0.0033925575941579317
2016-10-16,0.004427514366700958
2016-10-17,-0.00195989245612504
2016-10-18,-0.004232482276603686
2016-10-19,-0.011375872160840685
2016-10-20,-0.0003234901974955941
2016-10-21,0.0035874300911901283
2016-10-22,0.036553766392843544
2016-10-23,0.000747502363608192
2016-10-24,-0.006118943548846317
2016-10-25,0.006319044520998858
2016-10-26,0.029075290855576693
2016-10-27,0.01483493876087171
2016-10-28,-9.504551001039043e-05
2016-10-29,0.0350489455207713
2016-10-30,-0.017096221875289676
2016-10-31,-0.0036323528746304555
2016-11-01,0.032256285058934596
2016-11-02,0.010836456641670874
2016-11-03,-0.05529983434831012
2016-11-04,0.013571010497923267
2016-11-05,-0.0008850713860268067
2016-11-06,0.009476011022209003
2016-11-07,-0.009050597315873593
2016-11-08,0.004702245675929778
2016-11-09,0.009873014205168939
2016-11-10,-0.006884966362493197
2016-11-11,0.000170214655868234
2016-11-12,-0.010102544985138778
2016-11-13,0.0034065221208156027
2016-11-14,0.001903006070350595
2016-11-15,0.005200605864955078
2016-11-16,0.02730399167722078
2016-11-17,-0.005399189201076259
2016-11-18,0.006697429784285635
2016-11-19,-0.0003700229506988828
2016-11-20,-0.013905254783254294
2016-11-21,0.0061187671062478055
2016-11-22,0.0072488991666943775
2016-11-23,-0.004933171578860869
2016-11-24,-0.0033280270571887606
2016-11-25,0.0011361561655952922
2016-11-26,-0.004601559584176151
2016-11-27,-0.0024977327610947197
2016-11-28,0.0022853425761754607
2016-11-29,-0.0005792784389179657
2016-11-30,0.006768496469998042
2016-12-01,0.007072121252928344
2016-12-02,0.013645606463033729
2016-12-03,-0.0047324724338893166
2016-12-04,0.0003545981408584273
2016-12-05,-0.024697286529573845
2016-12-06,0.0033497769865806232
2016-12-07,0.004836034421825842
2016-12-08,0.004086241094133519
2016-12-09,0.0010369932284672828
2016-12-10,0.0005673532873520771
2016-12-11,-0.0040218665080656866
2016-12-12,0.006452479035978083
2016-12-13,-0.0002042825075110209
2016-12-14,-0.0006427225740003868
2016-12-15,-0.0016293520731055714
2016-12-16,0.0037961846102490013
2016-12-17,0.005720326020476487
2016-12-18,-0.0009087866163320234
2016-12-19,0.0006281502473549083
2016-12-20,0.004292391034496766
2016-12-21,0.017447716832012523
2016-12-22,0.01755104213314872
2016-12-23,0.06831801710039478
2016-12-24,-0.014561768011341849
2016-12-25,-0.004086147699849001
2016-12-26,0.0041307902073097645
2016-12-27,0.009048374648822442
2016-12-28,0.011408263551703832
2016-12-29,-0.0023558553579165484
2016-12-30,-0.006639459077293358
2016-12-31,4.636044772863227e-06
2017-01-01,0.015396256879741178
2017-01-02,0.010653538808892856
2017-01-03,0.007733309050121391
2017-01-04,0.053118861106378985
2017-01-05,-0.06577531091261905
2017-01-06,-0.04495716154941822
2017-01-07,0.004573846932994813
2017-01-08,-9.892973254233776e-05
2017-01-09,0.0018092709898134495
2017-01-10,0.011297706748413256
2017-01-11,-0.037695907032650015
2017-01-12,0.00736776777733445
2017-01-13,-0.0007047703716934929
2017-01-14,0.0
2017-01-15,0.0002996723734474561
2017-01-16,0.0015194317919095086
2017-01-17,0.014248291998821733
2017-01-18,-0.004559436615477718
2017-01-19,0.0022339463852910513
2017-01-20,-0.0003545980762524334
2017-01-21,0.00447913000563621
2017-01-22,-0.0001633854662219393
2017-01-23,-0.0006474277170291457
2017-01-24,-0.00497047397319757
2017-01-25,0.000695981715194452
2017-01-26,0.0038193913821952426
2017-01-27,0.0005591035320801928
2017-01-28,0.0002583985531544429
2017-01-29,-0.0003363857144992646
2017-01-30,0.0018498663486365618
2017-01-31,0.008408454551994543
2017-02-01,0.002738279204986039
2017-02-02,0.0033951637402384435
2017-02-03,0.0025427069942675937
2017-02-04,0.0015561903423213699
2017-02-05,-0.0023680858340156055
2017-02-06,0.0015578302379962803
2017-02-07,0.003239577912651195
2017-02-08,6.056417205808797e-05
2017-02-09,-0.011786003329457149
2017-02-10,-0.001076949569244528
2017-02-11,0.0024177663731098113
2017-02-12,-0.0010526893674137952
2017-02-13,-0.0017150364297900528
2017-02-14,0.002568993782923119
2017-02-15,0.0008279447323562381
2017-02-16,0.0025638478086087995
2017-02-17,0.003055224999737066
2017-02-18,0.0006915195391671305
2017-02-19,-0.0011881319716346168
2017-02-20,0.0043961548400001296
2017-02-21,0.004849016087987587
2017-02-22,0.0005058370634624545
2017-02-23,0.021911139350632436
2017-02-24,0.0031083664354605535
2017-02-25,-0.013110145339314433
2017-02-26,0.009360018453692522
2017-02-27,0.005911855908028689
2017-02-28,-0.001529588654823462
2017-03-01,0.006413735990238751
2017-03-02,0.012768496860178861
2017-03-03,0.009498167247015443
2017-03-04,-0.008378208430631825
2017-03-05,0.005055695055159751
2017-03-06,0.002567539874920821
2017-03-07,-0.023772756179041583
2017-03-08,-0.04452691630662603
2017-03-09,0.029244845155700774
2017-03-10,-0.0468614895794283
2017-03-11,0.014013741515317263
2017-03-12,0.010093870489935831
2017-03-13,0.012020944771011758
2017-03-14,-0.003351862096704397
2017-03-15,0.00715749457225958
2017-03-16,-0.01400682385032848
2017-03-17,-0.027245328267622302
2017-03-18,-0.021695109976194595
2017-03-19,0.0054415958170994354
2017-03-20,0.003479527603175518
2017-03-21,0.0031722822235907217
2017-03-22,-0.013054757321335049
2017-03-23,0.003227157964904561
2017-03-24,0.0007444873790258948
2017-03-25,0.002112523833116116
2017-03-26,-0.0012761587536917647
2017-03-27,0.0007748620249611039
2017-03-28,0.00433157208557861
2017-03-29,0.0014535684284155124
2017-03-30,0.11456609769004171
2017-03-31,-0.005975806544049113
2017-04-01,0.0035549520165317327
2017-04-02,0.01584898535861953
2017-04-03,0.007855091211642927
2017-04-04,0.002216298222507806
2017-04-05,0.031964537536982286
2017-04-06,-0.003989360516869842
2017-04-07,-0.007793561878142079
2017-04-08,0.004850341986050232
2017-04-09,-0.009337661575636378
2017-04-10,0.0019063827256594389
2017-04-11,0.0005133765416763896
2017-04-12,0.017410453860001063
2017-04-13,-0.006716683209192076
2017-04-14,0.0016556110053415638
2017-04-15,0.0032029295688577836
2017-04-16,9.483120201532153e-05
2017-04-17,-0.0013656386599928455
2017-04-18,0.0003575705279578137
2017-04-19,-0.0048446846007263915
2017-04-20,0.00632193726210317
2017-04-21,0.005917447471113245
2017-04-22,0.012498599220858745
2017-04-23,0.003379056174696072
2017-04-24,0.007699104341379422
2017-04-25,0.0020334447931848218
2017-04-26,-0.0008003878511332149
2017-04-27,0.000993594678976722
2017-04-28,-0.0014331661914320974
2017-04-29,0.007214032045227549
2017-04-30,0.001275270887627585
2017-05-01,0.004930860479301249
