Date,crypto_titan_ret
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-14,0.0
2015-02-15,-1.6388667294880854e-13
2015-02-16,-5.065585236387792e-13
2015-02-17,0.0
2015-02-18,-2.1876230086611592e-14
2015-02-19,1.6126962986915108e-13
2015-02-20,0.0
2015-02-21,-2.1876230086611592e-14
2015-02-22,-3.8275806065292894e-13
2015-02-23,1.1324088403018502e-13
2015-02-24,-2.1876230086611592e-14
2015-02-25,-7.691454856926689e-14
2015-02-26,-6.418975459240054e-15
2015-02-27,1.0746708543565381e-13
2015-02-28,2.5021803963117655e-15
2015-03-01,3.410367248900416e-14
2015-03-02,8.679513121700227e-14
2015-03-03,3.194786719447664e-14
2015-03-04,-4.7155909086603803e-14
2015-03-05,2.202352821834561e-15
2015-03-06,-2.4381548222148164e-15
2015-03-07,2.528340496750549e-15
2015-03-08,-1.345325289345302e-15
2015-03-09,1.0835373288827457e-14
2015-03-10,1.4488993268180136e-15
2015-03-11,-4.1504247349997914e-05
2015-03-12,-0.00014178779230656087
2015-03-13,-0.0006357034769184801
2015-03-14,-0.00025105837445870457
2015-03-15,0.0003318746265246739
2015-03-16,0.00030433194185949374
2015-03-17,-0.00036334818842471175
2015-03-18,-0.0021443189800256905
2015-03-19,0.0005686112464542071
2015-03-20,9.905794960240804e-05
2015-03-21,-0.00020736115224499825
2015-03-22,0.0009607427237316807
2015-03-23,-0.00014333944260265137
2015-03-24,-0.0024957135346241424
2015-03-25,3.379833214858558e-05
2015-03-26,9.291188315451803e-05
2015-03-27,-5.924377497699424e-05
2015-03-28,0.00022878160875442583
2015-03-29,-0.00039081505502506445
2015-03-30,0.0001942638009711807
2015-03-31,-0.00013068484733594793
2015-04-01,0.0001052856901285687
2015-04-02,3.0318289973068062e-05
2015-04-03,6.806983276513738e-06
2015-04-04,-3.2136135856349563e-06
2015-04-05,3.557077803132955e-05
2015-04-06,-2.5621601060854084e-05
2015-04-07,-1.1833420455989236e-05
2015-04-08,-4.293232672593068e-05
2015-04-09,-4.995766125624128e-06
2015-04-10,-2.837841652380543e-05
2015-04-11,1.8490656368290376e-06
2015-04-12,-1.5339385902916235e-06
2015-04-13,-4.453987076058909e-05
2015-04-14,-2.1979377276993572e-05
2015-04-15,1.7818905818469106e-05
2015-04-16,2.570650497224248e-06
2015-04-17,-3.022397028912525e-06
2015-04-18,2.581610590118396e-07
2015-04-19,-4.1087580109174685e-07
2015-04-20,1.1048485982709238e-06
2015-04-21,5.751642869359317e-06
2015-04-22,-7.743306750192102e-07
2015-04-23,1.5818053031018484e-07
2015-04-24,-3.559243750641016e-07
2015-04-25,-3.4177784578071567e-07
2015-04-26,-4.981608050537751e-07
2015-04-27,7.278166125806306e-07
2015-04-28,-2.4247127275284996e-07
2015-04-29,-3.1453496563847965e-08
2015-04-30,9.901509503350938e-08
2015-05-01,-3.724222392074588e-08
2015-05-02,2.6570947701501285e-08
2015-05-03,4.997445592691475e-08
2015-05-04,-1.2058436613669813e-08
2015-05-05,-2.6215873405643775e-08
2015-05-06,-6.18158631613766e-08
2015-05-07,9.489010224977041e-09
2015-05-08,7.942587264104297e-09
2015-05-09,-2.4045846710483595e-09
2015-05-10,-1.833795875271207e-09
2015-05-11,2.237215571912614e-09
2015-05-12,-1.2471246290870898e-09
2015-05-13,-6.170267024621984e-09
2015-05-14,8.999928630086673e-11
2015-05-15,1.0995850959699474e-10
2015-05-16,-2.3551223446413635e-10
2015-05-17,1.0591471066708594e-10
2015-05-18,-5.979391251499728e-10
2015-05-19,-1.9523560579131337e-10
2015-05-20,2.7731821039233995e-10
2015-05-21,2.914896117326203e-11
2015-05-22,1.0938249468362257e-10
2015-05-23,-3.1592370957639463e-11
2015-05-24,4.481683822241034e-11
2015-05-25,-8.204853153960921e-11
2015-05-26,1.301053805697393e-13
2015-05-27,-5.292038748323619e-12
2015-05-28,3.617468289056165e-13
2015-05-29,-9.024785756124808e-13
2015-05-30,-1.0863837374318026e-11
2015-05-31,-9.284575385978748e-12
2015-06-01,-2.1669614408267888e-11
2015-06-02,8.862175282788962e-12
2015-06-03,-9.74141649340599e-13
2015-06-04,-6.290023172635595e-13
2015-06-05,2.5660651254313487e-13
2015-06-06,2.717884696772219e-13
2015-06-07,-1.112369339511953e-12
2015-06-08,2.3063504172383115e-12
2015-06-09,2.2425450078321928e-13
2015-06-10,-2.569036446138863e-13
2015-06-11,4.823560770706581e-14
2015-06-12,1.4754247536215603e-14
2015-06-13,1.2874792596523945e-13
2015-06-14,6.007133722911128e-14
2015-06-15,1.7184063516040558e-13
2015-06-16,7.270280790237614e-13
2015-06-17,-9.976857544881469e-14
2015-06-18,-1.8147715510812855e-15
2015-06-19,-2.886607838310311e-14
2015-06-20,4.0462751310179564e-15
2015-06-21,-8.44553659178971e-15
2015-06-22,2.0393341434753734e-14
2015-06-23,-1.781419226272578e-14
2015-06-24,-0.0002983670036291043
2015-06-25,0.001416687562436565
2015-06-26,0.0004884724102586623
2015-06-27,0.004529515913736364
2015-06-28,-0.001176280833323116
2015-06-29,0.004824581257908475
2015-06-30,0.00348665639458501
2015-07-01,-0.002688605653772363
2015-07-02,-0.002871828668496465
2015-07-03,0.0008373006436588014
2015-07-04,0.004108216100677537
2015-07-05,0.009782719248114176
2015-07-06,-0.0024539554115961424
2015-07-07,-0.0024286364981941414
2015-07-08,0.0033693427561943224
2015-07-09,-0.003087138988407432
2015-07-10,0.031241264792009966
2015-07-11,0.015492818211264706
2015-07-12,0.032516206927031124
2015-07-13,-0.03249182710266883
2015-07-14,-0.008540613228121949
2015-07-15,-0.002826410673084645
2015-07-16,-0.014037847540715527
2015-07-17,0.0025837552509592595
2015-07-18,-0.008382143354045963
2015-07-19,-0.0024341229157352037
2015-07-20,0.010187863688341257
2015-07-21,-0.005961191949741034
2015-07-22,0.0021897328993993772
2015-07-23,-0.0012564719469435857
2015-07-24,0.013254763065762946
2015-07-25,0.0004337192030470386
2015-07-26,0.004135408827900076
2015-07-27,0.0009686341948657192
2015-07-28,0.0008361312374073223
2015-07-29,-0.005439514889545459
2015-07-30,-0.0011634613765496482
2015-07-31,-0.001925763154125929
2015-08-01,-0.0019319660245068343
2015-08-02,0.0006488307557264738
2015-08-03,-0.0008852098667490824
2015-08-04,0.002559649049083513
2015-08-05,-0.00228312717587977
2015-08-06,-0.0010976072020195211
2015-08-07,0.0003387327291666072
2015-08-08,-0.006223893698551536
2015-08-09,0.0014655696033686067
2015-08-10,-0.00021648461023948486
2015-08-11,0.002094085588653184
2015-08-12,-0.0015062683991275527
2015-08-13,-0.00029874954972806554
2015-08-14,0.00020999683601353664
2015-08-15,-0.0005386571170529237
2015-08-16,-0.00040338131614438744
2015-08-17,-7.11915856352378e-05
2015-08-18,-0.0063007537550838445
2015-08-19,0.0024930728611956806
2015-08-20,-3.7675243518738466e-05
2015-08-21,-0.0002225941581937013
2015-08-22,-0.00017649469132677745
2015-08-23,-0.0001815974085944615
2015-08-24,-0.001459165483777961
2015-08-25,0.0009569388955176141
2015-08-26,0.0
2015-08-27,-5.979258605127103e-06
2015-08-28,8.814503045820938e-05
2015-08-29,-2.0878636647609474e-05
2015-08-30,-1.3258002792939678e-05
2015-08-31,1.692405805966869e-05
2015-09-01,-2.5145727160777783e-05
2015-09-02,1.0574395596386103e-05
2015-09-03,-6.011512887516223e-06
2015-09-04,8.99528424768054e-06
2015-09-05,1.3448538430553136e-05
2015-09-06,1.3457549560941749e-05
2015-09-07,1.9157685889384486e-08
2015-09-08,1.0284538818815761e-05
2015-09-09,-1.5321752951427222e-05
2015-09-10,4.13711895029585e-07
2015-09-11,2.1794815867632707e-06
2015-09-12,-6.478150472332789e-06
2015-09-13,-6.394268173891309e-06
2015-09-14,1.8260292427870632e-07
2015-09-15,-4.700531381992892e-07
2015-09-16,-1.9023065403531384e-06
2015-09-17,1.350441342413599e-06
2015-09-18,5.926037249346852e-06
2015-09-19,-2.73715995549611e-06
2015-09-20,-5.22290762545089e-07
2015-09-21,-7.68037420919698e-06
2015-09-22,6.694409800989699e-06
2015-09-23,-1.1704230615948305e-06
2015-09-24,2.9056611604621227e-06
2015-09-25,4.1323613992785025e-07
2015-09-26,-5.388268827821644e-07
2015-09-27,-1.0645329155177057e-06
2015-09-28,4.322991794688551e-06
2015-09-29,-1.6177917176842084e-06
2015-09-30,-6.905712747232579e-07
2015-10-01,1.326866781699882e-07
2015-10-02,-2.2669224307075286e-08
2015-10-03,1.2738733662375843e-07
2015-10-04,-4.1501422808735925e-08
2015-10-05,1.8752502419895765e-07
2015-10-06,4.97050693899295e-07
2015-10-07,-3.00958537609131e-07
2015-10-08,-7.685121422363818e-09
2015-10-09,1.88543256228955e-08
2015-10-10,1.1626161319298557e-08
2015-10-11,2.4176934948541913e-08
2015-10-12,-1.979924872397531e-08
2015-10-13,4.8075254754477234e-08
2015-10-14,-1.4684408988466915e-06
2015-10-15,6.946975713880551e-06
2015-10-16,2.524452695337505e-05
2015-10-17,2.2200996589202016e-05
2015-10-18,-2.4965460842557202e-05
2015-10-19,5.149300934248326e-06
2015-10-20,1.7178523508531905e-05
2015-10-21,-0.0003849388495461766
2015-10-22,0.005495083245179165
2015-10-23,0.0017036379917823277
2015-10-24,0.003521545024775315
2015-10-25,0.0013578924938546216
2015-10-26,0.0010780195734903237
2015-10-27,0.005616239284071593
2015-10-28,0.006679236151718815
2015-10-29,0.0099634479218932
2015-10-30,0.01482410941937444
2015-10-31,-0.01387266602891382
2015-11-01,0.011781671569753158
2015-11-02,0.03610343794324973
2015-11-03,0.038414951004420606
2015-11-04,0.0065908481189366555
2015-11-05,-0.02148102817561414
2015-11-06,-0.011010220354612462
2015-11-07,0.010410361119399773
2015-11-08,-0.010893783826810116
2015-11-09,0.005936683673613978
2015-11-10,-0.0362627474496243
2015-11-11,-0.024800876850366534
2015-11-12,0.018510182119341453
2015-11-13,-0.0008472248251179018
2015-11-14,-0.002218330253053869
2015-11-15,-0.007538132518825858
2015-11-16,0.006605360349748237
2015-11-17,0.0026329748703203147
2015-11-18,-0.00045655066919077176
2015-11-19,-0.0031982737829469757
2015-11-20,-0.0016324877687135296
2015-11-21,0.001984465661311259
2015-11-22,-0.0009745115322502335
2015-11-23,-0.0006233857009133861
2015-11-24,-0.0012771318738547064
2015-11-25,0.0034858045774644707
2015-11-26,0.007917587646971048
2015-11-27,0.001635741062312585
2015-11-28,-0.0002036161802153512
2015-11-29,0.004284344466715623
2015-11-30,0.0018146072980912353
2015-12-01,-0.00446804349161717
2015-12-02,-0.0011483227922785345
2015-12-03,0.0008432528536297386
2015-12-04,0.000980695589427035
2015-12-05,0.012014489824985328
2015-12-06,-7.630482608029078e-05
2015-12-07,0.002962528856879583
2015-12-08,0.008790377015627465
2015-12-09,0.0006891066193289893
2015-12-10,-0.0012896077710227668
2015-12-11,0.022892904199907745
2015-12-12,-0.009968728151370518
2015-12-13,-0.000710690086759032
2015-12-14,0.005914439440345175
2015-12-15,0.011904755572205314
2015-12-16,-0.005689596588447446
2015-12-17,0.0005952099057305493
2015-12-18,0.00394691753178025
2015-12-19,-0.000686613168407901
2015-12-20,-0.010502640733588127
2015-12-21,-0.0022992725735774258
2015-12-22,-0.0011763680676304797
2015-12-23,0.0033600277580472446
2015-12-24,0.007157906465309689
2015-12-25,0.0003706666257961406
2015-12-26,-0.02177710900006609
2015-12-27,0.003454420224350793
2015-12-28,-0.00032017842078352696
2015-12-29,0.006246882034163413
2015-12-30,-0.0038098182211303948
2015-12-31,0.0017462449861272665
2016-01-01,0.0016707000676084655
2016-01-02,-0.0004085027486740909
2016-01-03,-0.0015708460368774558
2016-01-04,0.0014349455453344234
2016-01-05,-0.000523178492233948
2016-01-06,-0.0015199906415031628
2016-01-07,0.006906376224712571
2016-01-08,-0.0010770244469633212
2016-01-09,-0.0012694400147719154
2016-01-10,8.692782444555255e-05
2016-01-11,9.988359690522725e-05
2016-01-12,-0.002908567286883224
2016-01-13,-0.0007873814774054161
2016-01-14,-0.0005066322647367232
2016-01-15,-0.016264131305512096
2016-01-16,0.006756388415372048
2016-01-17,-0.0014335053011091381
2016-01-18,0.0013510280533419318
2016-01-19,-0.0019231156090659465
2016-01-20,0.011140674421648965
2016-01-21,-0.001997296561664744
2016-01-22,-0.005699480155230429
2016-01-23,0.0011004770357974799
2016-01-24,0.003363802364252538
2016-01-25,-0.002349666867527944
2016-01-26,9.178427309524304e-05
2016-01-27,0.0005713654963500345
2016-01-28,-0.0024998118065131954
2016-01-29,-0.00014411342646674963
2016-01-30,-0.0002160125051815986
2016-01-31,-0.0016867456322349967
2016-02-01,0.0007821020890800969
2016-02-02,0.00025091346775876105
2016-02-03,-0.0008927343291800487
2016-02-04,0.0013196580233473857
2016-02-05,-0.00019423347594381795
2016-02-06,-0.0006446415187406628
2016-02-07,6.4677241085757475e-06
2016-02-08,-0.00020937206806837796
2016-02-09,0.0001718220406642251
2016-02-10,0.00035971074585328474
2016-02-11,-9.93002988518708e-05
2016-02-12,0.00023061757340211446
2016-02-13,0.0003755653557961652
2016-02-14,0.0007451033331281183
2016-02-15,-0.00032863580741729055
2016-02-16,0.0003466680891516697
2016-02-17,0.00032620768651351787
2016-02-18,0.0008983142976088582
2016-02-19,-0.0002323701664013667
2016-02-20,0.002405791299085127
2016-02-21,0.0002310145065712174
2016-02-22,-0.000147898274700301
2016-02-23,-0.0024019387472568416
2016-02-24,0.00045987525848903193
2016-02-25,-0.00013709151872849993
2016-02-26,0.0025402735122959986
2016-02-27,0.00012038359860464604
2016-02-28,0.00032281756802161665
2016-02-29,0.0013710826642069705
2016-03-01,-0.0008336206014325069
2016-03-02,-0.0038512249850305787
2016-03-03,-0.0013993642271734402
2016-03-04,-0.006446977609875588
2016-03-05,-0.006403206745772558
2016-03-06,0.0045214254360506296
2016-03-07,0.004116758827726644
2016-03-08,-0.00021377835492565047
2016-03-09,0.00017111857908015958
2016-03-10,0.0003676016657922357
2016-03-11,0.000733927230412199
2016-03-12,-0.001602953142749412
2016-03-13,0.0003982223101760851
2016-03-14,0.0003848428455899406
2016-03-15,6.321070425742049e-05
2016-03-16,-6.594000243645938e-05
2016-03-17,0.00016969274640409745
2016-03-18,-0.0005160311683514525
2016-03-19,4.288475831114247e-05
2016-03-20,0.00015812754993154124
2016-03-21,-2.122435616189599e-05
2016-03-22,0.000226796773463429
2016-03-23,-3.1118521863263476e-06
2016-03-24,-7.892342254122639e-05
2016-03-25,3.766949926276404e-05
2016-03-26,3.6879267163290857e-05
2016-03-27,0.0004227544502934297
2016-03-28,-0.0001189490093261526
2016-03-29,-0.0003643105266110185
2016-03-30,-0.00045926217912109534
2016-03-31,0.0009628372534533051
2016-04-01,0.0006167293709550236
2016-04-02,0.0014551227652876348
2016-04-03,1.5381100909832008e-05
2016-04-04,0.00026786272767869676
2016-04-05,0.0012811001984236823
2016-04-06,-0.0006053944595858917
2016-04-07,-9.148039161802059e-05
2016-04-08,-0.00032864258808049714
2016-04-09,-0.00012939086196479325
2016-04-10,0.0002976578294575228
2016-04-11,0.00012640702499235797
2016-04-12,0.0003715312461108459
2016-04-13,-0.0015776031365177612
2016-04-14,0.0009667305970287625
2016-04-15,0.009568417153450663
2016-04-16,0.0014942339895894698
2016-04-17,-0.005508581804635665
2016-04-18,0.0020847969067830214
2016-04-19,0.01206569657280705
2016-04-20,0.009546673879117585
2016-04-21,0.018577185760498466
2016-04-22,-0.008373266130495983
2016-04-23,0.010404448455805435
2016-04-24,0.01874735224110827
2016-04-25,0.006388584981741118
2016-04-26,0.010311584686362486
2016-04-27,-0.046995541742296754
2016-04-28,0.009003048827297975
2016-04-29,0.011294327075150393
2016-04-30,-0.012513391722296343
2016-05-01,0.006612422365893964
2016-05-02,-0.013128901686111078
2016-05-03,0.010497837328198934
2016-05-04,-0.0075777655872179
2016-05-05,0.0007355941514651181
2016-05-06,0.006868059482604964
2016-05-07,-0.0006305032493831535
2016-05-08,-1.7764173070721077e-06
2016-05-09,0.0011570801020726836
2016-05-10,-0.005860038395149638
2016-05-11,0.001080840573863327
2016-05-12,0.0014566590498637485
2016-05-13,0.0006478796449244542
2016-05-14,-1.0605931004277445e-05
2016-05-15,0.0014161905818631138
2016-05-16,-0.002588769840615419
2016-05-17,-0.00029107811263355614
2016-05-18,0.00035107165962089393
2016-05-19,-0.007100474824566723
2016-05-20,0.0018325297098595705
2016-05-21,0.00023475087517448376
2016-05-22,-0.0017700651118847134
2016-05-23,0.0022323992874937228
2016-05-24,0.0008344347276316616
2016-05-25,0.0013259648807568522
2016-05-26,0.0003591536850372961
2016-05-27,0.0018894551354308564
2016-05-28,0.005097820720715736
2016-05-29,-0.0003064180805562099
2016-05-30,0.000618650223618597
2016-05-31,-0.00019802262145858537
2016-06-01,-0.00036188284612897055
2016-06-02,0.0008733682881270099
2016-06-03,0.025869693836474732
2016-06-04,0.0027667903244160074
2016-06-05,0.0017511579038875479
2016-06-06,0.008186604186921185
2016-06-07,-0.006805714771648358
2016-06-08,0.0036706894271827774
2016-06-09,-0.006773778276856723
2016-06-10,0.0027757811506367762
2016-06-11,0.028455162992953226
2016-06-12,0.06114852490492077
2016-06-13,0.02601505053966496
2016-06-14,-0.010239790198330108
2016-06-15,0.004681858454493655
2016-06-16,0.029857054025220948
2016-06-17,-0.0067205287873198655
2016-06-18,0.0025719639126021506
2016-06-19,0.0026220678781216015
2016-06-20,-0.009319521893881692
2016-06-21,-0.026072158694087435
2016-06-22,-0.028680743474794726
2016-06-23,0.007307634986965038
2016-06-24,0.009371990501854444
2016-06-25,-3.863621513011997e-05
2016-06-26,-0.0077127590616735886
2016-06-27,0.005999525647152575
2016-06-28,-0.0018474055192838144
2016-06-29,-0.0017053704871391319
2016-06-30,0.005586188259855881
2016-07-01,0.00047457483967121
2016-07-02,0.004451567361615835
2016-07-03,-0.007157591642647919
2016-07-04,0.004302916830184575
2016-07-05,-0.0021732462197838792
2016-07-06,0.0011041454747307456
2016-07-07,-0.004911356978269366
2016-07-08,0.003724143623460444
2016-07-09,-0.0021713554360159406
2016-07-10,-0.00023455380765205656
2016-07-11,-0.00025383987740957827
2016-07-12,0.002534007129069444
2016-07-13,-0.001539986677270223
2016-07-14,0.00043421120531659483
2016-07-15,0.0006299743480606824
2016-07-16,-0.0003094941352799289
2016-07-17,0.0023493475641653307
2016-07-18,-0.0007930897676879104
2016-07-19,-3.3690540843535746e-05
2016-07-20,-0.0010633009825025636
2016-07-21,-0.00015987155863171076
2016-07-22,-0.0033750631590253027
2016-07-23,0.0011968719648901929
2016-07-24,0.0013968469279092444
2016-07-25,-0.0017786861399181342
2016-07-26,-0.0005916983458367003
2016-07-27,0.0006542844804071473
2016-07-28,0.00016540337396823415
2016-07-29,0.0004918370513389688
2016-07-30,-0.0005068609682162129
2016-07-31,-0.00798525214830745
2016-08-01,-0.005157903859594828
2016-08-02,-0.017027206245668346
2016-08-03,0.005769020981688057
2016-08-04,-0.00024499659995485325
2016-08-05,-0.0006913223674765451
2016-08-06,0.002750019385341926
2016-08-07,0.001052905861653506
2016-08-08,-0.0003585361626308436
2016-08-09,-0.0007224849811769358
2016-08-10,0.0007694704071642146
2016-08-11,-0.00016186934500129365
2016-08-12,-8.70685650641592e-05
2016-08-13,-0.00011178934512917
2016-08-14,-0.0008670675562394036
2016-08-15,-0.00019446266956410485
2016-08-16,0.0006235217472826673
2016-08-17,-0.00030920274992659506
2016-08-18,1.352198447086457e-05
2016-08-19,1.6068172207060074e-05
2016-08-20,7.413323394359327e-05
2016-08-21,-4.7040991395293515e-06
2016-08-22,6.588300006217304e-05
2016-08-23,-4.001417418783166e-05
2016-08-24,-4.2630247222971604e-05
2016-08-25,-2.1727686487768992e-05
2016-08-26,1.703319943674291e-05
2016-08-27,-8.716909832729145e-05
2016-08-28,3.6222984770604736e-05
2016-08-29,1.7692324694035558e-06
2016-08-30,3.0800205753320025e-05
2016-08-31,-2.434649686473576e-05
2016-09-01,-4.5288653059455286e-05
2016-09-02,4.647353102901985e-05
2016-09-03,0.00032401439442610074
2016-09-04,0.00014328024836627034
2016-09-05,-2.7618721033588906e-05
2016-09-06,5.214330334924941e-05
2016-09-07,-9.595627555046407e-06
2016-09-08,0.000779534661213128
2016-09-09,-0.00022448545593578033
2016-09-10,4.233396915028557e-05
2016-09-11,-0.001095838598990698
2016-09-12,0.00010221927393909753
2016-09-13,6.677486310348335e-05
2016-09-14,3.9575824988433775e-05
2016-09-15,-0.0003993114953265491
2016-09-16,-2.071408888500494e-05
2016-09-17,-0.00011259280502282166
2016-09-18,0.00044357576008497454
2016-09-19,-7.331021479577145e-05
2016-09-20,-0.00010377894759858247
2016-09-21,-0.0013428499689736371
2016-09-22,-4.5169936512405684e-05
2016-09-23,0.00034783739527010125
2016-09-24,-1.140806718142294e-05
2016-09-25,-9.461992987108312e-05
2016-09-26,0.00038072058181717465
2016-09-27,-9.784285719444661e-05
2016-09-28,-0.00012344456077949929
2016-09-29,1.2076365175575653e-05
2016-09-30,5.050417997157529e-05
2016-10-01,5.27261850527515e-05
2016-10-02,-3.809947464916518e-05
2016-10-03,1.5373760362470723e-05
2016-10-04,-2.384923590420771e-05
2016-10-05,2.3597610016683313e-05
2016-10-06,8.38947491067374e-06
2016-10-07,6.738699521579241e-05
2016-10-08,3.2441253416604985e-05
2016-10-09,-3.8341680163355594e-05
2016-10-10,3.662655344203368e-05
2016-10-11,0.00035937139435312534
2016-10-12,-0.0006922473980007871
2016-10-13,0.0002967676783467985
2016-10-14,0.00179292881346668
2016-10-15,-0.0008596720299993738
2016-10-16,0.0014856094853232327
2016-10-17,-0.0012077274602749495
2016-10-18,-0.0006131173089877068
2016-10-19,-0.005322345267589398
2016-10-20,0.0006015707939000164
2016-10-21,0.0035167811775897186
2016-10-22,0.043517622361923414
2016-10-23,-0.00038192382160556987
2016-10-24,-0.005670262960067847
2016-10-25,0.006589163286211718
2016-10-26,0.03523470765113516
2016-10-27,0.014808605090100325
2016-10-28,0.0018197030069811448
2016-10-29,0.033677406861530625
2016-10-30,-0.01706077374461302
2016-10-31,-0.0011129399148171917
2016-11-01,0.03260157054646981
2016-11-02,0.011587574150804228
2016-11-03,-0.03607903595874003
2016-11-04,0.010683915697966562
2016-11-05,0.00010237918710177106
2016-11-06,0.0048138941833867025
2016-11-07,-0.005034522914244924
2016-11-08,0.004122496369041953
2016-11-09,0.007984939610820566
2016-11-10,-0.003326555745111606
2016-11-11,0.0003767389691386023
2016-11-12,-0.005029732236979621
2016-11-13,-0.0013846661639201284
2016-11-14,0.0013712449268758534
2016-11-15,0.003068973913164763
2016-11-16,0.015280947318078513
2016-11-17,-0.0013744550116379251
2016-11-18,0.004418350050826808
2016-11-19,3.1188924858969753e-06
2016-11-20,-0.008739606873941916
2016-11-21,0.003637604332080106
2016-11-22,0.0052591791686453695
2016-11-23,-0.0030550353883144732
2016-11-24,-0.0015670310819874398
2016-11-25,0.0004938858707091319
2016-11-26,-0.002351201169619211
2016-11-27,-0.001289983056023317
2016-11-28,0.001465144792372788
2016-11-29,-9.20831429369081e-05
2016-11-30,0.003972420655210274
2016-12-01,0.004888952102778354
2016-12-02,0.009354663530150414
2016-12-03,-0.002968150109438058
2016-12-04,0.0011953285593694933
2016-12-05,-0.006789011364248197
2016-12-06,0.0025574121813072303
2016-12-07,0.0015856355047518655
2016-12-08,0.0015889481032462223
2016-12-09,0.0011886945967442804
2016-12-10,0.0011267750754609836
2016-12-11,-0.003088109139653792
2016-12-12,0.00660549806543414
2016-12-13,0.0002874867538350791
2016-12-14,0.00023730937947679341
2016-12-15,-0.002991173543940547
2016-12-16,0.006073789533024348
2016-12-17,0.005290824056187847
2016-12-18,-0.00028997411908891123
2016-12-19,0.00197457105220328
2016-12-20,0.007559169575419139
2016-12-21,0.03040912282830345
2016-12-22,0.03192845258696742
2016-12-23,0.05314199566382775
2016-12-24,-0.018589871495721756
